t_idx,obstacle,path,alignment,goal,center
54,0,0.0761485,0.571229,0.096237,0.197059
55,0,0.0761485,0.571229,0.096237,0.197059
56,0,0.0761485,0.571229,0.096237,0.197059
57,0,0.0761485,0.571229,0.096237,0.197059
58,0,0.0761485,0.571229,0.096237,0.197059
59,0,0.0761485,0.571229,0.096237,0.197059
60,0,0.0761485,0.571229,0.096237,0.197059
61,0,0.0761485,0.571229,0.096237,0.197059
62,0,0.0761485,0.571229,0.096237,0.197059
63,0,0.0958355,0.0335352,0,0
64,0,0.0739858,0.0223945,0,0
65,0,0.0739796,0.0223926,0,0
66,0,0.0739754,0.0223898,0,0
67,0,0.0739838,0.0223925,0,0
68,0,0.0739838,0.0223925,0,0
69,0,0.0739838,0.0223925,0,0
70,0,0.0739838,0.0223925,0,0
71,0,0.107002,0.0642981,0,0
72,0,0.107002,0.0642981,0,0
73,0,0.0742205,0.0224664,0,0
74,0,0.0739842,0.0223926,0,0
75,0,0.0739842,0.0223926,0,0
76,0,0.0134296,0.00372535,0,0
77,0,0.10697,0.0642181,0,0
78,0,0.10697,0.0642181,0,0
79,0,0.0742462,0.0224745,0,0
80,0,0.0134334,0.00372571,0,0
81,0,0.0134334,0.00372571,0,0
82,0,0.0737515,0.0223192,0,0
83,0,0.107002,0.0642979,0,0
84,0,0.107002,0.0642979,0,0
85,0,0.00983553,0.00301983,0,0
86,0,0.0737272,0.0223138,0,0
87,0,0.0737272,0.0223138,0,0
88,0,0.0739834,0.0223923,0,0
89,0,0.0134297,0.00372536,0,0
90,0,0.0134297,0.00372536,0,0
91,0,0.00973124,0.00298556,0,0
92,0,0.0133307,0.00370672,0,0
93,0,0.0133307,0.00370672,0,0
94,0,0.0737681,0.0223251,0,0
95,0,0.106998,0.064287,0,0
96,0,0.106998,0.064287,0,0
97,0,0.0135248,0.00374287,0,0
98,0,0.0737525,0.0223193,0,0
99,0,0.0737525,0.0223193,0,0
100,0,0.0739884,0.0223921,0,0
101,0,0.107006,0.0642975,0,0
102,0,0.107006,0.0642975,0,0
103,0,0.0742255,0.0224662,0,0
104,0,0.0134338,0.00372575,0,0
105,0,0.0134338,0.00372575,0,0
106,0,0.0737521,0.0223192,0,0
107,0,0.0739884,0.0223921,0,0
108,0,0.0739884,0.0223921,0,0
109,0,0.0134438,0.00372761,0,0
110,0,0.0134438,0.00372761,0,0
111,0,0.10698,0.0642323,0,0
112,0,0.10698,0.0642323,0,0
113,0,0.0134438,0.00372762,0,0
114,0,0.0134438,0.00372762,0,0
115,0,0.0736218,0.0221952,0,0
116,0,0.0134373,0.00372602,0,0
117,0,0.0134373,0.00372602,0,0
118,0,0.0737568,0.0223191,0,0
119,0,0.0739931,0.0223919,0,0
120,0,0.0739931,0.0223919,0,0
121,0,0.0134292,0.0037245,0,0
122,0,0.0737783,0.022325,0,0
123,0,0.0737783,0.022325,0,0
124,0,0.0134474,0.00372792,0,0
125,0,0.0737569,0.0223191,0,0
126,0,0.0737569,0.0223191,0,0
127,0,0.0739932,0.0223919,0,0
128,0,0.0739936,0.0223921,0,0
129,0,0.0739936,0.0223921,0,0
130,0,0.0134374,0.00372606,0,0
131,0,0.0737568,0.0223191,0,0
132,0,0.0737568,0.0223191,0,0
133,0,0.0739931,0.0223919,0,0
134,0,0.0134292,0.0037245,0,0
135,0,0.0134292,0.0037245,0,0
136,0,0.0737602,0.0223191,0,0
137,0,0.0134317,0.00372472,0,0
138,0,0.0134317,0.00372472,0,0
139,0,0.0737341,0.0223119,0,0
140,0,0,0,0,0
141,0,0,0,0,0
142,0,0.0735178,0.0222545,0,0
143,0,0.0134354,0.00372584,0,0
144,0,0.0134354,0.00372584,0,0
145,0,0.0133446,0.00370875,0,0
146,0,0.073728,0.0223119,0,0
147,0,0.073728,0.0223119,0,0
148,0,0.0172245,0.00446665,0,0
149,0,0.0737751,0.0223247,0,0
150,0,0.0737751,0.0223247,0,0
151,0,0.0134356,0.00372588,0,0
152,0,0.0133445,0.00370874,0,0
153,0,0.0133445,0.00370874,0,0
154,0,0.0133444,0.00370871,0,0
155,0,0.0133444,0.00370871,0,0
156,0,0.0133444,0.00370839,0,0
157,0,0.0737312,0.0223118,0,0
158,0,0.0172358,0.00446832,0,0
159,0,0.0442709,0.0241302,0.00303325,0.00966591
160,0,0.0414132,0.0200836,0.00264316,0.00896526
161,0,0.0686798,0.0563671,0.00440037,0.011628
162,0,0.0841138,0.0518876,0.00678748,0.0154828
163,0,0.0545322,0.0744064,0,0.00015934
164,0,0.0238636,0.0339004,0,0
165,0,0.0315293,0.0438214,0,0
166,0,0.0492714,0.113513,0.00101334,0.004861
167,0,0.0514192,0.0806898,0.00170187,0.00583565
168,0,0.06292,0.0625037,0.0062906,0.0136697
169,0,0.0499077,0.0955997,0,0
170,0,0.0528588,0.0793227,0.00274022,0.00774508
171,0,0.0779647,0.0684801,0.0069778,0.015878
172,0,0.059855,0.131216,0,0.000859292
173,0,0.0445053,0.0186767,0.00242978,0.0078902
174,0,0.0423303,0.022862,0.00232331,0.00758202
175,0,0.0109246,0.0349234,0,0
176,0,0,0.0152268,0,0
177,0,0.0344482,0.00276411,0.00115973,0.00531574
178,0,0.0479213,0.014297,0.000954754,0.00480642
179,0,0.0279152,0.0540499,0,0
180,0,0.0360779,0.0612618,0,0
181,0,0.0240167,0.0444389,0,0
182,0,0,0.00086133,0,0
183,0,0,0.00112057,0,0
184,0,0.00549111,0.0256711,0,0
185,0,0.00183154,0.0374606,0,0
186,0,0,0.0158972,0,0
187,0,0.0228677,0.0533751,0,0
188,0,0.00165717,0.02628,0,0
189,0,0.0162617,0.04609,0,0
190,0,0.00974707,0.0282751,0,0
191,0,0.0194753,0.0373541,0,0
192,0,0,0.00153006,0,0
193,0,0.00893052,0.0250136,0,0
194,0,0.0575501,0.0208336,0.00300819,0.00841947
195,0,0,0.000333053,0,0
196,0,0.048831,0.0129155,0.00245161,0.00738874
197,0,0.0211266,0.0499915,0,0
198,0,0.0185595,0.0450768,0,0
199,0,0.0261239,0.0660983,0.00105083,0
200,0,0,0.0237522,0,0
201,0,0,0.0327825,0,0
202,0,0.0190882,0.0842673,0.0023494,0.00229847
203,0,0.0281023,0.0958814,0,0
204,0,0,0,0,0
205,0,0.00443014,0.0394287,0,0
206,0,0,0.0718563,0,0
207,0,0.00361492,0.094506,0,0
208,0,0.00818298,0.136876,0,0
209,0,0.0172588,0.12629,0,0
210,0,0.00440579,0.1152,0,0
211,0,0.0221986,0.150174,0,0
212,0,0.0217359,0.122337,0.00572012,0.00943568
213,0,0.00989477,0.130457,0,0
214,0,0.0187589,0.104094,0.00536749,0.00880561
215,0,0.0307804,0.133037,0.0106803,0.0191743
216,0,0,0.0794373,0,0
217,0,0.00983927,0.0376578,0,0
218,0,0.0298122,0.019827,0.0121506,0.022067
219,0,0.000368192,0.0390072,0,0
220,0,0,0.0988384,0,0
221,0,0.0102547,0.110386,0.00500413,0.00877772
222,0,0.00332566,0.0972333,0.00262517,0.00425969
223,0,0.0347664,0.0970254,0.0124702,0.0230126
224,0,0.0166465,0.0969638,0.00779443,0.0143145
225,0,0.0200206,0.105782,0.00878803,0.0163061
226,0,0.0105199,0.042317,0.00635723,0.0116703
227,0,0.00797414,0.0240231,0.00569879,0.0105996
228,0,0.0108647,0.144763,0,0
229,0,0.019388,0.103517,0.0116026,0.0220356
230,0,0.0146953,0.110703,0.0102551,0.0196123
231,0,0.0271671,0.124908,0.0125419,0.0239804
232,0,0.00837185,0.149307,0,0
233,0,0.019986,0.169812,0.0153886,0.0297881
234,0,0,0,0,0
235,0,0,0,0,0
236,0,0,0,0,0
237,0,0,0,0,0
238,0,0,0,0,0
239,0,0,0,0,0
240,0,0,0,0,0
241,0,0,0,0,0
242,0,0,0,0,0
243,0,0,0,0,0
244,0,0,0,0.0166677,0.0305187
245,0,0,0,0,0
246,0,0,0,0,0
247,0,0,0,0,0
248,0,0,0,0.0162482,0.0316373
249,0,0,0,0,0
250,0,0,0,0,0
251,0,0,0,0,0
252,0,0,0,0,0
253,0,0,0,0,0
254,0,0,0,0,0
255,0,0,0,0.0123722,0.0245305
256,0,0,0,0.0073032,0.0151498
257,0,0,0,0,0
258,0,0,0,0,0
259,0,0,0,0.0245236,0.049
260,0,0,0,0,0
261,0,0,0,0.0437124,0.0437289
262,0,0,0,0.0627296,0.0838654
263,0,0,0,0.0669265,0.0917692
264,0,0,0,0,0
265,0,0,0,0,0
266,0,0,0,0,0
267,0,0,0,0.000435045,0
268,0,0,0,0,0
269,0,0,0,0.0814884,0.15253
270,0,0,0,0.131131,0.138985
271,0,0,0,0.0565373,0.0690971
272,0,0,0,0.0723995,0.124213
273,0,0,0,0.101346,0.104842
274,0,0,0,0.0934876,0.089797
275,0,0,0,0.124246,0.226737
276,0,0,0,0.120907,0.139937
277,0,0,0,0.137689,0.222955
278,0,0,0,0.124812,0.199405
279,0,0,0,0.0902167,0.172076
280,0,0,0,0.118133,0.185287
281,0,0,0,0.0662345,0.127681
282,0,0,0,0.0455436,0.0870087
283,0,0,0,0.075969,0.137764
284,0,0,0,0.10787,0.154696
285,0,0,0,0.103223,0.18088
286,0,0,0,0.15348,0.230572
287,0,0,0,0.173524,0.265964
288,0,0,0,0.176992,0.229833
289,0,0,0,0.22203,0.247258
290,0,0,0,0.23418,0.213131
291,0,0,0,0.200284,0.198364
292,0.142857,0,0,0.267469,0.22626
293,0,0,0,0.297779,0.264197
294,0,0,0,0.283316,0.232711
295,0,0,0,0.358252,0.298168
296,0,0,0,0.339815,0.359761
297,0.0769231,0,0,0.408704,0.458098
298,0,0,0,0.409868,0.475187
299,0,0,0,0.456235,0.485603
300,0.0769231,0,0,0.433162,0.501461
301,0,0,0,0.441942,0.497507
302,0.0833333,0,0,0.430936,0.479669
303,0.0714286,0,0,0.486898,0.541925
304,0.0666667,0,0,0.483595,0.55849
305,0,0,0,0.55805,0.621918
306,0,0,0,0.599724,0.566339
307,0,0,0,0.614004,0.600955
308,0.142857,0,0,0.549462,0.595276
309,0,0,0,0.60367,0.595608
310,0,0,0,0.617982,0.634075
311,0.333333,0,0,0.600148,0.553225
312,0.1875,0,0,0.647114,0.572841
313,0.294118,0,0,0.635017,0.56571
314,0,0,0,0.657041,0.613679
315,0.285714,0,0,0.634622,0.53289
316,0,0,0,0.670818,0.547329
317,0,0,0,0.751418,0.782551
318,0.0714286,0,0,0.643842,0.540804
319,0,0,0,0.658143,0.556351
320,0,0,0,0.653253,0.546818
321,0.0526316,0,0,0.689734,0.601382
322,0.105263,0,0,0.685169,0.5993
323,0.421053,0,0,0.629131,0.530054
324,0.368421,0,0,0.595465,0.504576
325,0.315789,0,0,0.63109,0.533597
326,0,0,0,0.777929,0.745217
327,0,0,0,0.764735,0.725617
328,0.44,0,0,0.679105,0.558209
329,0.380952,0,0,0.662874,0.498242
330,0.4,0,0,0.664497,0.514664
331,0,0,0,0.829342,0.782212
332,0.434783,0,0,0.664031,0.525048
333,0.478261,0,0,0.637316,0.511539
334,0,0,0,0.915589,0.698121
335,0,0,0,0.909086,0.684501
336,0,0,0,0.9062,0.683651
337,0,0,0,0.891231,0.676999
338,0,0,0,0.865227,0.660475
339,0,0,0,0.854344,0.649418
340,0,0,0,0.881012,0.665184
341,0,0,0,0.839245,0.654545
342,0,0,0,0.877608,0.663924
343,0,0,0,0.846911,0.652606
344,0,0,0,0.831807,0.637097
345,0,0,0,0.828371,0.637874
346,0,0,0,0.825936,0.635483
347,0,0,0,0.859195,0.659473
348,0,0,0,0.859336,0.661401
349,0,0,0,0.860839,0.666789
350,0,0,0,0.887064,0.686348
351,0,0,0,0.912924,0.703119
352,0,0,0,0.880008,0.683207
353,0,0,0,0.844866,0.659682
354,0,0,0,0.843461,0.658823
355,0,0,0,0.824551,0.653643
356,0,0,0,0.841246,0.666235
357,0,0,0,0,0
358,0,0,0,0,0
359,0,0,0,0,0
360,0,0,0,0,0
361,0,0,0,0,0
362,0,0,0,0,0
363,0,0,0,0,0
364,0,0,0,0,0
365,0,0,0,0,0
366,0,0,0,0,0
367,0,0,0,0,0
368,0.4,0,0,0.637144,0.485779
369,0.310345,0,0,0.665759,0.430176
370,0.3,0,0,0.691011,0.480061
371,0,0,0,0.841017,0.656336
372,0.111111,0,0,0.715384,0.52834
373,0,0,0,0.720527,0.520236
374,0.3125,0,0,0.417242,0.528104
375,0,0,0,0.700294,0.359492
376,0,0,0,0.626787,0.320185
377,0,0,0,0.55691,0.270005
378,0,0,0,0.509747,0.2505
379,0.388889,0,0,0.483852,0.244131
380,0.47619,0,0,0.254159,0.126374
381,0.52381,0,0,0.240507,0.117485
382,0.4,0,0,0.235421,0.112789
383,0,0,0,0.557869,0.322538
384,0.0645161,0,0,0.561591,0.385545
385,0.0952381,0,0,0.390172,0.556414
386,0.15,0,0,0.519172,0.494047
387,0.125,0,0,0.483672,0.662474
388,0.285714,0,0,0.462299,0.671714
389,0.285714,0,0,0.44444,0.613899
390,0,0,0,0.480518,0.477137
391,0,0,0,0.462834,0.536338
392,0.105263,0,0,0.482931,0.456149
393,0.185185,0,0,0.54501,0.470989
394,0.1,0,0,0.537432,0.607091
395,0,0,0,0.546563,0.64686
396,0.208333,0,0,0.551123,0.442355
397,0.107143,0,0,0.53666,0.577096
398,0.172414,0,0,0.553461,0.536368
399,0,0,0,0,0
400,0,0,0,0,0
401,0.2,0,0,0.727579,0.603832
402,0.05,0,0,0.785701,0.369006
403,0.0731707,0,0,0.785549,0.374998
404,0,0,0,0,0
405,0,0,0,0,0
406,0,0,0,0,0
407,0,0,0,0,0
408,0,0,0,0,0
409,0,0,0,0,0
410,0,0,0,0,0
411,0,0,0,0,0
412,0,0,0,0,0
413,0,0,0,0,0
414,0,0,0,0,0
415,0,0,0,0,0
416,0,0,0,0,0
417,0,0,0,0,0
418,0,0,0,0,0
419,0,0,0,0,0
420,0,0,0,0,0
421,0,0,0,0,0
422,0,0,0,0,0
423,0,0,0,0,0
424,0,0,0,0,0
425,0,0.0101597,0.0662089,0.874415,0.918964
426,0,0.00671081,0.0965962,0.816182,0.88089
427,0,0.01104,0.0948452,0.820309,0.886042
428,0,0.0125099,0.0939785,0.822931,0.888452
429,0,0.0340487,0.221028,0.366036,0.445943
430,0,0.0640621,0.243701,0.216754,0.274999
431,0,0.087907,0.250416,0.142155,0.182563
432,0,0.0767411,0.226169,0.205436,0.252909
433,0,0.083677,0.21864,0.195843,0.237044
434,0,0.0954381,0.224947,0.133869,0.165324
435,0,0.119727,0.216964,0.0658386,0.0816914
436,0,0.124473,0.207394,0.0630409,0.0767055
437,0,0.12279,0.203208,0.0631299,0.0762021
438,0,0.140958,0.205701,0,0
439,0,0.0885126,0.174743,0.132365,0.156499
440,0,0.0806638,0.152732,0.192074,0.21929
441,0,0.0661101,0.130412,0.255614,0.28521
442,0,0.0717321,0.112648,0.18981,0.211855
443,0,0.0531546,0.130944,0.267149,0.300637
444,0,0.0525705,0.117777,0.268208,0.300208
445,0,0.0798815,0.118175,0,0
446,0,0.0587358,0.136757,0.147934,0.174485
447,0,0.0671195,0.124156,0.140069,0.161423
448,0,0.0762425,0.0914529,0.170858,0.179961
449,0,0.070296,0.0797889,0.187136,0.176714
450,0,0.00208571,0.0368654,0.110296,0.0909905
451,0,0.00199171,0.0450114,0.149727,0.121808
452,0,0,0.0361352,0.150268,0.123216
453,0,0,0.023789,0.155544,0.131409
454,0,0,0.00924863,0.0579581,0.0393186
455,0,0,0.0234994,0.112821,0.0948819
456,0,0.00106708,0.0295526,0.105151,0.0829198
457,0,0,0.0103561,0.0955121,0.064727
458,0,0,0.00798746,0.0495608,0.025679
459,0,0,0,0.0650255,0.045643
460,0,0,0,0.0535953,0.0344695
461,0,0,0,0.0345572,0.0156749
462,0,0,0.00260774,0.031138,0.0130689
463,0,0,0.000697634,0.0248697,0.00862096
464,0,0,0,0.0584643,0.0417577
465,0,0,0.00189906,0.0234975,0.00817258
466,0,0,0,0.012773,0
467,0,0,0,0.0333859,0.0181231
468,0,0,0,0.0284074,0.0143487
469,0,0,0,0.0249654,0.011334
470,0,0,0,0.0156243,0.00202833
471,0,0,0,0.0316754,0.0186033
472,0,0,0,0.0151095,0.00165688
473,0,0,0,0.0309917,0.0186705
474,0,0.0118078,0,0.009608,0
475,0,0,0,0.0124902,0
476,0,0,0,0.0112236,0
477,0,0,0,0.0317172,0.0203615
478,0,0,0,0.016053,0.00538848
479,0,0,0,0.0136061,0.00141291
480,0,0,0,0.00920158,0
481,0,0,0,0.0178727,0.00868152
482,0,0,0,0.0113367,0
483,0,0,0,0.00708229,0
484,0,0,0,0.00885146,0
485,0,0,0,0.00634202,0
486,0,0,0,0.007194,0
487,0,0,0,0.0167665,0.00933961
488,0,0,0,0.0207856,0.0137888
489,0,0,0,0.0488244,0.0485363
490,0.0714286,0,0,0.0276538,0.0206092
491,0.125,0,0,0.0900742,0.105577
492,0.6,0,0,0.0341263,0.0276103
493,0.606061,0,0,0.0706314,0.0786334
494,0.459459,0,0,0.249696,0.342629
495,0.3,0,0,0.648527,0.859203
496,0,0,0,0.806275,0.970394
497,0.0454545,0,0,0.554286,0.761865
498,0.894737,0,0,0.336291,0.382709
499,1,0,0,0.25841,0.31814
500,0,0,0,0.810087,0.975493
501,0,0,0,0.797102,0.947847
502,0,0,0,0.80677,0.968803
503,0,0,0,0.817813,1
504,0,0,0,0.798728,0.983851
505,0,0,0,1,1
506,0,0,0,1,1
507,0,0,0,1,1
508,0,0,0,1,0.95501
509,0,0,0,1,0.953485
510,0,0,0,1,0.976266
511,0,0,0,1,1
512,0,0,0,1,1
513,0,0,0,1,1
514,0,0,0,1,1
515,0,0,0,1,1
516,0,0,0,1,1
517,0,0,0,1,1
518,0,0,0,1,1
519,0,0,0,1,0.868228
520,0,0,0,1,0.778261
521,0,0,0,1,0.755588
522,0,0,0,0,0
523,0,0,0,0,0
524,0,0,0,0,0
525,0,0,0,0,0
526,0,0,0,0,0
527,0,0,0,0,0
528,0,0,0,0,0
529,0,0,0,0,0
530,0,0,0,0,0
531,0,0,0,0,0
532,0.416667,0,0,0.1336,0.24783
533,0.416667,0,0,0.126481,0.236565
534,0.571429,0,0,0.0920108,0.17779
535,0.571429,0,0,0.111319,0.203338
536,0.592593,0,0,0.156137,0.270753
537,0,0,0,0,0
538,0,0,0,0,0
539,0.423077,0,0,0.0293868,0.0286736
540,0.423077,0,0,0.0135297,0.0129454
541,0.461538,0,0,0.020722,0.0190868
542,0.15625,0,0,0.223693,0.317771
543,0.1875,0,0,0.250459,0.340496
544,0.241379,0,0,0.300267,0.392506
545,0,0,0,0,0
546,0,0,0,0,0
547,0,0,0,0,0
548,0,0,0,0,0
549,0,0,0,0,0
550,0,0,0,1,0.600248
551,0,0,0,0.976637,0.553283
552,0,0,0,0.913441,0.512676
553,0,0,0,0.886016,0.491867
554,0,0,0,0.848171,0.469532
555,0,0,0,0.811434,0.411742
556,0,0,0,0.779554,0.371013
557,0,0,0,0.75421,0.355352
558,0,0,0,0.744938,0.338633
559,0,0,0,0.74586,0.33602
560,0,0,0,0.736025,0.32506
561,0,0,0,0.736764,0.342647
562,0,0,0,0.734461,0.326716
563,0,0,0,0.599409,0.0823626
564,0,0,0,0.466496,0
565,0,0,0,0.424254,0
566,0,0,0,0.309864,0
567,0,0,0,0.361188,0
568,0,0,0.0960036,0.597266,0.228931
569,0,0.217759,0,0.465374,0.260696
570,0,0.15976,0.0187212,0.524914,0.2911
571,0,0.221612,0,0.459017,0.255905
572,0,0.230852,0.0286153,0.429559,0.236777
573,0,0.231972,0.02198,0.424542,0.233325
574,0,0.236051,0.0356152,0.419281,0.2307
575,0,0.298543,0.00686734,0.359646,0.19588
576,0,0.303053,0.0129486,0.348094,0.187619
577,0,0.236536,0.0353055,0.41093,0.221661
578,0,0.238706,0.0294836,0.397043,0.212495
579,0,0.244194,0.0358358,0.376504,0.202063
580,0,0.244353,0.0259381,0.37858,0.203867
581,0,0.311732,0.00381643,0.317284,0.166872
582,0,0.318945,0.00779545,0.293379,0.153286
583,0,0.259083,0.0506502,0.313372,0.166087
584,0,0.257888,0.0438586,0.311272,0.161581
585,0,0.256042,0.0230438,0.315533,0.16534
586,0,0.185963,0,0.370486,0.217284
587,0,0.0544219,0.0177974,0.560412,0.346965
588,0,0.0709474,0.00995516,0.580137,0.393929
589,0,0.1615,0.00906263,0.54232,0.411742
590,0,0.136903,0.00884766,0.527435,0.382161
591,0,0.157493,0.00759117,0.530208,0.405062
592,0,0.155582,0.0110311,0.539311,0.408866
593,0,0,0.0805968,0.596718,0.500461
594,0,0,0.119459,0.611645,0.511882
595,0,0,0.093032,0.661563,0.556064
596,0,0,0.108851,0.757389,0.628089
597,0,0,0.0855387,0.764768,0.633705
598,0,0,0.00130479,0.758128,0.632564
599,0,0,0.00168325,0.766323,0.63768
600,0,0,0,0.746849,0.622019
601,0,0,0,0.753172,0.626758
602,0,0,0,0.758522,0.631432
603,0,0,0,0.771299,0.639982
604,0,0,0,0.757379,0.628252
605,0,0,0,0.791594,0.662395
606,0,0,0,0.833068,0.692375
607,0,0,0,0.870953,0.72382
608,0,0,0,0.913632,0.756311
609,0,0,0,0.0033839,0
610,0,0,0,0.00742615,0
611,0,0,0,0.00944532,0
612,0,0,0,0.00477037,0
613,0,0,0,0.00915782,0
614,0,0,0,0.00959755,0
615,0,0,0,0,0.0101113
616,0.0740741,0,0,0.0510945,0.0300797
617,0.103448,0,0,0.0409306,0.0222356
618,0.0740741,0,0,0.04276,0.0240709
619,0.25,0,0,0.0372645,0.0196964
620,0.107143,0,0,0.0629939,0.0489681
621,0.290323,0,0,0.0990054,0.0919782
622,0.366667,0,0,0.0550734,0.0419237
623,0.2,0,0,0.57835,0.742941
624,0,0,0,1,1
625,0,0,0,1,1
626,0,0,0,1,1
627,0,0,0,0,0
628,0,0,0,0,0
629,0,0,0,0,0
630,0,0,0,1,1
631,0,0,0,1,1
632,0,0,0,1,1
633,0,0,0,1,1
634,0,0,0,1,1
635,0,0,0,1,1
636,0.0344828,0,0,0,0.00755652
637,0.0344828,0,0,0,0.00675148
638,0,0,0,0,0
639,0,0,0,0,0
640,0,0,0,0,0
641,0,0,0,0,0
642,0,0,0,0,0
643,0,0,0,0,0
644,0,0,0,0,0
645,0,0,0,0,0
646,0,0,0,1,1
647,0,0,0,0.688288,0.732167
648,0,0,0,0.68715,0.586829
649,0.03125,0,0,0.718306,0.510345
650,0.235294,0,0,0.772084,0.642609
651,0.441176,0,0,0.760484,0.5621
652,0.371429,0,0,0.757633,0.57777
653,0.441176,0,0,0.766388,0.553766
654,0,0,0,0,0
655,0,0,0,0,0
656,0,0,0,0,0
657,0,0,0,0,0
658,0,0,0,0,0
659,0,0,0,0,0
660,0,0,0,0,0
661,0,0,0,0,0
662,0,0,0,0,0
663,0,0,0,0.908469,0.660954
664,0,0,0,0.815943,0.715424
665,0,0,0,0.795356,0.714044
666,0,0,0,0.463744,0.315745
667,0,0,0,0.499679,0.342247
668,0,0,0,0.451955,0.308435
669,0,0,0,0.451955,0.308435
670,0,0,0,0.451955,0.308435
