t_idx,best_total_cost
449,0.427517
450,0.148352
451,0.189043
452,0.16799
453,0.148011
454,0.0525441
455,0.119695
456,0.127064
457,0.076796
458,0.0423088
459,0.038734
460,0.0308227
461,0.0175812
462,0.0206879
463,0.013117
464,0.0350777
465,0.0148827
466,0.00447056
467,0.0180281
468,0.0149646
469,0.0127048
470,0.00617842
471,0.0175975
472,0.00586822
473,0.0173818
474,0.0269783
475,0.00437158
476,0.00392826
477,0.0182276
478,0.00750451
479,0.00525664
480,0.00322055
481,0.00929397
482,0.00396786
483,0.0024788
484,0.00309801
485,0.00221971
486,0.0025179
487,0.00913713
488,0.0121011
489,0.0340763
490,0.0383206
491,0.105978
492,0.201608
493,0.234061
494,0.345152
495,0.617706
496,0.621834
497,0.474289
498,0.520071
499,0.501792
500,0.624953
501,0.610732
502,0.62145
503,0.636234
504,0.623903
505,0.7
506,0.7
507,0.7
508,0.684253
509,0.68372
510,0.691693
511,0.7
512,0.7
513,0.7
514,0.7
515,0.7
516,0.7
517,0.7
518,0.7
519,0.65388
520,0.622391
521,0.614456
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0.2585
533,0.252066
534,0.265859
535,0.281559
536,0.327189
537,0
538,0
539,0.147244
540,0.136189
541,0.152395
542,0.236388
543,0.263084
544,0.314884
545,0
546,0
547,0
548,0
549,0
550,0.560087
551,0.535472
552,0.499141
553,0.482259
554,0.461196
555,0.428112
556,0.402699
557,0.388347
558,0.37925
559,0.378658
560,0.37138
561,0.377794
562,0.371412
563,0.23862
564,0.163274
565,0.148489
566,0.108452
567,0.126416
568,0.481176
569,0.689642
570,0.642567
571,0.693448
572,0.752152
573,0.738157
574,0.770825
575,0.805255
576,0.819502
577,0.76509
578,0.749717
579,0.762558
580,0.744438
581,0.800552
582,0.809814
583,0.787277
584,0.768991
585,0.726477
586,0.577645
587,0.462021
588,0.502728
589,0.675047
590,0.609861
591,0.657513
592,0.665089
593,0.545206
594,0.632152
595,0.612233
596,0.70262
597,0.660543
598,0.489352
599,0.494768
600,0.479104
601,0.482976
602,0.486484
603,0.493948
604,0.484971
605,0.508896
606,0.533905
607,0.55817
608,0.58448
609,0.00118436
610,0.00259915
611,0.00330586
612,0.00166963
613,0.00320524
614,0.00335914
615,0.00353896
616,0.0506332
617,0.0531427
618,0.0456131
619,0.0949363
620,0.0713295
621,0.153941
622,0.143949
623,0.522452
624,0.7
625,0.7
626,0.7
627,0
628,0
629,0
630,0.7
631,0.7
632,0.7
633,0.7
634,0.7
635,0.7
636,0.0129896
637,0.0127078
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0.7
647,0.497159
648,0.445893
649,0.439403
650,0.565731
651,0.595257
652,0.57882
653,0.594407
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0.549298
664,0.535978
665,0.52829
666,0.272821
667,0.294674
668,0.266136
669,0.266136
670,0.266136
