t_idx,v,w
272,0.413329,0.0916198
273,0.377526,0.00474815
274,0.369054,-0.0418087
275,0.455212,-0.240839
276,0.378427,0.0396414
277,0.436885,-0.227064
278,0.406986,-0.214334
279,0.416119,-0.220799
280,0.390892,-0.207014
281,0.406189,-0.200553
282,0.393278,-0.180298
283,0.392987,-0.215186
284,0.374703,-0.206631
285,0.385433,-0.249022
286,0.374273,-0.253212
287,0.364402,-0.274474
288,0.347942,-0.242542
289,0.295965,-0.230862
290,0.273363,-0.165091
291,0.285801,-0.201012
292,0.269947,-0.141682
293,0.249818,-0.193497
294,0.247706,-0.148159
295,0.238304,-0.0859002
296,0.280743,-0.256515
297,0.284143,-0.280942
298,0.294274,-0.291579
299,0.258457,-0.247111
300,0.268931,-0.306412
301,0.252615,-0.302245
302,0.259352,-0.294733
303,0.251458,-0.298029
304,0.243704,-0.319329
305,0.223165,-0.307643
306,0.166612,-0.159383
307,0.178218,-0.232293
308,0.224148,-0.296979
309,0.174621,-0.242909
310,0.179644,-0.255661
311,0.177546,-0.137021
312,0.145204,-0.127424
313,0.153023,-0.128485
314,0.149161,-0.256509
315,0.153128,-0.127073
316,0.132165,-0.0731691
317,0.183348,0.253921
318,0.147633,-0.176944
319,0.139306,-0.187599
320,0.14401,-0.213936
321,0.154062,0.0888834
322,0.156088,0.0826094
323,0.190873,0.0412918
324,0.185341,0.0232807
325,0.167238,0.00932016
326,0.140955,0.21043
327,0.160947,0.229636
328,0.149453,0.0285226
329,0.146679,-0.0412232
330,0.155229,0.0268153
331,0.147092,0.315679
332,0.133932,0.0575212
333,0.149453,0.056482
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
366,0,0
367,0,0
368,0,0
369,0.0268226,-0.182164
370,0.100602,-0.335444
371,0.0441053,-0.243455
372,0.057173,-0.27644
373,0.0568442,-0.234011
374,0.0948907,-0.515044
375,0.0327157,-0.247986
376,0.02175,-0.123234
377,0.019012,-0.0550849
378,0.0190537,-0.0135608
379,0.0201487,0.00460072
380,0.0726089,0.0140671
381,0.0709155,0.0246874
382,0.0685928,0.0277731
383,0.077379,-0.13015
384,0.0708973,-0.167634
385,0.113349,-0.614579
386,0.0857866,-0.487407
387,0.114599,-0.637792
388,0.121154,-0.670742
389,0.119517,-0.639215
390,0.0969627,-0.517662
391,0.107075,-0.580108
392,0.094265,-0.50096
393,0.0903617,-0.486306
394,0.115726,-0.634797
395,0.125845,-0.675212
396,0.0855505,-0.459465
397,0.109083,-0.594823
398,0.098971,-0.530332
399,0,0
400,0,0
401,0.047619,-0.508131
402,0.0273813,-0.252254
403,0.0274825,-0.284202
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0.174405,-0.581958
426,0.173462,-0.557723
427,0.173934,-0.561895
428,0.173462,-0.555648
429,0.172406,-0.290163
430,0.169685,-0.217257
431,0.162603,-0.165466
432,0.16638,-0.170518
433,0.161659,-0.146944
434,0.162826,-0.116406
435,0.167324,-0.072965
436,0.165436,-0.0537732
437,0.16402,-0.0431452
438,0.162131,-0.0105082
439,0.19285,-0.0673007
440,0.199784,-0.0713669
441,0.216104,-0.0860274
442,0.262035,-0.0414072
443,0.217547,-0.0935574
444,0.234785,-0.0850103
445,0.29479,0.0366871
446,0.23113,-0.0578293
447,0.238139,-0.0268352
448,0.261648,0.0319743
449,0.29136,0.077049
450,0.350645,0.158713
451,0.335391,0.132381
452,0.344832,0.133427
453,0.34879,0.129242
454,0.38302,0.215934
455,0.349554,0.155587
456,0.343416,0.166222
457,0.357389,0.192082
458,0.390754,0.237814
459,0.397819,0.221077
460,0.409526,0.232787
461,0.410592,0.258063
462,0.402248,0.259111
463,0.411966,0.26558
464,0.407717,0.214814
465,0.410274,0.258258
466,0.440966,0.281482
467,0.424204,0.242404
468,0.427837,0.245683
469,0.41666,0.244486
470,0.423991,0.25513
471,0.425571,0.226699
472,0.42484,0.251108
473,0.421785,0.219361
474,0.419424,0.255278
475,0.427057,0.246742
476,0.423201,0.245694
477,0.40969,0.203315
478,0.417143,0.223363
479,0.418385,0.226513
480,0.40733,0.234004
481,0.413287,0.211657
482,0.408094,0.225459
483,0.405914,0.234006
484,0.42048,0.226507
485,0.421201,0.22755
486,0.420952,0.222314
487,0.408231,0.191612
488,0.412024,0.182027
489,0.433557,0.141943
490,0.40933,0.166134
491,0.409038,0.0909581
492,0.42502,0.151497
493,0.41848,0.105603
494,0.449081,-0.0232848
495,0.354298,-0.222325
496,0.158019,-0.221272
497,0.405304,-0.193896
498,0.290015,0.324684
499,0.318993,0.332013
500,0.141624,-0.224412
501,0.141427,-0.206443
502,0.140053,-0.221288
503,0.151023,-0.252166
504,0.167556,-0.253216
505,0,0
506,0,0
507,0,0
508,0,0
509,0,0
510,0,0
511,0,0
512,0,0
513,0,0
514,0,0
515,0,0
516,0,0
517,0,0
518,0,0
519,0,0
520,0,0
521,0,0
522,0,0
523,0,0
524,0,0
525,0,0
526,0,0
527,0,0
528,0,0
529,0,0
530,0,0
531,0,0
532,0.252302,0.365589
533,0.25019,0.350764
534,0.245692,0.312746
535,0.245692,0.327575
536,0.248053,0.356192
537,0,0
538,0,0
539,0.277323,0.00740554
540,0.278739,0.0276312
541,0.285349,0.00880164
542,0.272576,0.360117
543,0.272602,0.369018
544,0.270714,0.397804
545,0,0
546,0,0
547,0,0
548,0,0
549,0,0
550,0,0
551,0,0
552,0,0
553,0,0
554,0,0
555,0,0
556,0,0
557,0,0
558,0,0
559,0,0
560,0,0
561,0,0
562,0,0
563,0,0
564,0,0
565,0,0
566,0,0
567,0,0
568,0,0
569,0.0484814,0.0396712
570,0.036236,0.0129601
571,0.0485863,0.0259305
572,0.0463232,0.0438597
573,0.0464581,0.0354951
574,0.0467279,0.0355022
575,0.0582412,0.0321802
576,0.0572296,0.0344435
577,0.0463232,-0.00186176
578,0.0459186,-0.00604143
579,0.0467082,0.00564697
580,0.0474023,-0.0060432
581,0.0577354,0.00233562
582,0.058747,0.0183816
583,0.0499351,0.023836
584,0.0480767,0.00564165
585,0.0496354,-0.0135155
586,0.0516423,-0.0624734
587,0.017504,-0.187092
588,0.0272647,-0.188439
589,0.0632262,-0.107187
590,0.053617,-0.13877
591,0.0602264,-0.0986703
592,0.0599934,-0.110371
593,0,0
594,0,0
595,0,0
596,0,0
597,0,0
598,0,0
599,0,0
600,0,0
601,0,0
602,0,0
603,0,0
604,0,0
605,0,0
606,0,0
607,0,0
608,0,0
609,0.428282,-0.433938
610,0.433794,-0.427516
611,0.423132,-0.407619
612,0.423673,-0.415128
613,0.420952,-0.401351
614,0.425715,-0.396981
615,0.426033,-0.436418
616,0.427046,-0.324259
617,0.434515,-0.334028
618,0.424283,-0.323403
619,0.431476,-0.331777
620,0.421227,-0.287453
621,0.414883,-0.246133
622,0.415228,-0.279804
623,0.413897,0.0333217
624,0,0
625,0,0
626,0,0
627,0,0
628,0,0
629,0,0
630,0,0
631,0,0
632,0,0
633,0,0
634,0,0
635,0,0
636,0.417244,-0.317975
637,0.41848,-0.314845
638,0,0
639,0,0
640,0,0
641,0,0
642,0,0
643,0,0
644,0,0
645,0,0
646,0,0
647,0.137713,-0.419413
648,0.115763,-0.325677
649,0.0967192,-0.245725
650,0.0921422,0.138759
651,0.0767429,0.0349868
652,0.0891974,0.0675725
653,0.0821326,0.00407654
654,0,0
655,0,0
656,0,0
657,0,0
658,0,0
659,0,0
660,0,0
661,0,0
662,0,0
663,0,0
664,0.0802182,0.181642
665,0.0807161,0.201884
666,0.15216,-0.22354
667,0.139722,-0.220234
668,0.155464,-0.220225
669,0.155464,-0.220225
670,0.155464,-0.220225
