t_idx,obstacle,path,alignment,goal,center
246,0,0.0211495,0.0225629,0.0159227,0.0332473
247,0,0.0211717,0.015492,0.018053,0.0393169
248,0,0.0229569,0.00609981,0.0295346,0.0626932
249,0,0.0236778,0.00969188,0.0266504,0.0527735
250,0,0.0259399,0.00682891,0.0344465,0.071048
251,0,0.0416267,0.00115747,0.0674693,0.122376
252,0,0.0339728,0.000507257,0.0498506,0.0922667
253,0,0.0348502,0.001495,0.0527885,0.0980386
254,0,0.0274708,0.0318229,0.0167212,0.0352724
255,0,0.0334237,0.00216238,0.049743,0.0926265
256,0,0.0372916,0.00203194,0.0588457,0.108691
257,0,0.0344822,0.00467349,0.0582042,0.109654
258,0,0.035873,0.00218503,0.0560267,0.10371
259,0,0.0290747,0.00587758,0.0423895,0.0792474
260,0,0.042468,0.00139456,0.0714008,0.130341
261,0,0.0317763,0.00460603,0.0499285,0.0928131
262,0,0,0,0.0518292,0.0960586
263,0,0,0,0.0708436,0.128385
264,0.181818,0,0,0.132365,0.207562
265,0.142857,0,0,0.112198,0.202882
266,0,0,0,0.109635,0.167861
267,0,0,0,0.114114,0.185557
268,0.0833333,0,0,0.0724693,0.132623
269,0,0,0,0.0884358,0.159366
270,0,0,0,0.115733,0.208135
271,0,0,0,0.134904,0.240102
272,0,0,0,0.111212,0.170079
273,0,0,0,0.129943,0.23242
274,0,0,0,0.114115,0.205983
275,0,0,0,0.12362,0.220344
276,0.0833333,0,0,0.118361,0.183942
277,0,0,0,0.156655,0.223185
278,0,0,0,0.115502,0.207891
279,0,0,0,0.166905,0.275467
280,0,0,0,0.128182,0.211323
281,0,0,0,0.156266,0.258974
282,0.0833333,0,0,0.108779,0.176768
283,0,0,0,0.14711,0.242269
284,0.133333,0,0,0.119704,0.193313
285,0,0,0,0.126473,0.179185
286,0.0714286,0,0,0.118314,0.166223
287,0,0,0,0.157415,0.237305
288,0,0,0,0.181972,0.273237
289,0,0,0,0.18043,0.272296
290,0,0,0,0.201427,0.282247
291,0,0,0,0.181753,0.3004
292,0,0,0,0.210314,0.311508
293,0,0,0,0.224479,0.292401
294,0,0,0,0.199321,0.248547
295,0,0,0,0.199913,0.280385
296,0,0,0,0.19772,0.276173
297,0,0,0,0.207396,0.289705
298,0,0,0,0.194751,0.2714
299,0,0,0,0.223963,0.291601
300,0,0,0,0.250689,0.285668
301,0,0,0,0.259514,0.324425
302,0,0,0,0.262629,0.329179
303,0.0769231,0,0,0.294836,0.331844
304,0,0,0,0.260344,0.301301
305,0,0,0,0.240467,0.294576
306,0,0,0,0.225146,0.295334
307,0.0769231,0,0,0.208143,0.289018
308,0.133333,0,0,0.178891,0.267679
309,0,0,0,0.246193,0.33193
310,0.2,0,0,0.238628,0.291892
311,0.111111,0,0,0.194937,0.270305
312,0.235294,0,0,0.141045,0.213539
313,0.263158,0,0,0.137158,0.207187
314,0.1875,0,0,0.133788,0.17795
315,0.0666667,0,0,0.14456,0.202585
316,0,0,0,0.247244,0.256301
317,0.1875,0,0,0.134813,0.172442
318,0,0,0,0.338935,0.304859
319,0.047619,0,0,0.30737,0.279161
320,0.0526316,0,0,0.38469,0.344409
321,0.05,0,0,0.351242,0.316398
322,0,0,0,0.339032,0.30832
323,0,0,0,0.373622,0.326477
324,0,0,0,0.381975,0.321225
325,0.0588235,0,0,0.400866,0.331443
326,0,0,0,0.403246,0.327875
327,0,0,0,0.393897,0.318634
328,0.0625,0,0,0.426527,0.339589
329,0,0,0,0.436902,0.346173
330,0.0526316,0,0,0.422889,0.337058
331,0,0,0,0.425782,0.338931
332,0,0,0,0.490073,0.394525
333,0.0625,0,0,0.427123,0.354271
334,0,0,0,0.453037,0.39149
335,0,0,0,0.49001,0.425941
336,0,0,0,0.509072,0.454764
337,0.611111,0.00214557,0.10444,0.317254,0.306685
338,0.647059,0.00454937,0.11229,0.312199,0.299982
339,0.722222,0,0,0.408005,0.382577
340,0,0,0,0.540534,0.484583
341,0.105263,0,0,0.531202,0.466972
342,0,0,0,0.539611,0.471344
343,0.863636,0.00948612,0.120872,0.33897,0.318953
344,0.588235,0,0.0658325,0.375583,0.371882
345,0.538462,0.00799577,0.105493,0.431058,0.403584
346,0.8,0.0054107,0.107715,0.374215,0.360482
347,0.166667,0,0,0.505141,0.458005
348,0.636364,0,0,0.499708,0.435121
349,0.75,0,0,0.490556,0.426758
350,0.47619,0,0,0.53954,0.47572
351,0,0,0,0.902871,0.743617
352,0.666667,0,0,0.525763,0.466454
353,0,0,0,0.950243,0.764862
354,0,0,0,0.867056,0.71624
355,0,0,0,0.8721,0.713122
356,0,0,0,0.853305,0.708904
357,0,0,0,0.876731,0.716681
358,0,0,0,0.819556,0.682701
359,0,0,0,0.79012,0.670681
360,0,0,0,0.780742,0.653965
361,0,0,0,0.789208,0.662482
362,0,0,0,0.77339,0.65761
363,0,0,0,0.77861,0.65569
364,0,0,0,0.787067,0.659957
365,0,0,0,0.783579,0.660228
366,0,0,0,0.762448,0.645393
367,0,0,0,0.737622,0.631894
368,0,0,0,0.744858,0.632025
369,0,0,0,0.732501,0.624228
370,0,0,0,0.731784,0.622152
371,0,0,0,0.74226,0.631498
372,0,0,0,0.751197,0.637726
373,0,0,0,0.757296,0.642744
374,0,0,0,0.738054,0.628783
375,0,0,0,0.718946,0.611957
376,0,0,0,0.721587,0.614611
377,0,0,0,0.712835,0.608854
378,0,0,0,0.687533,0.581815
379,0,0,0,0.66976,0.562949
380,0,0,0,0.657576,0.551218
381,0,0,0,0.635202,0.526022
382,0,0,0,0.608054,0.493338
383,0,0,0,0.599306,0.483667
384,0,0,0,0.611977,0.502439
385,0,0,0,0.616037,0.507395
386,0,0,0,0.602284,0.492564
387,0,0,0,0.606703,0.499089
388,0,0,0,0.578443,0.466782
389,0,0,0,0.578564,0.467891
390,0,0,0,0.555709,0.441097
391,0,0,0,0.548995,0.432313
392,0,0,0,0.574281,0.468918
393,0,0,0,0.553875,0.447005
394,0,0,0,0.549358,0.443069
395,0,0,0,0.579753,0.478868
396,0,0,0,0.558232,0.454074
397,0,0,0,0.533654,0.424779
398,0,0,0,0.528408,0.420577
399,0,0,0,0.52644,0.419259
400,0,0,0,0.51848,0.414409
401,0,0,0,0.556499,0.46371
402,0,0,0,0.583692,0.495502
403,0,0,0,0.574522,0.486366
404,0,0,0,0.570718,0.483874
405,0,0,0,0.590262,0.506735
406,0,0,0,0.610971,0.530065
407,0,0,0,0.619782,0.540149
408,0,0,0,0.602682,0.524105
409,0,0,0,0.567713,0.486301
410,0,0,0,0.540915,0.456107
411,0,0,0,0.55757,0.476208
412,0,0,0,0.555099,0.475936
413,0,0,0,0.54694,0.467557
414,0,0,0,0.557923,0.482124
415,0,0,0,0,0
416,0,0,0,0,0
417,0,0,0,0,0
418,0,0,0,0,0
419,0,0,0,0,0
420,0,0,0,0,0
421,0,0,0,0,0
422,0,0,0,0,0
423,0,0,0,0,0
424,0,0,0,0,0
425,0,0,0,0,0
426,0,0,0,0,0
427,0,0,0,0,0
428,0,0,0,0,0
429,0,0,0,0,0
430,0,0,0,0.602114,0.618017
431,0.24,0,0,0.445369,0.359666
432,0,0,0,0.664016,0.576242
433,0.310345,0,0,0.489866,0.412753
434,0,0,0,0.716576,0.753687
435,0.210526,0,0,0.626311,0.634061
436,0.307692,0,0,0.644948,0.498015
437,0,0,0,0.859636,0.568727
438,0.04,0,0,0.74078,0.529604
439,0,0,0,0.546442,0.362646
440,0.111111,0,0,0.423697,0.2455
441,0.166667,0,0,0.338822,0.15958
442,0,0,0,0.27406,0
443,0,0,0,0.199687,0
444,0,0,0,0.161897,0.0623585
445,0,0,0,0.163538,0.0622673
446,0,0,0,0.114647,0.0570893
447,0,0,0,0.11216,0.0578023
448,0.214286,0,0,0,0
449,0.030303,0,0,0.194249,0.0692032
450,0,0,0,0.336744,0.357078
451,0.428571,0,0,0.389426,0.410048
452,0,0,0,0.759971,0.477454
453,0.578947,0,0,0.450324,0.49387
454,0.571429,0,0,0.532111,0.466194
455,0.416667,0,0,0.531993,0.465879
456,0.611111,0,0,0.559405,0.52012
457,0.583333,0,0,0.511569,0.509402
458,0.153846,0,0,0.749403,0.61912
459,0.3125,0,0,0.57397,0.379634
460,0.375,0,0,0.581251,0.41033
461,0.384615,0,0,0.641949,0.415545
462,0.317073,0,0,0.581197,0.411466
463,0,0,0,0.56173,0.580049
464,0.0444444,0,0,0.576927,0.52736
465,0.147059,0,0,0.562954,0.487757
466,0,0,0,0.58649,0.604356
467,0.288889,0,0,0.561247,0.363527
468,0.155556,0,0,0.538855,0.528295
469,0.34375,0,0,0.549356,0.462969
470,0.333333,0,0,0.54854,0.467628
471,0,0,0,0,0
472,0,0,0,0,0
473,0.25,0,0,0.72452,0.569129
474,0.538462,0,0,0.67446,0.409511
475,0.179487,0,0,0.870768,0.550412
476,0,0,0,0.929032,0.454317
477,0,0,0,0,0
478,0,0,0,0,0
479,0,0,0,0,0
480,0,0,0,0,0
481,0,0,0,0,0
482,0,0,0,0,0
483,0,0,0,0,0
484,0,0,0,0,0
485,0,0,0,0,0
486,0,0,0,0,0
487,0,0,0,0,0
488,0,0,0,0,0
489,0,0,0,0,0
490,0,0,0,0,0
491,0,0,0,0,0
492,0,0,0,0,0
493,0,0,0,0,0
494,0,0,0,0,0
495,0,0,0,0,0
496,0,0,0,0,0
497,0,0,0,0,0
498,0,0,0,0,0
499,0,0,0,0,0
500,0,0,0,0,0
501,0,0,0,0,0
502,0,0,0,0,0
503,0,0,0,0,0
504,0,0,0,0,0
505,0,0,0,0,0
506,0.08,0,0.156469,0.608874,0.755507
507,0.08,0.0277324,0.216501,0.343724,0.458225
508,0.12,0.0126731,0.208045,0.374238,0.500587
509,0.08,0.0216604,0.208371,0.352706,0.468297
510,0.12,0.0262038,0.231653,0.282207,0.386733
511,0,0.0252558,0.225137,0.28323,0.38676
512,0,0.0530007,0.24168,0.103076,0.146968
513,0,0.0487631,0.233418,0.105141,0.149199
514,0,0.0536234,0.242414,0.100125,0.142109
515,0,0.0429455,0.249063,0.183962,0.255987
516,0,0.0307446,0.235251,0.258199,0.348442
517,0,0.0443973,0.242481,0.179716,0.248334
518,0,0.0353542,0.230881,0.186789,0.256725
519,0,0.0568858,0.235684,0.0938225,0.130954
520,0,0.0307498,0.215461,0.189283,0.257846
521,0,0.0404357,0.229782,0.177604,0.242002
522,0,0.0344954,0.218826,0.181453,0.246247
523,0,0.0344929,0.225406,0.180066,0.244562
524,0,0.0233901,0.133406,0.266648,0.341758
525,0,0.0304923,0.1435,0.251651,0.321073
526,0,0.0114117,0.11076,0.391227,0.470934
527,0,0.021697,0.0885212,0.371637,0.436947
528,0,0.0169875,0.0698643,0.390402,0.456403
529,0,0.0159377,0.0647038,0.395031,0.460859
530,0,0.00884491,0.0461704,0.421701,0.490755
531,0,0.0116328,0.0645576,0.400286,0.46898
532,0,0.0414868,0.0657908,0.191553,0.234446
533,0,0.0238964,0.062678,0.274086,0.333176
534,0,0.0452491,0.0649071,0.105614,0.130636
535,0,0.0235845,0.0585578,0.272493,0.329894
536,0,0.0494924,0.0526272,0.317134,0.364686
537,0,0.0261099,0.0664533,0.386871,0.425779
538,0,0.044375,0.0625794,0.404553,0.422501
539,0,0.0590932,0.0634791,0.397381,0.414015
540,0,0.0629608,0.0755227,0.339385,0.349813
541,0,0.0558264,0.0647873,0.341949,0.353481
542,0,0.0669935,0.0833914,0.254526,0.263785
543,0,0.06316,0.0763785,0.260933,0.272563
544,0,0.0586466,0.0679356,0.27256,0.285861
545,0,0.0657302,0.0754575,0.276144,0.287995
546,0,0.0656091,0.0706907,0.293024,0.304575
547,0,0.066729,0.0752684,0.282516,0.293716
548,0,0.00205145,0.041095,0.151443,0.156635
549,0,0.0168098,0.0619979,0.18009,0.211547
550,0,0.00182894,0.0310643,0.143515,0.169181
551,0,0.00564279,0.0342524,0.11125,0.135027
552,0,0,0.011489,0.0847769,0.0938741
553,0,0.00765019,0.0357509,0.0967459,0.115639
554,0,0,0.0162676,0.134237,0.161745
555,0,0,0.0164708,0.129966,0.157513
556,0,0.00129848,0.0278332,0.106161,0.131806
557,0,0,0.0029653,0.099633,0.122971
558,0,0.000488749,0.0272766,0.109307,0.136674
559,0,0,0.0262588,0.112679,0.140569
560,0,0,0.0146997,0.135613,0.167038
561,0,0,0.0177299,0.109894,0.14036
562,0,0,0.0122216,0.0947828,0.116693
563,0,0,0.00534501,0.108944,0.141856
564,0,0,0.0158258,0.0964992,0.121196
565,0,0.00264581,0.025279,0.0399348,0.0470425
566,0,0,0.00786878,0.112182,0.143634
567,0,0,0.0117462,0.10143,0.125712
568,0,0.00125035,0.0273956,0.0665555,0.0698566
569,0,0,0.0238788,0.0690999,0.0733823
570,0,0,0.00868716,0.106453,0.13662
571,0,0,0.0105955,0.0592954,0.0707517
572,0,0,0.0168476,0.0791952,0.0950548
573,0,0.00344164,0.0305589,0.0570498,0.0634653
574,0,0,0.0181644,0.0846947,0.106062
575,0,0,0.00550428,0.132459,0.169007
576,0,0,0.00628481,0.153284,0.19926
577,0,0,0,0.111587,0.156654
578,0,0,0.0220918,0.0542817,0.0650455
579,0,0,0.0137359,0.130972,0.165204
580,0,0,0.0211464,0.0464998,0.0609074
581,0,0,0.0165685,0.100461,0.136846
582,0,0,0.027067,0.0810588,0.102495
583,0,0,0.00639983,0.142273,0.183083
584,0,0,0.0269316,0.0677732,0.0794049
585,0,0.00171163,0.031358,0.0561482,0.065485
586,0,0,0.0160696,0.0800424,0.104265
587,0,0,0.0198657,0.0789454,0.102319
588,0,0,0.0188757,0.098307,0.130283
589,0,0,0.00850867,0.110536,0.152103
590,0,0,0,0.109229,0.153278
591,0,0,0.0285728,0.0912658,0.118768
592,0,0,0.00364951,0.148197,0.20129
593,0,0,0.0117076,0.0797659,0.107558
594,0,0,0.0160437,0.0876423,0.115487
595,0.382353,0,0,0.0191104,0.0139494
596,0.388889,0,0,0.0200393,0.0171545
597,0.107143,0,0,0.167174,0.237538
598,0.137931,0,0,0.148621,0.205939
599,0,0,0,0.617222,0.726051
600,0,0,0,0.644002,0.727189
601,0,0,0,0.624859,0.738068
602,0,0,0,0.555879,0.718453
603,0,0,0,0.552871,0.715385
604,0,0,0,0.623664,0.785572
605,0,0,0,0.692967,0.923833
606,0,0,0,1,0.961672
607,0,0,0,1,0.934159
608,0,0,0,1,0.950804
609,0,0,0,1,0.96698
610,0,0,0,1,1
611,0,0,0,1,1
612,0,0,0,1,0.963245
613,0,0,0,1,0.993599
614,0,0,0,1,0.979607
615,0,0,0,1,0.988376
616,0,0,0,1,1
617,0,0,0,1,1
618,0,0,0,1,1
619,0,0,0,1,1
620,0,0,0,1,0.986494
621,0,0,0,1,0.974032
622,0,0,0,1,0.975913
623,0,0,0,1,1
624,0,0,0,1,0.973996
625,0,0,0,1,0.986919
626,0,0,0,1,0.945447
627,0,0,0,1,0.940793
628,0,0,0,1,0.941043
629,0,0,0,1,0.93699
630,0,0,0,1,1
631,0,0,0,1,0.915708
632,0,0,0,0.968091,0.7958
633,0,0,0,0.943579,0.766696
634,0,0,0,0.908554,0.755251
635,0,0,0,0,0
636,0,0,0,0,0
637,0,0,0,0,0
638,0,0,0,0,0
639,0,0,0,0,0
640,0,0,0,0,0
641,0,0,0,0,0
642,0,0,0,0,0
643,0,0,0,0,0
644,0,0,0,0,0
645,0,0,0,0,0
646,0,0,0,0,0
647,0,0,0,0,0
648,0,0,0,0,0
649,0.0571429,0,0,0.535073,0.626955
650,0.133333,0,0,0.462057,0.540311
651,0.204545,0,0,0.480813,0.555177
652,0.0681818,0,0,0.493304,0.586507
653,0.136364,0,0,0.511811,0.590384
654,0.0909091,0,0,0.572644,0.644701
655,0,0,0,0,0
656,0,0,0,0,0
657,0.210526,0,0,0,0
658,0.160714,0,0,0.524463,0.609533
659,0.0357143,0,0,0.581103,0.684626
660,0.0892857,0,0,0.553821,0.655952
661,0.125,0,0,0.49649,0.589174
662,0.181818,0,0,0.443555,0.531458
663,0.348837,0,0,0.401185,0.469368
664,0.447368,0,0,0.232452,0.242934
665,0.55,0,0,0.253815,0.255085
666,0,0,0,0,0
667,0,0,0,0,0
668,0,0,0,0,0
669,0,0,0,0,0
670,0,0,0,0,0
671,0,0,0,0,0
672,0,0,0,0.719683,0.464373
673,0,0,0,0.69911,0.41672
674,0,0,0,0.538844,0
675,0,0,0,0.464358,0
676,0,0,0,0.361182,0
677,0,0,0,0.276662,0
678,0,0,0,0.242473,0
679,0,0,0,0.173185,0
680,0,0,0,0.013092,0
681,0,0,0,0.00363735,0.0221534
682,0,0,0,0.00289384,0
683,0,0,0,0.000678987,0
684,0,0,0,0.00659849,0
685,0,0,0,0.0387287,0
686,0,0,0,0.0298771,0
687,0,0,0,0.0447504,0
688,0,0,0,0.065772,0
689,0,0,0,0.00872277,0
690,0,0,0,0,0
691,0,0,0,0,0
692,0,0,0,0,0
693,0,0,0,0.00706753,0
694,0,0,0,0,0
695,0,0,0,0,0
696,0,0,0,0,0
697,0,0,0,0.00146294,0.479915
698,0,0,0.00724786,0.235717,0.299393
699,0,0,0.00726344,0.23179,0.295418
700,0,0,0.00145884,0.154097,0.323623
701,0,0,0,0.117485,0.338266
702,0,0,0,0.0796312,0.34519
703,0,0,0,0.0647152,0.346595
704,0,0,0,0.0636182,0.329269
705,0,0,0,0.0341867,0.349878
706,0,0,0,0.020435,0.365775
707,0,0,0,0.0214946,0.352691
708,0,0,0,0.0786311,0.2713
709,0,0,0.000535906,0.0879415,0.257477
710,0,0,0,0.0634066,0.249519
711,0,0,0,0.0423781,0.263755
712,0,0,0,0.0342293,0.256299
713,0,0,0,0.0252367,0.263946
714,0,0,0,0.00200041,0.312032
715,0,0,0,0,0.347261
716,0,0,0.0420095,0,0.100606
717,0,0,0.0405666,0,0.0998248
718,0,0,0,0,0.280333
719,0,0,0,0,0.28247
720,0,0,0.00221284,0.0342191,0.11137
721,0,0,0.00243309,0.0354717,0.113085
722,0,0,0,0.247967,0.196394
723,0,0,0,0.398907,0.376013
724,0,0,0,0.409441,0.387362
725,0,0,0,0.391513,0.368069
726,0,0,0,0.362892,0.336605
727,0,0,0,0.381945,0.359485
728,0,0,0,0.395183,0.375718
729,0,0,0,0.369407,0.346601
730,0,0,0,0.334483,0.310161
731,0,0,0,0.352748,0.331459
732,0,0,0,0.413604,0.39959
733,0,0,0,0.473346,0.45754
734,0,0,0,0.538862,0.513261
735,0,0,0,0.536043,0.51108
736,0,0,0,0.529644,0.506304
737,0,0,0,0.531359,0.507641
738,0,0,0,0.532609,0.508666
739,0,0,0,0.518997,0.497836
740,0,0,0,0.521945,0.500224
741,0,0,0,0.516671,0.495911
742,0,0,0,0.536076,0.511379
