t_idx,sample_idx,v,w
0,125,0.0571429,-0.0714286
0,126,0.0571429,-0.0357143
0,127,0.0571429,0
0,128,0.0571429,0.0357143
0,129,0.0571429,0.0714286
0,130,0.0571429,0.107143
0,131,0.0571429,0.142857
0,132,0.0571429,0.178571
0,133,0.0571429,0.214286
0,134,0.0571429,0.25
0,135,0.0642857,-0.25
0,136,0.0642857,-0.214286
0,137,0.0642857,-0.178571
0,138,0.0642857,-0.142857
0,139,0.0642857,-0.107143
0,140,0.0642857,-0.0714286
0,141,0.0642857,-0.0357143
0,142,0.0642857,0
0,143,0.0642857,0.0357143
0,144,0.0642857,0.0714286
0,145,0.0642857,0.107143
0,146,0.0642857,0.142857
0,147,0.0642857,0.178571
0,148,0.0642857,0.214286
0,149,0.0642857,0.25
0,150,0.0714286,-0.25
0,151,0.0714286,-0.214286
0,152,0.0714286,-0.178571
0,153,0.0714286,-0.142857
0,154,0.0714286,-0.107143
0,155,0.0714286,-0.0714286
0,156,0.0714286,-0.0357143
0,157,0.0714286,0
0,158,0.0714286,0.0357143
0,159,0.0714286,0.0714286
0,160,0.0714286,0.107143
0,161,0.0714286,0.142857
0,162,0.0714286,0.178571
0,163,0.0714286,0.214286
0,164,0.0714286,0.25
0,165,0.0785714,-0.25
0,166,0.0785714,-0.214286
0,167,0.0785714,-0.178571
0,168,0.0785714,-0.142857
0,169,0.0785714,-0.107143
0,170,0.0785714,-0.0714286
0,171,0.0785714,-0.0357143
0,172,0.0785714,0
0,173,0.0785714,0.0357143
0,174,0.0785714,0.0714286
0,175,0.0785714,0.107143
0,176,0.0785714,0.142857
0,177,0.0785714,0.178571
0,178,0.0785714,0.214286
0,179,0.0785714,0.25
0,180,0.0857143,-0.25
0,181,0.0857143,-0.214286
0,182,0.0857143,-0.178571
0,183,0.0857143,-0.142857
0,184,0.0857143,-0.107143
0,185,0.0857143,-0.0714286
0,186,0.0857143,-0.0357143
0,187,0.0857143,0
0,188,0.0857143,0.0357143
0,189,0.0857143,0.0714286
0,190,0.0857143,0.107143
0,191,0.0857143,0.142857
0,192,0.0857143,0.178571
0,193,0.0857143,0.214286
0,194,0.0857143,0.25
0,195,0.0928571,-0.25
0,196,0.0928571,-0.214286
0,197,0.0928571,-0.178571
0,198,0.0928571,-0.142857
0,199,0.0928571,-0.107143
0,200,0.0928571,-0.0714286
0,201,0.0928571,-0.0357143
0,202,0.0928571,0
0,203,0.0928571,0.0357143
0,204,0.0928571,0.0714286
0,205,0.0928571,0.107143
0,206,0.0928571,0.142857
0,207,0.0928571,0.178571
0,208,0.0928571,0.214286
0,209,0.0928571,0.25
0,210,0.1,-0.25
0,211,0.1,-0.214286
0,212,0.1,-0.178571
0,213,0.1,-0.142857
0,214,0.1,-0.107143
0,215,0.1,-0.0714286
0,216,0.1,-0.0357143
0,217,0.1,0
0,218,0.1,0.0357143
0,219,0.1,0.0714286
0,220,0.1,0.107143
0,221,0.1,0.142857
0,222,0.1,0.178571
0,223,0.1,0.214286
0,224,0.1,0.25
1,0,0,-0.25
1,1,0,-0.214286
1,2,0,-0.178571
1,3,0,-0.142857
1,4,0,-0.107143
1,5,0,-0.0714286
1,6,0,-0.0357143
1,7,0,0
1,8,0,0.0357143
1,9,0,0.0714286
1,10,0,0.107143
1,11,0,0.142857
1,12,0,0.178571
1,13,0,0.214286
1,14,0,0.25
1,15,0.00714286,-0.25
1,16,0.00714286,-0.214286
1,17,0.00714286,-0.178571
1,18,0.00714286,-0.142857
1,19,0.00714286,-0.107143
1,20,0.00714286,-0.0714286
1,21,0.00714286,-0.0357143
1,22,0.00714286,0
1,23,0.00714286,0.0357143
1,24,0.00714286,0.0714286
1,25,0.00714286,0.107143
1,26,0.00714286,0.142857
1,27,0.00714286,0.178571
1,28,0.00714286,0.214286
1,29,0.00714286,0.25
1,30,0.0142857,-0.25
1,31,0.0142857,-0.214286
1,32,0.0142857,-0.178571
1,33,0.0142857,-0.142857
1,34,0.0142857,-0.107143
1,35,0.0142857,-0.0714286
1,36,0.0142857,-0.0357143
1,37,0.0142857,0
1,38,0.0142857,0.0357143
1,39,0.0142857,0.0714286
1,40,0.0142857,0.107143
1,41,0.0142857,0.142857
1,42,0.0142857,0.178571
1,43,0.0142857,0.214286
1,44,0.0142857,0.25
1,45,0.0214286,-0.25
1,46,0.0214286,-0.214286
1,47,0.0214286,-0.178571
1,48,0.0214286,-0.142857
1,49,0.0214286,-0.107143
1,50,0.0214286,-0.0714286
1,51,0.0214286,-0.0357143
1,52,0.0214286,0
1,53,0.0214286,0.0357143
1,54,0.0214286,0.0714286
1,55,0.0214286,0.107143
1,56,0.0214286,0.142857
1,57,0.0214286,0.178571
1,58,0.0214286,0.214286
1,59,0.0214286,0.25
1,60,0.0285714,-0.25
1,61,0.0285714,-0.214286
1,62,0.0285714,-0.178571
1,63,0.0285714,-0.142857
1,64,0.0285714,-0.107143
1,65,0.0285714,-0.0714286
1,66,0.0285714,-0.0357143
1,67,0.0285714,0
1,68,0.0285714,0.0357143
1,69,0.0285714,0.0714286
1,70,0.0285714,0.107143
1,71,0.0285714,0.142857
1,72,0.0285714,0.178571
1,73,0.0285714,0.214286
1,74,0.0285714,0.25
1,75,0.0357143,-0.25
1,76,0.0357143,-0.214286
1,77,0.0357143,-0.178571
1,78,0.0357143,-0.142857
1,79,0.0357143,-0.107143
1,80,0.0357143,-0.0714286
1,81,0.0357143,-0.0357143
1,82,0.0357143,0
1,83,0.0357143,0.0357143
1,84,0.0357143,0.0714286
1,85,0.0357143,0.107143
1,86,0.0357143,0.142857
1,87,0.0357143,0.178571
1,88,0.0357143,0.214286
1,89,0.0357143,0.25
1,90,0.0428571,-0.25
1,91,0.0428571,-0.214286
1,92,0.0428571,-0.178571
1,93,0.0428571,-0.142857
1,94,0.0428571,-0.107143
1,95,0.0428571,-0.0714286
1,96,0.0428571,-0.0357143
1,97,0.0428571,0
1,98,0.0428571,0.0357143
1,99,0.0428571,0.0714286
1,100,0.0428571,0.107143
1,101,0.0428571,0.142857
1,102,0.0428571,0.178571
1,103,0.0428571,0.214286
1,104,0.0428571,0.25
1,105,0.05,-0.25
1,106,0.05,-0.214286
1,107,0.05,-0.178571
1,108,0.05,-0.142857
1,109,0.05,-0.107143
1,110,0.05,-0.0714286
1,111,0.05,-0.0357143
1,112,0.05,0
1,113,0.05,0.0357143
1,114,0.05,0.0714286
1,115,0.05,0.107143
1,116,0.05,0.142857
1,117,0.05,0.178571
1,118,0.05,0.214286
1,119,0.05,0.25
1,120,0.0571429,-0.25
1,121,0.0571429,-0.214286
1,122,0.0571429,-0.178571
1,123,0.0571429,-0.142857
1,124,0.0571429,-0.107143
1,125,0.0571429,-0.0714286
1,126,0.0571429,-0.0357143
1,127,0.0571429,0
1,128,0.0571429,0.0357143
1,129,0.0571429,0.0714286
1,130,0.0571429,0.107143
1,131,0.0571429,0.142857
1,132,0.0571429,0.178571
1,133,0.0571429,0.214286
1,134,0.0571429,0.25
1,135,0.0642857,-0.25
1,136,0.0642857,-0.214286
1,137,0.0642857,-0.178571
1,138,0.0642857,-0.142857
1,139,0.0642857,-0.107143
1,140,0.0642857,-0.0714286
1,141,0.0642857,-0.0357143
1,142,0.0642857,0
1,143,0.0642857,0.0357143
1,144,0.0642857,0.0714286
1,145,0.0642857,0.107143
1,146,0.0642857,0.142857
1,147,0.0642857,0.178571
1,148,0.0642857,0.214286
1,149,0.0642857,0.25
1,150,0.0714286,-0.25
1,151,0.0714286,-0.214286
1,152,0.0714286,-0.178571
1,153,0.0714286,-0.142857
1,154,0.0714286,-0.107143
1,155,0.0714286,-0.0714286
1,156,0.0714286,-0.0357143
1,157,0.0714286,0
1,158,0.0714286,0.0357143
1,159,0.0714286,0.0714286
1,160,0.0714286,0.107143
1,161,0.0714286,0.142857
1,162,0.0714286,0.178571
1,163,0.0714286,0.214286
1,164,0.0714286,0.25
1,165,0.0785714,-0.25
1,166,0.0785714,-0.214286
1,167,0.0785714,-0.178571
1,168,0.0785714,-0.142857
1,169,0.0785714,-0.107143
1,170,0.0785714,-0.0714286
1,171,0.0785714,-0.0357143
1,172,0.0785714,0
1,173,0.0785714,0.0357143
1,174,0.0785714,0.0714286
1,175,0.0785714,0.107143
1,176,0.0785714,0.142857
1,177,0.0785714,0.178571
1,178,0.0785714,0.214286
1,179,0.0785714,0.25
1,180,0.0857143,-0.25
1,181,0.0857143,-0.214286
1,182,0.0857143,-0.178571
1,183,0.0857143,-0.142857
1,184,0.0857143,-0.107143
1,185,0.0857143,-0.0714286
1,186,0.0857143,-0.0357143
1,187,0.0857143,0
1,188,0.0857143,0.0357143
1,189,0.0857143,0.0714286
1,190,0.0857143,0.107143
1,191,0.0857143,0.142857
1,192,0.0857143,0.178571
1,193,0.0857143,0.214286
1,194,0.0857143,0.25
1,195,0.0928571,-0.25
1,196,0.0928571,-0.214286
1,197,0.0928571,-0.178571
1,198,0.0928571,-0.142857
1,199,0.0928571,-0.107143
1,200,0.0928571,-0.0714286
1,201,0.0928571,-0.0357143
1,202,0.0928571,0
1,203,0.0928571,0.0357143
1,204,0.0928571,0.0714286
1,205,0.0928571,0.107143
1,206,0.0928571,0.142857
1,207,0.0928571,0.178571
1,208,0.0928571,0.214286
1,209,0.0928571,0.25
1,210,0.1,-0.25
1,211,0.1,-0.214286
1,212,0.1,-0.178571
1,213,0.1,-0.142857
1,214,0.1,-0.107143
1,215,0.1,-0.0714286
1,216,0.1,-0.0357143
1,217,0.1,0
1,218,0.1,0.0357143
1,219,0.1,0.0714286
1,220,0.1,0.107143
1,221,0.1,0.142857
1,222,0.1,0.178571
1,223,0.1,0.214286
1,224,0.1,0.25
2,0,0,-0.25
2,1,0,-0.214286
2,2,0,-0.178571
2,3,0,-0.142857
2,4,0,-0.107143
2,5,0,-0.0714286
2,6,0,-0.0357143
2,7,0,0
2,8,0,0.0357143
2,9,0,0.0714286
2,10,0,0.107143
2,11,0,0.142857
2,12,0,0.178571
2,13,0,0.214286
2,14,0,0.25
2,15,0.00714286,-0.25
2,16,0.00714286,-0.214286
2,17,0.00714286,-0.178571
2,18,0.00714286,-0.142857
2,19,0.00714286,-0.107143
2,20,0.00714286,-0.0714286
2,21,0.00714286,-0.0357143
2,22,0.00714286,0
2,23,0.00714286,0.0357143
2,24,0.00714286,0.0714286
2,25,0.00714286,0.107143
2,26,0.00714286,0.142857
2,27,0.00714286,0.178571
2,28,0.00714286,0.214286
2,29,0.00714286,0.25
2,30,0.0142857,-0.25
2,31,0.0142857,-0.214286
2,32,0.0142857,-0.178571
2,33,0.0142857,-0.142857
2,34,0.0142857,-0.107143
2,35,0.0142857,-0.0714286
2,36,0.0142857,-0.0357143
2,37,0.0142857,0
2,38,0.0142857,0.0357143
2,39,0.0142857,0.0714286
2,40,0.0142857,0.107143
2,41,0.0142857,0.142857
2,42,0.0142857,0.178571
2,43,0.0142857,0.214286
2,44,0.0142857,0.25
2,45,0.0214286,-0.25
2,46,0.0214286,-0.214286
2,47,0.0214286,-0.178571
2,48,0.0214286,-0.142857
2,49,0.0214286,-0.107143
2,50,0.0214286,-0.0714286
2,51,0.0214286,-0.0357143
2,52,0.0214286,0
2,53,0.0214286,0.0357143
2,54,0.0214286,0.0714286
2,55,0.0214286,0.107143
2,56,0.0214286,0.142857
2,57,0.0214286,0.178571
2,58,0.0214286,0.214286
2,59,0.0214286,0.25
2,60,0.0285714,-0.25
2,61,0.0285714,-0.214286
2,62,0.0285714,-0.178571
2,63,0.0285714,-0.142857
2,64,0.0285714,-0.107143
2,65,0.0285714,-0.0714286
2,66,0.0285714,-0.0357143
2,67,0.0285714,0
2,68,0.0285714,0.0357143
2,69,0.0285714,0.0714286
2,70,0.0285714,0.107143
2,71,0.0285714,0.142857
2,72,0.0285714,0.178571
2,73,0.0285714,0.214286
2,74,0.0285714,0.25
2,75,0.0357143,-0.25
2,76,0.0357143,-0.214286
2,77,0.0357143,-0.178571
2,78,0.0357143,-0.142857
2,79,0.0357143,-0.107143
2,80,0.0357143,-0.0714286
2,81,0.0357143,-0.0357143
2,82,0.0357143,0
2,83,0.0357143,0.0357143
2,84,0.0357143,0.0714286
2,85,0.0357143,0.107143
2,86,0.0357143,0.142857
2,87,0.0357143,0.178571
2,88,0.0357143,0.214286
2,89,0.0357143,0.25
2,90,0.0428571,-0.25
2,91,0.0428571,-0.214286
2,92,0.0428571,-0.178571
2,93,0.0428571,-0.142857
2,94,0.0428571,-0.107143
2,95,0.0428571,-0.0714286
2,96,0.0428571,-0.0357143
2,97,0.0428571,0
2,98,0.0428571,0.0357143
2,99,0.0428571,0.0714286
2,100,0.0428571,0.107143
2,101,0.0428571,0.142857
2,102,0.0428571,0.178571
2,103,0.0428571,0.214286
2,104,0.0428571,0.25
2,105,0.05,-0.25
2,106,0.05,-0.214286
2,107,0.05,-0.178571
2,108,0.05,-0.142857
2,109,0.05,-0.107143
2,110,0.05,-0.0714286
2,111,0.05,-0.0357143
2,112,0.05,0
2,113,0.05,0.0357143
2,114,0.05,0.0714286
2,115,0.05,0.107143
2,116,0.05,0.142857
2,117,0.05,0.178571
2,118,0.05,0.214286
2,119,0.05,0.25
2,120,0.0571429,-0.25
2,121,0.0571429,-0.214286
2,122,0.0571429,-0.178571
2,123,0.0571429,-0.142857
2,124,0.0571429,-0.107143
2,125,0.0571429,-0.0714286
2,126,0.0571429,-0.0357143
2,127,0.0571429,0
2,128,0.0571429,0.0357143
2,129,0.0571429,0.0714286
2,130,0.0571429,0.107143
2,131,0.0571429,0.142857
2,132,0.0571429,0.178571
2,133,0.0571429,0.214286
2,134,0.0571429,0.25
2,135,0.0642857,-0.25
2,136,0.0642857,-0.214286
2,137,0.0642857,-0.178571
2,138,0.0642857,-0.142857
2,139,0.0642857,-0.107143
2,140,0.0642857,-0.0714286
2,141,0.0642857,-0.0357143
2,142,0.0642857,0
2,143,0.0642857,0.0357143
2,144,0.0642857,0.0714286
2,145,0.0642857,0.107143
2,146,0.0642857,0.142857
2,147,0.0642857,0.178571
2,148,0.0642857,0.214286
2,149,0.0642857,0.25
2,150,0.0714286,-0.25
2,151,0.0714286,-0.214286
2,152,0.0714286,-0.178571
2,153,0.0714286,-0.142857
2,154,0.0714286,-0.107143
2,155,0.0714286,-0.0714286
2,156,0.0714286,-0.0357143
2,157,0.0714286,0
2,158,0.0714286,0.0357143
2,159,0.0714286,0.0714286
2,160,0.0714286,0.107143
2,161,0.0714286,0.142857
2,162,0.0714286,0.178571
2,163,0.0714286,0.214286
2,164,0.0714286,0.25
2,165,0.0785714,-0.25
2,166,0.0785714,-0.214286
2,167,0.0785714,-0.178571
2,168,0.0785714,-0.142857
2,169,0.0785714,-0.107143
2,170,0.0785714,-0.0714286
2,171,0.0785714,-0.0357143
2,172,0.0785714,0
2,173,0.0785714,0.0357143
2,174,0.0785714,0.0714286
2,175,0.0785714,0.107143
2,176,0.0785714,0.142857
2,177,0.0785714,0.178571
2,178,0.0785714,0.214286
2,179,0.0785714,0.25
2,180,0.0857143,-0.25
2,181,0.0857143,-0.214286
2,182,0.0857143,-0.178571
2,183,0.0857143,-0.142857
2,184,0.0857143,-0.107143
2,185,0.0857143,-0.0714286
2,186,0.0857143,-0.0357143
2,187,0.0857143,0
2,188,0.0857143,0.0357143
2,189,0.0857143,0.0714286
2,190,0.0857143,0.107143
2,191,0.0857143,0.142857
2,192,0.0857143,0.178571
2,193,0.0857143,0.214286
2,194,0.0857143,0.25
2,195,0.0928571,-0.25
2,196,0.0928571,-0.214286
2,197,0.0928571,-0.178571
2,198,0.0928571,-0.142857
2,199,0.0928571,-0.107143
2,200,0.0928571,-0.0714286
2,201,0.0928571,-0.0357143
2,202,0.0928571,0
2,203,0.0928571,0.0357143
2,204,0.0928571,0.0714286
2,205,0.0928571,0.107143
2,206,0.0928571,0.142857
2,207,0.0928571,0.178571
2,208,0.0928571,0.214286
2,209,0.0928571,0.25
2,210,0.1,-0.25
2,211,0.1,-0.214286
2,212,0.1,-0.178571
2,213,0.1,-0.142857
2,214,0.1,-0.107143
2,215,0.1,-0.0714286
2,216,0.1,-0.0357143
2,217,0.1,0
2,218,0.1,0.0357143
2,219,0.1,0.0714286
2,220,0.1,0.107143
2,221,0.1,0.142857
2,222,0.1,0.178571
2,223,0.1,0.214286
2,224,0.1,0.25
3,0,0,-0.25
3,1,0,-0.214286
3,2,0,-0.178571
3,3,0,-0.142857
3,4,0,-0.107143
3,5,0,-0.0714286
3,6,0,-0.0357143
3,7,0,0
3,8,0,0.0357143
3,9,0,0.0714286
3,10,0,0.107143
3,11,0,0.142857
3,12,0,0.178571
3,13,0,0.214286
3,14,0,0.25
3,15,0.00714286,-0.25
3,16,0.00714286,-0.214286
3,17,0.00714286,-0.178571
3,18,0.00714286,-0.142857
3,19,0.00714286,-0.107143
3,20,0.00714286,-0.0714286
3,21,0.00714286,-0.0357143
3,22,0.00714286,0
3,23,0.00714286,0.0357143
3,24,0.00714286,0.0714286
3,25,0.00714286,0.107143
3,26,0.00714286,0.142857
3,27,0.00714286,0.178571
3,28,0.00714286,0.214286
3,29,0.00714286,0.25
3,30,0.0142857,-0.25
3,31,0.0142857,-0.214286
3,32,0.0142857,-0.178571
3,33,0.0142857,-0.142857
3,34,0.0142857,-0.107143
3,35,0.0142857,-0.0714286
3,36,0.0142857,-0.0357143
3,37,0.0142857,0
3,38,0.0142857,0.0357143
3,39,0.0142857,0.0714286
3,40,0.0142857,0.107143
3,41,0.0142857,0.142857
3,42,0.0142857,0.178571
3,43,0.0142857,0.214286
3,44,0.0142857,0.25
3,45,0.0214286,-0.25
3,46,0.0214286,-0.214286
3,47,0.0214286,-0.178571
3,48,0.0214286,-0.142857
3,49,0.0214286,-0.107143
3,50,0.0214286,-0.0714286
3,51,0.0214286,-0.0357143
3,52,0.0214286,0
3,53,0.0214286,0.0357143
3,54,0.0214286,0.0714286
3,55,0.0214286,0.107143
3,56,0.0214286,0.142857
3,57,0.0214286,0.178571
3,58,0.0214286,0.214286
3,59,0.0214286,0.25
3,60,0.0285714,-0.25
3,61,0.0285714,-0.214286
3,62,0.0285714,-0.178571
3,63,0.0285714,-0.142857
3,64,0.0285714,-0.107143
3,65,0.0285714,-0.0714286
3,66,0.0285714,-0.0357143
3,67,0.0285714,0
3,68,0.0285714,0.0357143
3,69,0.0285714,0.0714286
3,70,0.0285714,0.107143
3,71,0.0285714,0.142857
3,72,0.0285714,0.178571
3,73,0.0285714,0.214286
3,74,0.0285714,0.25
3,75,0.0357143,-0.25
3,76,0.0357143,-0.214286
3,77,0.0357143,-0.178571
3,78,0.0357143,-0.142857
3,79,0.0357143,-0.107143
3,80,0.0357143,-0.0714286
3,81,0.0357143,-0.0357143
3,82,0.0357143,0
3,83,0.0357143,0.0357143
3,84,0.0357143,0.0714286
3,85,0.0357143,0.107143
3,86,0.0357143,0.142857
3,87,0.0357143,0.178571
3,88,0.0357143,0.214286
3,89,0.0357143,0.25
3,90,0.0428571,-0.25
3,91,0.0428571,-0.214286
3,92,0.0428571,-0.178571
3,93,0.0428571,-0.142857
3,94,0.0428571,-0.107143
3,95,0.0428571,-0.0714286
3,96,0.0428571,-0.0357143
3,97,0.0428571,0
3,98,0.0428571,0.0357143
3,99,0.0428571,0.0714286
3,100,0.0428571,0.107143
3,101,0.0428571,0.142857
3,102,0.0428571,0.178571
3,103,0.0428571,0.214286
3,104,0.0428571,0.25
3,105,0.05,-0.25
3,106,0.05,-0.214286
3,107,0.05,-0.178571
3,108,0.05,-0.142857
3,109,0.05,-0.107143
3,110,0.05,-0.0714286
3,111,0.05,-0.0357143
3,112,0.05,0
3,113,0.05,0.0357143
3,114,0.05,0.0714286
3,115,0.05,0.107143
3,116,0.05,0.142857
3,117,0.05,0.178571
3,118,0.05,0.214286
3,119,0.05,0.25
3,120,0.0571429,-0.25
3,121,0.0571429,-0.214286
3,122,0.0571429,-0.178571
3,123,0.0571429,-0.142857
3,124,0.0571429,-0.107143
3,125,0.0571429,-0.0714286
3,126,0.0571429,-0.0357143
3,127,0.0571429,0
3,128,0.0571429,0.0357143
3,129,0.0571429,0.0714286
3,130,0.0571429,0.107143
3,131,0.0571429,0.142857
3,132,0.0571429,0.178571
3,133,0.0571429,0.214286
3,134,0.0571429,0.25
3,135,0.0642857,-0.25
3,136,0.0642857,-0.214286
3,137,0.0642857,-0.178571
3,138,0.0642857,-0.142857
3,139,0.0642857,-0.107143
3,140,0.0642857,-0.0714286
3,141,0.0642857,-0.0357143
3,142,0.0642857,0
3,143,0.0642857,0.0357143
3,144,0.0642857,0.0714286
3,145,0.0642857,0.107143
3,146,0.0642857,0.142857
3,147,0.0642857,0.178571
3,148,0.0642857,0.214286
3,149,0.0642857,0.25
3,150,0.0714286,-0.25
3,151,0.0714286,-0.214286
3,152,0.0714286,-0.178571
3,153,0.0714286,-0.142857
3,154,0.0714286,-0.107143
3,155,0.0714286,-0.0714286
3,156,0.0714286,-0.0357143
3,157,0.0714286,0
3,158,0.0714286,0.0357143
3,159,0.0714286,0.0714286
3,160,0.0714286,0.107143
3,161,0.0714286,0.142857
3,162,0.0714286,0.178571
3,163,0.0714286,0.214286
3,164,0.0714286,0.25
3,165,0.0785714,-0.25
3,166,0.0785714,-0.214286
3,167,0.0785714,-0.178571
3,168,0.0785714,-0.142857
3,169,0.0785714,-0.107143
3,170,0.0785714,-0.0714286
3,171,0.0785714,-0.0357143
3,172,0.0785714,0
3,173,0.0785714,0.0357143
3,174,0.0785714,0.0714286
3,175,0.0785714,0.107143
3,176,0.0785714,0.142857
3,177,0.0785714,0.178571
3,178,0.0785714,0.214286
3,179,0.0785714,0.25
3,180,0.0857143,-0.25
3,181,0.0857143,-0.214286
3,182,0.0857143,-0.178571
3,183,0.0857143,-0.142857
3,184,0.0857143,-0.107143
3,185,0.0857143,-0.0714286
3,186,0.0857143,-0.0357143
3,187,0.0857143,0
3,188,0.0857143,0.0357143
3,189,0.0857143,0.0714286
3,190,0.0857143,0.107143
3,191,0.0857143,0.142857
3,192,0.0857143,0.178571
3,193,0.0857143,0.214286
3,194,0.0857143,0.25
3,195,0.0928571,-0.25
3,196,0.0928571,-0.214286
3,197,0.0928571,-0.178571
3,198,0.0928571,-0.142857
3,199,0.0928571,-0.107143
3,200,0.0928571,-0.0714286
3,201,0.0928571,-0.0357143
3,202,0.0928571,0
3,203,0.0928571,0.0357143
3,204,0.0928571,0.0714286
3,205,0.0928571,0.107143
3,206,0.0928571,0.142857
3,207,0.0928571,0.178571
3,208,0.0928571,0.214286
3,209,0.0928571,0.25
3,210,0.1,-0.25
3,211,0.1,-0.214286
3,212,0.1,-0.178571
3,213,0.1,-0.142857
3,214,0.1,-0.107143
3,215,0.1,-0.0714286
3,216,0.1,-0.0357143
3,217,0.1,0
3,218,0.1,0.0357143
3,219,0.1,0.0714286
3,220,0.1,0.107143
3,221,0.1,0.142857
3,222,0.1,0.178571
3,223,0.1,0.214286
3,224,0.1,0.25
4,0,0,-0.25
4,1,0,-0.214286
4,2,0,-0.178571
4,3,0,-0.142857
4,4,0,-0.107143
4,5,0,-0.0714286
4,6,0,-0.0357143
4,7,0,0
4,8,0,0.0357143
4,9,0,0.0714286
4,10,0,0.107143
4,11,0,0.142857
4,12,0,0.178571
4,13,0,0.214286
4,14,0,0.25
4,15,0.00714286,-0.25
4,16,0.00714286,-0.214286
4,17,0.00714286,-0.178571
4,18,0.00714286,-0.142857
4,19,0.00714286,-0.107143
4,20,0.00714286,-0.0714286
4,21,0.00714286,-0.0357143
4,22,0.00714286,0
4,23,0.00714286,0.0357143
4,24,0.00714286,0.0714286
4,25,0.00714286,0.107143
4,26,0.00714286,0.142857
4,27,0.00714286,0.178571
4,28,0.00714286,0.214286
4,29,0.00714286,0.25
4,30,0.0142857,-0.25
4,31,0.0142857,-0.214286
4,32,0.0142857,-0.178571
4,33,0.0142857,-0.142857
4,34,0.0142857,-0.107143
4,35,0.0142857,-0.0714286
4,36,0.0142857,-0.0357143
4,37,0.0142857,0
4,38,0.0142857,0.0357143
4,39,0.0142857,0.0714286
4,40,0.0142857,0.107143
4,41,0.0142857,0.142857
