t_idx,stamp_sec,x,y,yaw,vx,wz,frame_id
42,1756707931.560635,-0.000663,-0.009053,-0.000004,0.000000,0.000000,"odom"
43,1756707931.593984,-0.000663,-0.009053,-0.000004,0.000000,0.000000,"odom"
44,1756707931.660635,-0.002189,-0.000406,-0.000004,0.000000,0.000000,"odom"
45,1756707931.693960,-0.002195,-0.000406,-0.000006,-0.000472,-0.000002,"odom"
46,1756707931.760629,-0.003725,0.008293,-0.000006,0.000000,0.000000,"odom"
47,1756707931.793962,-0.003725,0.008293,-0.000006,0.000000,0.000000,"odom"
48,1756707931.860662,-0.002195,-0.000370,-0.000006,0.000000,0.000000,"odom"
49,1756707931.893974,-0.002195,-0.000370,-0.000006,0.000000,0.000000,"odom"
50,1756707931.960637,-0.000660,-0.009067,-0.000004,0.000000,0.000000,"odom"
51,1756707931.993969,-0.000660,-0.009067,-0.000004,0.000000,0.000000,"odom"
52,1756707932.060626,0.007220,0.010207,-0.000004,0.000000,0.000000,"odom"
53,1756707932.094290,0.007220,0.010207,-0.000004,0.000000,0.000000,"odom"
54,1756707932.161968,-0.002174,-0.000366,-0.000004,0.000000,0.000000,"odom"
55,1756707932.194009,-0.002174,-0.000366,-0.000004,0.000000,0.000000,"odom"
56,1756707932.260648,-0.002192,-0.000387,-0.000004,0.000000,0.000000,"odom"
57,1756707932.293997,-0.002192,-0.000387,-0.000004,0.000000,0.000000,"odom"
58,1756707932.360646,-0.003725,0.008293,-0.000004,0.000000,0.000000,"odom"
59,1756707932.393985,-0.003725,0.008293,-0.000004,0.000000,0.000000,"odom"
60,1756707932.460664,0.007214,0.010241,-0.000004,0.000000,0.000000,"odom"
61,1756707932.493969,0.007214,0.010241,-0.000004,0.000000,0.000000,"odom"
62,1756707932.560644,-0.003706,0.008313,-0.000004,0.000000,0.000000,"odom"
63,1756707932.593977,-0.003706,0.008313,-0.000004,0.000000,0.000000,"odom"
64,1756707932.660635,-0.002195,-0.000372,-0.000004,0.000000,0.000000,"odom"
65,1756707932.693991,-0.002195,-0.000372,-0.000004,0.000000,0.000000,"odom"
66,1756707932.760631,-0.000661,-0.009065,-0.000004,0.000000,0.000000,"odom"
67,1756707932.793993,-0.000661,-0.009065,-0.000004,0.000000,0.000000,"odom"
68,1756707932.860675,-0.003722,0.008276,-0.000006,0.000000,0.000000,"odom"
69,1756707932.894540,-0.003722,0.008276,-0.000006,0.000000,0.000000,"odom"
70,1756707932.960633,-0.002195,-0.000370,-0.000006,0.000000,0.000000,"odom"
71,1756707932.994011,-0.002195,-0.000370,-0.000006,0.000000,0.000000,"odom"
72,1756707933.060616,-0.002193,-0.000387,-0.000006,0.000000,0.000000,"odom"
73,1756707933.094411,-0.002193,-0.000387,-0.000006,0.000000,0.000000,"odom"
74,1756707933.161045,-0.000660,-0.009067,-0.000006,0.000000,0.000000,"odom"
75,1756707933.193971,-0.000660,-0.009067,-0.000006,0.000000,0.000000,"odom"
76,1756707933.260657,-0.002190,-0.000404,-0.000006,0.000000,0.000000,"odom"
77,1756707933.293963,-0.002190,-0.000404,-0.000006,0.000000,0.000000,"odom"
78,1756707933.360630,-0.003725,0.008293,-0.000006,0.000000,0.000000,"odom"
79,1756707933.393985,-0.003725,0.008293,-0.000006,0.000000,0.000000,"odom"
80,1756707933.460645,-0.002195,-0.000370,-0.000006,0.000000,0.000000,"odom"
81,1756707933.493993,-0.002195,-0.000370,-0.000006,0.000000,0.000000,"odom"
82,1756707933.560617,-0.002193,-0.000387,-0.000006,0.000000,0.000000,"odom"
83,1756707933.593989,-0.002193,-0.000387,-0.000006,0.000000,0.000000,"odom"
84,1756707933.660656,-0.003724,0.008291,-0.000006,0.000000,0.000000,"odom"
85,1756707933.694096,-0.003724,0.008291,-0.000006,0.000000,0.000000,"odom"
86,1756707933.760725,-0.000662,-0.009055,-0.000006,0.000000,0.000000,"odom"
87,1756707933.794006,-0.000662,-0.009055,-0.000006,0.000000,0.000000,"odom"
88,1756707933.860669,-0.000662,-0.009055,-0.000006,0.000000,0.000000,"odom"
89,1756707933.893967,-0.000662,-0.009055,-0.000006,0.000000,0.000000,"odom"
90,1756707933.960653,-0.003724,0.008291,-0.000006,0.000000,0.000000,"odom"
91,1756707933.993966,-0.003724,0.008291,-0.000006,0.000000,0.000000,"odom"
92,1756707934.060641,-0.002195,-0.000370,-0.000006,0.000000,0.000000,"odom"
93,1756707934.093971,-0.002201,-0.000370,-0.000008,0.000000,0.000000,"odom"
94,1756707934.160636,-0.003725,0.008293,-0.000008,0.000000,0.000000,"odom"
95,1756707934.193971,-0.003725,0.008293,-0.000008,0.000000,0.000000,"odom"
96,1756707934.260641,-0.002195,-0.000370,-0.000008,0.000000,0.000000,"odom"
97,1756707934.293972,-0.002195,-0.000370,-0.000008,0.000000,0.000000,"odom"
98,1756707934.360631,-0.002193,-0.000387,-0.000008,0.000000,0.000000,"odom"
99,1756707934.393970,-0.002193,-0.000387,-0.000008,0.000000,0.000000,"odom"
100,1756707934.460701,-0.003725,0.008294,-0.000008,0.000000,0.000000,"odom"
101,1756707934.494025,-0.003725,0.008294,-0.000008,0.000000,0.000000,"odom"
102,1756707934.560634,-0.002195,-0.000372,-0.000008,0.000000,0.000000,"odom"
103,1756707934.594179,-0.002195,-0.000372,-0.000008,0.000000,0.000000,"odom"
104,1756707934.660619,-0.003724,0.008291,-0.000008,0.000000,0.000000,"odom"
105,1756707934.694003,-0.003724,0.008291,-0.000008,0.000000,0.000000,"odom"
106,1756707934.760628,-0.002195,-0.000370,-0.000008,0.000000,0.000000,"odom"
107,1756707934.794011,-0.002195,-0.000370,-0.000008,0.000000,0.000000,"odom"
108,1756707934.860613,-0.002193,-0.000387,-0.000008,0.000000,0.000000,"odom"
109,1756707934.893971,-0.002193,-0.000387,-0.000008,0.000000,0.000000,"odom"
110,1756707934.960641,-0.002192,-0.000387,-0.000008,0.000000,0.000000,"odom"
111,1756707934.993991,-0.002192,-0.000387,-0.000008,0.000000,0.000000,"odom"
112,1756707935.060631,-0.003725,0.008293,-0.000008,0.000000,0.000000,"odom"
113,1756707935.093995,-0.003725,0.008293,-0.000008,0.000000,0.000000,"odom"
114,1756707935.160623,-0.002195,-0.000370,-0.000008,0.000000,0.000000,"odom"
115,1756707935.194012,-0.002195,-0.000370,-0.000008,0.000000,0.000000,"odom"
116,1756707935.260734,-0.002193,-0.000387,-0.000008,0.000000,0.000000,"odom"
117,1756707935.294017,-0.002193,-0.000387,-0.000008,0.000000,0.000000,"odom"
118,1756707935.360773,-0.003725,0.008294,-0.000008,0.000000,0.000000,"odom"
119,1756707935.394083,-0.003725,0.008294,-0.000008,0.000000,0.000000,"odom"
120,1756707935.460637,-0.002196,-0.000370,-0.000010,0.000000,0.000000,"odom"
121,1756707935.493979,-0.002196,-0.000370,-0.000010,0.000000,0.000000,"odom"
122,1756707935.560620,-0.003725,0.008294,-0.000010,0.000000,0.000000,"odom"
123,1756707935.593980,-0.003725,0.008294,-0.000010,0.000000,0.000000,"odom"
124,1756707935.660677,-0.002196,-0.000368,-0.000010,0.000000,0.000000,"odom"
125,1756707935.693959,-0.002196,-0.000368,-0.000010,0.000000,0.000000,"odom"
126,1756707935.760636,-0.005257,0.016972,-0.000010,0.000000,0.000000,"odom"
127,1756707935.794014,-0.005257,0.016972,-0.000010,0.000000,0.000000,"odom"
128,1756707935.860622,-0.002198,-0.000353,-0.000007,0.000000,0.000000,"odom"
129,1756707935.893979,-0.002198,-0.000353,-0.000007,0.000000,0.000000,"odom"
130,1756707935.960643,-0.003725,0.008293,-0.000007,0.000000,0.000000,"odom"
131,1756707935.993967,-0.003725,0.008293,-0.000007,0.000000,0.000000,"odom"
132,1756707936.060668,-0.003728,0.008310,-0.000007,0.000000,0.000000,"odom"
133,1756707936.094211,-0.003728,0.008310,-0.000007,0.000000,0.000000,"odom"
134,1756707936.160628,-0.002196,-0.000368,-0.000007,0.000000,0.000000,"odom"
135,1756707936.194076,-0.002196,-0.000368,-0.000007,0.000000,0.000000,"odom"
136,1756707936.260652,-0.014668,0.006363,-0.000007,0.000000,0.000000,"odom"
137,1756707936.293993,-0.014668,0.006363,-0.000007,0.000000,0.000000,"odom"
138,1756707936.360653,-0.002217,-0.000374,-0.000007,0.000000,0.000000,"odom"
139,1756707936.393973,-0.002217,-0.000374,-0.000007,0.000000,0.000000,"odom"
140,1756707936.460658,-0.003725,0.008293,-0.000007,0.000000,0.000000,"odom"
141,1756707936.493964,-0.003725,0.008293,-0.000007,0.000000,0.000000,"odom"
142,1756707936.560628,-0.003728,0.008310,-0.000007,0.000000,0.000000,"odom"
143,1756707936.593999,-0.003728,0.008310,-0.000007,0.000000,0.000000,"odom"
144,1756707936.660632,-0.003728,0.008310,-0.000007,0.000000,0.000000,"odom"
145,1756707936.693971,-0.003728,0.008310,-0.000007,0.000000,0.000000,"odom"
146,1756707936.760614,-0.003733,0.008310,-0.000009,-0.000472,-0.000002,"odom"
147,1756707936.795150,-0.003733,0.008310,-0.000009,0.000000,0.000000,"odom"
148,1756707936.860639,-0.002196,-0.000368,-0.000009,0.000000,0.000000,"odom"
149,1756707936.894079,-0.002196,-0.000368,-0.000009,0.000000,0.000000,"odom"
150,1756707936.960699,-0.014666,0.006362,-0.000009,0.000000,0.000000,"odom"
151,1756707936.994043,-0.013034,0.006361,-0.000012,0.070634,0.005559,"odom"
152,1756707937.060636,-0.000095,0.008310,0.002339,0.068535,0.038526,"odom"
153,1756707937.094093,0.002949,0.008319,0.003076,0.072525,0.022516,"odom"
154,1756707937.160650,0.003413,-0.000349,0.004613,0.102702,0.039602,"odom"
155,1756707937.193987,0.007739,-0.000327,0.005712,0.103371,0.037524,"odom"
156,1756707937.260638,0.015940,0.001606,0.009571,0.145533,0.056714,"odom"
157,1756707937.294009,0.021649,0.001665,0.011217,0.162513,0.055627,"odom"
158,1756707937.360638,0.026803,0.012292,0.016373,0.191986,0.045024,"odom"
159,1756707937.394011,0.033478,0.012407,0.017739,0.199313,0.049191,"odom"
160,1756707937.460632,0.041238,-0.003104,0.016404,0.189783,0.021466,"odom"
161,1756707937.494010,0.048195,-0.002988,0.016771,0.193560,0.006630,"odom"
162,1756707937.560644,0.072189,0.002636,0.016391,0.198058,-0.043440,"odom"
163,1756707937.593994,0.079349,0.002747,0.014906,0.199225,-0.055152,"odom"
164,1756707937.660708,0.096469,0.006502,0.010658,0.184118,-0.081849,"odom"
165,1756707937.694006,0.103151,0.006563,0.008222,0.186006,-0.083927,"odom"
166,1756707937.760950,0.100231,0.008338,0.004317,0.177981,-0.035955,"odom"
167,1756707937.794450,0.107468,0.008367,0.003741,0.204051,-0.013587,"odom"
168,1756707937.860620,0.123352,0.008427,0.003913,0.188367,0.010824,"odom"
169,1756707937.894080,0.130170,0.008456,0.004385,0.193088,0.017283,"odom"
170,1756707937.960662,0.151968,0.024856,0.009962,0.192143,0.032101,"odom"
171,1756707937.993983,0.159139,0.024932,0.010833,0.193088,0.026880,"odom"
172,1756707938.060721,0.169985,0.037446,0.014304,0.187422,-0.000005,"odom"
173,1756707938.094151,0.176640,0.037542,0.014318,0.188324,0.000012,"odom"
174,1756707938.160648,0.190705,0.050040,0.017049,0.214427,0.004520,"odom"
175,1756707938.193980,0.198958,0.050182,0.017280,0.222708,0.012923,"odom"
176,1756707938.260643,0.212854,0.062686,0.021604,0.240494,0.015195,"odom"
177,1756707938.293967,0.221753,0.062882,0.022070,0.243602,0.015171,"odom"
178,1756707938.360610,0.238872,0.049192,0.017672,0.261584,-0.004032,"odom"
179,1756707938.393990,0.248245,0.049355,0.017330,0.257919,-0.012564,"odom"
180,1756707938.460684,0.262993,0.044327,0.015287,0.270984,0.000011,"odom"
181,1756707938.494633,0.272725,0.044476,0.015414,0.272692,0.006623,"odom"
182,1756707938.560666,0.289663,0.067502,0.022914,0.271928,-0.000875,"odom"
183,1756707938.594093,0.299282,0.067722,0.022883,0.268040,-0.001920,"odom"
184,1756707938.660652,0.326923,0.064708,0.021793,0.269525,-0.000870,"odom"
185,1756707938.694086,0.336904,0.064925,0.021556,0.299519,-0.012561,"odom"
186,1756707938.760624,0.341731,0.094639,0.029817,0.291851,-0.016740,"odom"
187,1756707938.794429,0.351924,0.094941,0.029438,0.281009,-0.010480,"odom"
188,1756707938.860617,0.380041,0.091884,0.026855,0.317829,-0.021133,"odom"
189,1756707938.894004,0.390149,0.092152,0.026172,0.272029,-0.021101,"odom"
190,1756707938.960648,0.412181,0.097654,0.026970,0.284812,-0.030688,"odom"
191,1756707938.993977,0.422724,0.097932,0.026097,0.281842,-0.027581,"odom"
192,1756707939.060636,0.459730,0.087972,0.021865,0.295559,-0.000888,"odom"
193,1756707939.093972,0.470182,0.088198,0.021470,0.292700,-0.016921,"odom"
194,1756707939.160616,0.493452,0.093771,0.022366,0.334484,-0.006274,"odom"
195,1756707939.193985,0.504335,0.094013,0.022296,0.283635,0.002251,"odom"
196,1756707939.260706,0.535064,0.110242,0.027522,0.303335,-0.017955,"odom"
197,1756707939.293982,0.546011,0.110542,0.027082,0.296100,-0.015706,"odom"
198,1756707939.360735,0.569846,0.107357,0.024153,0.278219,-0.020060,"odom"
199,1756707939.394071,0.579916,0.107600,0.023928,0.283104,-0.003998,"odom"
200,1756707939.460647,0.603444,0.104429,0.023635,0.283996,0.017290,"odom"
201,1756707939.493978,0.614178,0.104690,0.024245,0.280898,0.015030,"odom"
202,1756707939.560750,0.631607,0.118891,0.030434,0.287120,0.027921,"odom"
203,1756707939.593982,0.642327,0.119224,0.031228,0.324714,0.024801,"odom"
204,1756707939.660614,0.665551,0.142327,0.039674,0.327173,-0.001895,"odom"
205,1756707939.694011,0.675916,0.142741,0.039997,0.291045,0.017284,"odom"
206,1756707939.760623,0.685287,0.137416,0.039919,0.294349,0.031065,"odom"
207,1756707939.793974,0.695558,0.137833,0.040795,0.289395,0.028990,"odom"
208,1756707939.860622,0.730904,0.154062,0.048731,0.292700,0.039629,"odom"
209,1756707939.893972,0.741293,0.154577,0.050032,0.290520,0.042755,"odom"
210,1756707939.960654,0.764920,0.151224,0.050971,0.298460,0.026889,"odom"
211,1756707939.993965,0.775803,0.151786,0.051615,0.291979,0.014153,"odom"
212,1756707940.060689,0.800678,0.139604,0.047873,0.287602,0.014137,"odom"
213,1756707940.094327,0.810734,0.140088,0.048364,0.281035,0.017272,"odom"
214,1756707940.160686,0.828050,0.153923,0.053818,0.278118,0.018332,"odom"
215,1756707940.194095,0.838357,0.154484,0.054481,0.303355,0.022520,"odom"
216,1756707940.260642,0.863105,0.168702,0.060031,0.269567,0.020418,"odom"
217,1756707940.293982,0.872920,0.169296,0.060569,0.274288,0.014154,"odom"
218,1756707940.360636,0.896846,0.165810,0.060517,0.266263,0.027932,"odom"
219,1756707940.393986,0.906814,0.166421,0.061368,0.266263,0.025836,"odom"
220,1756707940.460622,0.928357,0.180369,0.066601,0.271456,0.017293,"odom"
221,1756707940.493977,0.938000,0.181017,0.067270,0.263945,0.024617,"odom"
222,1756707940.560637,0.950966,0.184346,0.069827,0.264322,0.018327,"odom"
223,1756707940.593973,0.960472,0.185015,0.070254,0.274649,0.013969,"odom"
224,1756707940.660654,0.984266,0.190220,0.072876,0.318403,0.027949,"odom"
225,1756707940.693973,0.994623,0.190985,0.073781,0.278940,0.031078,"odom"
226,1756707940.760648,1.011751,0.204505,0.081087,0.288074,0.049216,"odom"
227,1756707940.793965,1.022378,0.205379,0.082425,0.299611,0.043987,"odom"
228,1756707940.860663,1.049158,0.210766,0.086283,0.294116,0.047136,"odom"
229,1756707940.894132,1.059921,0.211709,0.087781,0.288966,0.048180,"odom"
230,1756707940.960668,1.080555,0.225383,0.094968,0.318928,0.041734,"odom"
231,1756707940.993989,1.090960,0.226385,0.096083,0.283576,0.033188,"odom"
232,1756707941.060650,1.116263,0.213805,0.093641,0.325895,0.035437,"odom"
233,1756707941.093989,1.126176,0.214744,0.094584,0.278993,0.028999,"odom"
234,1756707941.160650,1.150097,0.210851,0.094061,0.284553,0.015199,"odom"
235,1756707941.194068,1.160503,0.211839,0.094517,0.286563,0.012948,"odom"
236,1756707941.260667,1.171206,0.223538,0.100234,0.292769,0.040681,"odom"
237,1756707941.294032,1.181697,0.224604,0.101563,0.299405,0.044871,"odom"
238,1756707941.360610,1.216337,0.222630,0.103368,0.288159,0.053426,"odom"
239,1756707941.393993,1.226886,0.223737,0.104859,0.285979,0.045930,"odom"
240,1756707941.460618,1.238102,0.226546,0.108727,0.283258,0.048027,"odom"
241,1756707941.493982,1.248698,0.227717,0.110481,0.285242,0.058821,"odom"
242,1756707941.560633,1.281916,0.234372,0.115270,0.274055,0.043819,"odom"
243,1756707941.593976,1.292375,0.235593,0.116300,0.319386,0.030049,"odom"
244,1756707941.660664,1.302046,0.246993,0.122231,0.294185,0.033181,"odom"
245,1756707941.694011,1.312457,0.248281,0.123203,0.288425,0.028985,"odom"
246,1756707941.760671,1.329656,0.243307,0.123114,0.287035,0.033177,"odom"
247,1756707941.794042,1.340761,0.244692,0.124175,0.316846,0.032138,"odom"
248,1756707941.860635,1.366025,0.247878,0.125972,0.322419,0.022528,"odom"
249,1756707941.894051,1.376247,0.249179,0.126630,0.278649,0.021478,"odom"
250,1756707941.960628,1.397450,0.281983,0.137681,0.313682,0.013113,"odom"
251,1756707941.994013,1.407593,0.283394,0.138366,0.277052,0.026871,"odom"
252,1756707942.060614,1.433906,0.270490,0.135549,0.284828,0.037529,"odom"
253,1756707942.094087,1.444114,0.271890,0.136678,0.296434,0.036487,"odom"
254,1756707942.160625,1.466650,0.276299,0.139417,0.291756,0.026896,"odom"
255,1756707942.193985,1.477192,0.277787,0.140429,0.293628,0.036474,"odom"
256,1756707942.260624,1.499865,0.282209,0.143587,0.293782,0.031081,"odom"
257,1756707942.293965,1.510479,0.283752,0.144552,0.322075,0.033174,"odom"
258,1756707942.360640,1.521506,0.286092,0.147219,0.291061,0.031083,"odom"
259,1756707942.393975,1.531796,0.287626,0.148313,0.274373,0.036471,"odom"
260,1756707942.460657,1.541726,0.298706,0.153429,0.281842,0.020443,"odom"
261,1756707942.493984,1.552135,0.300324,0.154274,0.282924,0.031083,"odom"
262,1756707942.560712,1.582413,0.306011,0.156823,0.279068,0.028982,"odom"
263,1756707942.593973,1.592439,0.307602,0.157545,0.272209,0.018339,"odom"
264,1756707942.660649,1.616741,0.311484,0.158440,0.288786,0.002459,"odom"
265,1756707942.693984,1.627516,0.313208,0.158477,0.290218,-0.001890,"odom"
266,1756707942.760617,1.646350,0.326322,0.162342,0.289507,0.013982,"odom"
267,1756707942.793976,1.657405,0.328141,0.163242,0.313977,0.034217,"odom"
268,1756707942.860613,1.668856,0.330331,0.165341,0.291284,0.016268,"odom"
269,1756707942.894028,1.679408,0.332096,0.165734,0.281439,0.006646,"odom"
270,1756707942.960654,1.715792,0.338598,0.166024,0.279439,-0.007295,"odom"
271,1756707942.993992,1.726197,0.340344,0.165842,0.323321,-0.009387,"odom"
272,1756707943.060610,1.742126,0.361243,0.172062,0.281842,0.008735,"odom"
273,1756707943.093969,1.752741,0.363091,0.171992,0.322075,-0.010435,"odom"
274,1756707943.160649,1.767096,0.365674,0.171643,0.288923,-0.008342,"odom"
275,1756707943.193960,1.777476,0.367474,0.171429,0.282314,-0.012541,"odom"
276,1756707943.260628,1.800535,0.371565,0.171315,0.300657,0.005608,"odom"
277,1756707943.293977,1.811050,0.373389,0.171500,0.293077,0.000212,"odom"
278,1756707943.360620,1.835352,0.368719,0.168496,0.287035,-0.008356,"odom"
279,1756707943.394062,1.845861,0.370510,0.168617,0.289533,0.007695,"odom"
280,1756707943.460614,1.866072,0.383136,0.173042,0.292992,0.021492,"odom"
281,1756707943.494240,1.876479,0.384960,0.173536,0.280245,0.008740,"odom"
282,1756707943.560648,1.906568,0.390329,0.174961,0.300254,0.028982,"odom"
283,1756707943.593996,1.917236,0.392223,0.175625,0.290966,0.012952,"odom"
284,1756707943.660611,1.932067,0.394858,0.176790,0.326747,0.026899,"odom"
285,1756707943.694015,1.942555,0.396741,0.177752,0.277455,0.032131,"odom"
286,1756707943.760618,1.971612,0.401864,0.180306,0.284674,0.036496,"odom"
287,1756707943.793959,1.982125,0.403792,0.181516,0.278649,0.040695,"odom"
288,1756707943.860626,1.990730,0.423238,0.189583,0.282606,0.027955,"odom"
289,1756707943.893969,2.001084,0.425233,0.190459,0.274124,0.026889,"odom"
290,1756707943.960658,2.024250,0.429226,0.191770,0.286759,0.006651,"odom"
291,1756707943.993972,2.034097,0.431139,0.191710,0.284202,-0.008356,"odom"
292,1756707944.060752,2.049406,0.433724,0.192067,0.314764,0.020441,"odom"
293,1756707944.095023,2.059744,0.435743,0.193086,0.315780,0.033361,"odom"
294,1756707944.160714,2.083899,0.448921,0.197905,0.280580,0.018378,"odom"
295,1756707944.194583,2.093843,0.450922,0.198689,0.265584,0.025839,"odom"
296,1756707944.260650,2.102525,0.452188,0.200798,0.272072,0.026894,"odom"
297,1756707944.293982,2.112914,0.454313,0.201598,0.285359,0.023611,"odom"
298,1756707944.360621,2.146119,0.459921,0.204258,0.282924,0.052381,"odom"
299,1756707944.393998,2.156538,0.462094,0.205943,0.294949,0.051351,"odom"
300,1756707944.460608,2.179392,0.465880,0.209307,0.292254,0.039654,"odom"
301,1756707944.494049,2.189449,0.468028,0.210629,0.284383,0.045038,"odom"
302,1756707944.560611,2.197494,0.468985,0.213538,0.283120,0.042953,"odom"
303,1756707944.594010,2.207949,0.471266,0.214981,0.318534,0.050287,"odom"
304,1756707944.660615,2.233887,0.475617,0.218472,0.280829,0.053447,"odom"
305,1756707944.693973,2.243883,0.477850,0.220092,0.280967,0.049244,"odom"
306,1756707944.760628,2.265413,0.490245,0.225741,0.278537,0.042775,"odom"
307,1756707944.793974,2.275768,0.492634,0.227046,0.287035,0.040686,"odom"
308,1756707944.860637,2.292666,0.503874,0.231659,0.283979,0.014163,"odom"
309,1756707944.894056,2.303302,0.506390,0.232026,0.285146,0.006665,"odom"
310,1756707944.960682,2.327250,0.512073,0.233496,0.316829,0.023762,"odom"
311,1756707944.994483,2.337573,0.514536,0.234143,0.282993,0.017295,"odom"
312,1756707945.060613,2.361947,0.516363,0.234314,0.270220,0.026886,"odom"
313,1756707945.093986,2.372046,0.518783,0.235273,0.278632,0.028996,"odom"
314,1756707945.160657,2.388335,0.538796,0.242575,0.279491,0.039672,"odom"
315,1756707945.193974,2.397754,0.541142,0.244322,0.263027,0.056579,"odom"
316,1756707945.260655,2.419369,0.553312,0.250733,0.257765,0.065120,"odom"
317,1756707945.294060,2.428322,0.555621,0.252878,0.263971,0.069500,"odom"
318,1756707945.360621,2.453462,0.568631,0.260462,0.261653,0.083281,"odom"
319,1756707945.393967,2.463034,0.571205,0.263172,0.254322,0.084324,"odom"
320,1756707945.460639,2.480398,0.546594,0.260728,0.287782,0.081179,"odom"
321,1756707945.494891,2.489488,0.549036,0.263139,0.257293,0.078032,"odom"
322,1756707945.560642,2.492585,0.566083,0.272613,0.238589,0.070541,"odom"
323,1756707945.593966,2.500965,0.568443,0.275180,0.249012,0.086599,"odom"
324,1756707945.660623,2.520605,0.574078,0.282214,0.221594,0.099327,"odom"
325,1756707945.694011,2.528308,0.576331,0.285406,0.229200,0.106839,"odom"
326,1756707945.760620,2.559904,0.578306,0.291979,0.214873,0.120627,"odom"
327,1756707945.794255,2.567317,0.580557,0.295843,0.214804,0.128138,"odom"
328,1756707945.860642,2.581609,0.582209,0.305036,0.209834,0.142972,"odom"
329,1756707945.894016,2.589023,0.584570,0.309430,0.203225,0.140872,"odom"
330,1756707945.960643,2.604341,0.595648,0.320657,0.209139,0.142956,"odom"
331,1756707945.994013,2.611832,0.598162,0.325039,0.207723,0.139826,"odom"
332,1756707946.060634,2.638858,0.602173,0.333162,0.247146,0.112083,"odom"
333,1756707946.093972,2.647365,0.605139,0.336216,0.233350,0.092872,"odom"
334,1756707946.160619,2.647487,0.603390,0.341433,0.262014,0.069488,"odom"
335,1756707946.193966,2.656826,0.606725,0.343421,0.271052,0.058830,"odom"
336,1756707946.260608,2.683991,0.610538,0.345082,0.282314,0.038600,"odom"
