t_idx,cost_0,cost_1,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7,cost_8,cost_9,cost_10,cost_11,cost_12,cost_13,cost_14,cost_15,cost_16,cost_17,cost_18,cost_19,cost_20,cost_21,cost_22,cost_23,cost_24,cost_25,cost_26,cost_27,cost_28,cost_29,cost_30,cost_31,cost_32,cost_33,cost_34,cost_35,cost_36,cost_37,cost_38,cost_39,cost_40,cost_41,cost_42,cost_43,cost_44,cost_45,cost_46,cost_47,cost_48,cost_49,cost_50,cost_51,cost_52,cost_53,cost_54,cost_55,cost_56,cost_57,cost_58,cost_59,cost_60,cost_61,cost_62,cost_63,cost_64,cost_65,cost_66,cost_67,cost_68,cost_69,cost_70,cost_71,cost_72,cost_73,cost_74,cost_75,cost_76,cost_77,cost_78,cost_79,cost_80,cost_81,cost_82,cost_83,cost_84,cost_85,cost_86,cost_87,cost_88,cost_89,cost_90,cost_91,cost_92,cost_93,cost_94,cost_95,cost_96,cost_97,cost_98,cost_99,cost_100,cost_101,cost_102,cost_103,cost_104,cost_105,cost_106,cost_107,cost_108,cost_109,cost_110,cost_111,cost_112,cost_113,cost_114,cost_115,cost_116,cost_117,cost_118,cost_119,cost_120,cost_121,cost_122,cost_123,cost_124,cost_125,cost_126,cost_127,cost_128,cost_129,cost_130,cost_131,cost_132,cost_133,cost_134,cost_135,cost_136,cost_137,cost_138,cost_139,cost_140,cost_141,cost_142,cost_143,cost_144,cost_145,cost_146,cost_147,cost_148,cost_149,cost_150,cost_151,cost_152,cost_153,cost_154,cost_155,cost_156,cost_157,cost_158,cost_159,cost_160,cost_161,cost_162,cost_163,cost_164,cost_165,cost_166,cost_167,cost_168,cost_169,cost_170,cost_171,cost_172,cost_173,cost_174,cost_175,cost_176,cost_177,cost_178,cost_179,cost_180,cost_181,cost_182,cost_183,cost_184,cost_185,cost_186,cost_187,cost_188,cost_189,cost_190,cost_191,cost_192,cost_193,cost_194,cost_195,cost_196,cost_197,cost_198,cost_199,cost_200,cost_201,cost_202,cost_203,cost_204,cost_205,cost_206,cost_207,cost_208,cost_209,cost_210,cost_211,cost_212,cost_213,cost_214,cost_215,cost_216,cost_217,cost_218,cost_219,cost_220,cost_221,cost_222,cost_223,cost_224
219,0.872496,0.736606,0.61939,0.541564,0.525948,0.610554,0.946686,0.911673,1.07708,1.24974,1.42693,1.60571,1.78312,1.9563,2.12254,0.906412,0.747233,0.605303,0.501538,0.475775,0.565047,0.735732,0.918224,1.11063,1.3101,1.51327,1.71661,1.9167,2.11027,2.29432,0.951969,0.770291,0.603067,0.473054,0.427665,0.519553,0.715756,0.924845,1.14435,1.37075,1.60001,1.828,2.05079,2.26476,2.46661,1.00825,0.803508,0.611328,0.454854,0.38196,0.474074,0.695787,0.931543,1.17827,1.43174,1.68718,1.93988,2.18542,2.41979,2.63941,1.07233,0.844775,0.627316,0.444974,0.343512,0.429059,0.675825,0.938328,1.21242,1.49308,1.77482,2.0523,2.3206,2.57537,2.81274,1.14443,0.893262,0.651011,0.441144,0.311356,0.385364,0.655872,0.945211,1.2468,1.55481,1.86295,2.16527,2.45637,2.73152,2.98661,1.22181,0.947566,0.679987,0.443561,0.28512,0.343111,0.635929,0.952206,1.28146,1.61696,1.95162,2.27883,2.59273,2.88825,3.16102,1.30403,1.00597,0.714526,0.450002,0.263013,0.30189,0.615997,0.959329,1.31643,1.67958,2.04086,2.39301,2.72972,3.04558,3.33598,1.39022,1.06991,0.752625,0.460905,0.245512,0.26134,0.596079,0.9666,1.35174,1.74271,2.13071,2.50784,2.86736,3.20352,3.5115,1.48148,1.13775,0.793825,0.475983,0.23065,0.221885,0.576177,0.97404,1.38744,1.8064,2.22121,2.62336,3.00566,3.36209,3.68759,1.57436,1.20744,0.840177,0.49376,0.220103,0.182999,0.556293,0.981679,1.42357,1.8707,2.3124,2.73959,3.14466,3.52129,3.86425,1.67243,1.28221,0.88803,0.514439,0.211783,0.144826,0.536431,0.98955,1.46019,1.93566,2.40434,2.85656,3.28436,3.68114,4.04149,1.77168,1.35834,0.939603,0.538468,0.205246,0.108114,0.516597,0.997696,1.49737,2.00135,2.49707,2.97431,3.42478,3.84165,4.21931,1.87496,1.43868,0.992672,0.563473,0.202449,0.0736161,0.496796,1.00617,1.53519,2.06784,2.59063,3.09287,3.56595,4.00283,4.39772,1.97897,1.51984,1.04992,0.592805,0.200382,0.0412857,0.477037,1.01503,1.57372,2.13519,2.68507,3.21226,3.70788,4.16468,4.57671
220,0.884652,0.747552,0.628067,0.54584,0.527541,0.601062,0.752079,0.970579,1.08643,1.26617,1.45066,1.6368,1.82147,2.00166,2.17455,0.921642,0.762117,0.617939,0.509329,0.477106,0.551407,0.727446,0.915822,1.11468,1.32111,1.5316,1.74244,1.95,2.1509,2.34197,0.970601,0.788454,0.618918,0.48538,0.428534,0.502636,0.702815,0.917384,1.14308,1.37634,1.61293,1.84854,2.07905,2.30065,2.5099,1.02991,0.824456,0.631246,0.47032,0.385347,0.455757,0.678186,0.919008,1.17167,1.43188,1.69469,1.95515,2.20864,2.45095,2.67835,1.09617,0.868932,0.650585,0.463859,0.35079,0.410426,0.65356,0.920702,1.20046,1.48776,1.7769,2.06229,2.33878,2.60181,2.84734,1.1702,0.919986,0.677318,0.463697,0.32281,0.366461,0.628936,0.922475,1.22947,1.54402,1.8596,2.16998,2.46951,2.75324,3.01687,1.25018,0.977348,0.709338,0.469755,0.29994,0.323984,0.604315,0.924338,1.25874,1.60068,1.94284,2.27827,2.60085,2.90526,3.18695,1.33409,1.03868,0.74707,0.47992,0.282071,0.282309,0.579698,0.926306,1.28828,1.65781,2.02663,2.38718,2.73281,3.05789,3.35759,1.42256,1.10483,0.788648,0.494797,0.268519,0.241527,0.555085,0.928393,1.31815,1.71543,2.11104,2.49674,2.86544,3.21114,3.5288,1.51613,1.17562,0.832973,0.512958,0.258693,0.20178,0.530477,0.930621,1.34838,1.77359,2.1961,2.60699,2.99873,3.36502,3.70059,1.6111,1.24832,0.882579,0.53491,0.251479,0.164555,0.505875,0.933013,1.37902,1.83236,2.28186,2.71797,3.13273,3.51955,3.87297,1.71077,1.32546,0.933915,0.559335,0.247142,0.130231,0.48128,0.935599,1.41013,1.89179,2.36837,2.8297,3.26745,3.67474,4.04593,1.81217,1.40447,0.989056,0.587373,0.24612,0.0980514,0.456694,0.938418,1.44177,1.95195,2.45568,2.94222,3.4029,3.83061,4.21949,1.91784,1.48761,1.04511,0.616475,0.246578,0.0687724,0.432118,0.941516,1.47403,2.0129,2.54383,3.05556,3.53912,3.98715,4.39364,2.02444,1.57197,1.1061,0.64992,0.249839,0.0409405,0.407556,0.944955,1.50698,2.07472,2.63288,3.16976,3.67611,4.14438,4.56839
221,0.83574,0.71242,0.611825,0.55537,0.551179,0.647833,0.966144,0.939985,1.10079,1.26887,1.44162,1.61617,1.78965,1.95925,2.12232,0.859586,0.714271,0.588151,0.505645,0.49884,0.60284,0.769048,0.946925,1.13465,1.32948,1.52815,1.72722,1.92332,2.11328,2.29413,0.898787,0.728676,0.577448,0.468343,0.448746,0.557859,0.749526,0.953936,1.1687,1.3904,1.61508,1.83874,2.05751,2.26783,2.46646,0.947678,0.754557,0.578218,0.442445,0.40045,0.51289,0.730012,0.961026,1.20295,1.45164,1.70245,1.95077,2.19224,2.42292,2.6393,1.00634,0.789141,0.588273,0.425723,0.354966,0.467936,0.710507,0.968206,1.23742,1.51324,1.79029,2.06332,2.32752,2.57857,2.81267,1.07158,0.832151,0.605501,0.415881,0.316512,0.423,0.691011,0.975487,1.27213,1.57523,1.87862,2.17644,2.46339,2.73479,2.98658,1.1431,0.880972,0.628774,0.412558,0.284445,0.379262,0.671527,0.982882,1.30712,1.63764,1.96749,2.29015,2.59986,2.89159,3.16103,1.22148,0.935788,0.658152,0.414166,0.257047,0.336579,0.652056,0.990408,1.34242,1.70053,2.05693,2.40448,2.73696,3.049,3.33605,1.30353,0.994489,0.691692,0.420503,0.234673,0.294851,0.632599,0.998084,1.37807,1.76392,2.14698,2.51947,2.87471,3.20702,3.51162,1.38902,1.05725,0.729577,0.430186,0.215256,0.254373,0.613161,1.00593,1.4141,1.82787,2.23768,2.63514,3.01313,3.36567,3.68777,1.48032,1.12474,0.770802,0.444774,0.200465,0.214315,0.593744,1.01398,1.45057,1.89244,2.32908,2.75152,3.15223,3.52496,3.86449,1.57279,1.19444,0.815405,0.461496,0.188208,0.175372,0.574351,1.02227,1.48754,1.95767,2.42123,2.86865,3.29205,3.6849,4.0418,1.66967,1.26815,0.862692,0.481189,0.178138,0.13673,0.554989,1.03084,1.52506,2.02363,2.51416,2.98657,3.4326,3.8455,4.21969,1.76791,1.34318,0.913823,0.503945,0.171644,0.0990776,0.535665,1.03973,1.56321,2.09038,2.60793,3.10529,3.5739,4.00677,4.39816,1.87072,1.42256,0.966281,0.529184,0.166364,0.0631383,0.516387,1.04902,1.60208,2.158,2.70259,3.22484,3.71596,4.16872,4.57723
222,0.853804,0.729151,0.62529,0.563621,0.5534,0.63678,0.972086,0.929136,1.09043,1.25941,1.43347,1.60977,1.7854,1.95751,2.1234,0.88053,0.733771,0.604598,0.515058,0.500512,0.587917,0.75418,0.932361,1.12079,1.31683,1.51722,1.7185,1.91728,2.1103,2.29455,0.922578,0.750895,0.596789,0.481719,0.449788,0.539072,0.730823,0.935643,1.15132,1.37453,1.60135,1.8277,2.04967,2.26361,2.46621,0.974429,0.779938,0.600859,0.458663,0.400767,0.490248,0.707468,0.938991,1.18203,1.43255,1.68591,1.9374,2.1826,2.41748,2.6384,1.03615,0.818097,0.614342,0.444304,0.357843,0.443285,0.684117,0.942411,1.21294,1.49091,1.77092,2.04763,2.31609,2.5719,2.81112,1.10457,0.863854,0.634695,0.438262,0.323329,0.397897,0.66077,0.945914,1.24408,1.54965,1.85642,2.15841,2.45017,2.7269,2.9844,1.17962,0.916139,0.661954,0.438102,0.294431,0.353756,0.637428,0.949511,1.27547,1.60879,1.94245,2.26978,2.58486,2.88249,3.15823,1.26099,0.974842,0.693948,0.4442,0.271066,0.310556,0.614091,0.953217,1.30714,1.66838,2.02904,2.38178,2.72017,3.03869,3.33263,1.34664,1.03728,0.731815,0.454279,0.2521,0.268768,0.590761,0.957046,1.33913,1.72847,2.11623,2.49443,2.85615,3.19552,3.5076,1.43587,1.10338,0.773771,0.468252,0.237769,0.227668,0.567439,0.96102,1.37149,1.7891,2.20408,2.60776,2.9928,3.35299,3.68316,1.53063,1.17508,0.818113,0.486119,0.226033,0.187381,0.544125,0.965161,1.40424,1.85032,2.29262,2.72182,3.13015,3.51111,3.8593,1.62689,1.24823,0.86734,0.507214,0.217586,0.148139,0.520822,0.969501,1.43747,1.9122,2.3819,2.83663,3.26822,3.66989,4.03604,1.72727,1.32608,0.918658,0.530667,0.212642,0.112158,0.497532,0.974074,1.47121,1.97479,2.47197,2.95223,3.40704,3.82935,4.21338,1.82921,1.40502,0.973907,0.558339,0.209307,0.0784296,0.474258,0.978928,1.50556,2.03817,2.56288,3.06865,3.54662,3.9895,4.39133,1.936,1.4887,1.02993,0.586815,0.209317,0.0465042,0.451004,0.984121,1.5406,2.1024,2.65468,3.18593,3.68697,4.15033,4.56987
223,0.888297,0.750135,0.628118,0.542072,0.522149,0.591868,0.746566,0.970227,1.0888,1.27262,1.46118,1.65128,1.83969,2.02335,2.19936,0.928101,0.76665,0.620139,0.508971,0.47242,0.541671,0.720895,0.912859,1.1155,1.32584,1.54026,1.75496,1.96622,2.17055,2.36476,0.978669,0.794723,0.624006,0.487115,0.424541,0.493574,0.695225,0.913102,1.14235,1.37933,1.61973,1.85912,2.09326,2.31828,2.53068,1.03922,0.83226,0.638086,0.474037,0.384557,0.4473,0.669556,0.913402,1.16938,1.43314,1.69962,1.96377,2.22084,2.46655,2.69712,1.10652,0.878146,0.658952,0.469314,0.351921,0.402776,0.643888,0.913767,1.19661,1.48728,1.77997,2.06895,2.34898,2.61539,2.8641,1.18072,0.930343,0.687095,0.470958,0.326057,0.359509,0.618222,0.914205,1.22406,1.5418,1.86081,2.17469,2.4777,2.76479,3.03162,1.26153,0.988807,0.719898,0.47863,0.304977,0.317182,0.592557,0.914729,1.25175,1.59673,1.94217,2.28102,2.60703,2.9148,3.1997,1.34611,1.0511,0.758872,0.490403,0.289033,0.276081,0.566894,0.915349,1.27972,1.65211,2.02411,2.38798,2.737,3.06541,3.36834,1.4346,1.11761,0.801646,0.506751,0.276308,0.235866,0.541234,0.916083,1.30801,1.70798,2.10665,2.4956,2.86762,3.21664,3.53755,1.52864,1.1892,0.846804,0.525887,0.268574,0.197393,0.515577,0.916949,1.33665,1.7644,2.18985,2.6039,2.99892,3.36851,3.70734,1.62394,1.26244,0.897343,0.549271,0.263075,0.162005,0.489922,0.91797,1.3657,1.82143,2.27375,2.71294,3.13092,3.52103,3.87771,1.72366,1.34024,0.949658,0.575047,0.260022,0.129887,0.464272,0.919176,1.39521,1.87911,2.3584,2.82273,3.26365,3.67421,4.04868,1.82506,1.4195,1.00563,0.604149,0.260761,0.0999995,0.438627,0.920603,1.42526,1.93753,2.44386,2.93332,3.39712,3.82807,4.22024,1.93085,1.50314,1.06254,0.634547,0.262394,0.0719802,0.412987,0.922298,1.45592,1.99675,2.53016,3.04473,3.53135,3.9826,4.3924,2.03759,1.58801,1.12417,0.669041,0.267604,0.0464116,0.387355,0.924321,1.48728,2.05684,2.61738,3.15701,3.66636,4.13783,4.56516
224,0.894469,0.719071,0.559994,0.440446,0.413887,0.539616,0.933072,0.959984,1.18615,1.4176,1.64972,1.87804,2.09849,2.30741,2.50164,0.943663,0.748023,0.567398,0.424937,0.374736,0.504095,0.729311,0.968461,1.21768,1.47199,1.72612,1.97511,2.21446,2.44026,2.64909,0.998373,0.78262,0.580795,0.415272,0.340006,0.468583,0.715257,0.977056,1.24947,1.52676,1.803,2.07269,2.33096,2.57361,2.79702,1.05696,0.822616,0.598236,0.409888,0.310605,0.433082,0.701222,0.985786,1.28155,1.58196,1.88039,2.17082,2.44802,2.70749,2.94544,1.1211,0.866187,0.620704,0.408721,0.284828,0.397593,0.687211,0.99467,1.31395,1.63762,1.95832,2.26953,2.56564,2.84191,3.09434,1.18864,0.913611,0.646645,0.410432,0.262874,0.362119,0.673227,1.00373,1.34672,1.69378,2.03683,2.36884,2.68385,2.97687,3.24375,1.25798,0.964359,0.674693,0.416569,0.243316,0.327469,0.659276,1.013,1.37989,1.75049,2.11596,2.46878,2.80266,3.11239,3.39365,1.33223,1.01762,0.706936,0.42454,0.226606,0.293236,0.645364,1.0225,1.41352,1.8078,2.19574,2.56937,2.92209,3.24848,3.54406,1.40758,1.07372,0.741181,0.434912,0.21239,0.260051,0.631498,1.03228,1.44766,1.86576,2.27622,2.67064,3.04216,3.38514,3.69497,1.48683,1.13266,0.777892,0.448374,0.200378,0.226982,0.617689,1.04239,1.48238,1.92442,2.35743,2.77261,3.16287,3.52238,3.84639,1.56673,1.19347,0.816343,0.463361,0.190186,0.194903,0.603951,1.05289,1.51775,1.98384,2.43941,2.87532,3.28425,3.66021,3.99833,1.64943,1.25587,0.8581,0.480483,0.18195,0.162939,0.590302,1.06385,1.55385,2.04408,2.5222,2.97877,3.40629,3.79862,4.15077,1.73456,1.32122,0.900633,0.499828,0.175411,0.131654,0.576769,1.07536,1.59077,2.10521,2.60584,3.083,3.52902,3.93763,4.30372,1.82039,1.38793,0.946317,0.520936,0.171024,0.100768,0.563388,1.08755,1.6286,2.16728,2.69036,3.18802,3.65244,4.07724,4.45718,1.90925,1.45694,0.99298,0.544414,0.167978,0.0702904,0.550214,1.10054,1.66746,2.23036,2.77579,3.29384,3.77656,4.21744,4.61115
225,0.789003,0.659428,0.554535,0.50147,0.519889,0.648804,0.9508,0.979269,1.15884,1.34449,1.53298,1.72101,1.90537,2.08307,2.25133,0.816754,0.664056,0.535257,0.457103,0.47202,0.612145,0.795873,0.991431,1.19624,1.40683,1.61936,1.82998,2.03506,2.23126,2.41555,0.854761,0.680187,0.527276,0.423542,0.425987,0.575491,0.78318,1.0037,1.23386,1.46952,1.70618,1.93946,2.16528,2.37997,2.58028,0.901266,0.704706,0.527819,0.398514,0.381401,0.538841,0.770507,1.01607,1.27172,1.53258,1.79347,2.04945,2.29603,2.52922,2.7455,0.955033,0.736045,0.535208,0.380246,0.33829,0.502197,0.757857,1.02858,1.30987,1.59605,1.88126,2.16,2.42735,2.67901,2.91123,1.01498,0.773127,0.548522,0.368125,0.298829,0.465559,0.745233,1.04124,1.34831,1.65996,1.96958,2.27112,2.55925,2.82935,3.07749,1.07911,0.816437,0.566861,0.360561,0.263983,0.428928,0.732641,1.05406,1.3871,1.72435,2.05847,2.38285,2.69175,2.98027,3.24426,1.14885,0.86361,0.590056,0.357408,0.233953,0.392305,0.720084,1.06707,1.42626,1.78927,2.14797,2.49521,2.82488,3.13178,3.41157,1.22273,0.914518,0.61737,0.358676,0.206979,0.355692,0.707568,1.0803,1.46585,1.85475,2.23811,2.60823,2.95864,3.28387,3.57941,1.29853,0.969647,0.646917,0.362844,0.183666,0.319091,0.695102,1.09379,1.50591,1.92085,2.32894,2.72195,3.09305,3.43657,3.74779,1.37934,1.02728,0.680876,0.369794,0.163391,0.282504,0.682695,1.10756,1.54649,1.98763,2.42048,2.83637,3.22814,3.58988,3.91672,1.46173,1.08779,0.717043,0.380245,0.145745,0.245934,0.670359,1.12168,1.58767,2.05513,2.5128,2.95154,3.36392,3.74381,4.08619,1.54832,1.15153,0.756555,0.3922,0.130138,0.210442,0.65811,1.1362,1.62951,2.12342,2.60592,3.06748,3.5004,3.89837,4.25621,1.63576,1.21771,0.797058,0.407773,0.116877,0.175067,0.645969,1.15119,1.67209,2.19255,2.69988,3.18421,3.6376,4.05355,4.42677,1.72584,1.28517,0.841527,0.424413,0.105598,0.140609,0.633965,1.16674,1.71551,2.26259,2.79473,3.30175,3.77552,4.20938,4.59789
226,0.677938,0.56271,0.485322,0.478243,0.566381,0.724394,0.933163,1.07331,1.2597,1.44981,1.64017,1.82741,2.00837,2.18019,2.34023,0.693411,0.556432,0.45609,0.433216,0.522785,0.702497,0.894883,1.09769,1.30757,1.52058,1.73269,1.94009,2.13927,2.32708,2.50072,0.718288,0.559799,0.435459,0.390128,0.479211,0.680603,0.895868,1.12225,1.35574,1.59175,1.82569,2.05328,2.27068,2.47447,2.66167,0.750373,0.569832,0.422507,0.35208,0.437187,0.658712,0.896922,1.147,1.40424,1.66336,1.91919,2.16701,2.40261,2.62236,2.82308,0.7888,0.586652,0.415386,0.319973,0.396482,0.636825,0.898055,1.17197,1.4531,1.73543,2.01322,2.28128,2.5351,2.77076,2.98497,0.833181,0.607972,0.414275,0.293819,0.356794,0.614942,0.89928,1.19718,1.50235,1.80801,2.10781,2.39613,2.66813,2.91969,3.14732,0.881303,0.635007,0.417075,0.271804,0.318262,0.593064,0.900609,1.22267,1.55204,1.88114,2.20299,2.51158,2.80175,3.06915,3.31016,0.93323,0.66586,0.423892,0.254048,0.280741,0.571191,0.902059,1.24848,1.60221,1.95484,2.2988,2.62765,2.93595,3.21914,3.47347,0.989992,0.699078,0.434211,0.238921,0.243694,0.549325,0.90365,1.27463,1.65291,2.02916,2.39526,2.74435,3.07074,3.36968,3.63726,1.04874,0.737042,0.447683,0.227024,0.207868,0.527466,0.905406,1.30118,1.70418,2.10415,2.4924,2.86172,3.20615,3.52077,3.80154,1.11085,0.777162,0.463863,0.218413,0.172227,0.505617,0.907357,1.32819,1.75608,2.17985,2.59026,2.97977,3.34218,3.67241,3.9663,1.17574,0.819977,0.483382,0.211631,0.139741,0.483779,0.909541,1.35572,1.80868,2.25631,2.68886,3.09851,3.47884,3.8246,4.13155,1.24339,0.864843,0.503939,0.207654,0.108577,0.461956,0.912005,1.38384,1.86204,2.33357,2.78824,3.21797,3.61614,3.97736,4.29728,1.31197,0.913196,0.528285,0.205317,0.0798319,0.440151,0.914811,1.41264,1.91623,2.41168,2.88843,3.33815,3.75408,4.13068,4.46349,1.3841,0.96234,0.553691,0.205214,0.0528649,0.418368,0.918036,1.44221,1.97132,2.49068,2.98944,3.45908,3.89268,4.28456,4.63018
227,0.708477,0.575995,0.476677,0.446398,0.515552,0.685029,0.927581,1.06018,1.26033,1.46416,1.66781,1.86758,2.06006,2.24217,2.41116,0.733714,0.580729,0.457713,0.404479,0.472662,0.660829,0.865357,1.08106,1.30427,1.53063,1.75574,1.97544,2.18597,2.38399,2.56655,0.766225,0.592102,0.446705,0.36946,0.43128,0.63663,0.863381,1.10212,1.3485,1.59751,1.84415,2.08382,2.3124,2.5263,2.72239,0.805406,0.61021,0.441901,0.340953,0.391556,0.612432,0.861467,1.12336,1.39306,1.66483,1.93307,2.19274,2.43937,2.66911,2.87869,0.850214,0.632737,0.442753,0.317159,0.352849,0.588235,0.859622,1.14482,1.43799,1.73262,2.02253,2.30221,2.56688,2.81245,3.03547,0.898805,0.661158,0.447903,0.298205,0.314866,0.564039,0.857859,1.16652,1.48331,1.80093,2.11256,2.41227,2.69495,2.9563,3.19272,0.951577,0.6933,0.457225,0.282427,0.278278,0.539844,0.856189,1.1885,1.52908,1.86978,2.20319,2.52293,2.8236,3.10069,3.35044,1.00869,0.728165,0.469014,0.271365,0.242103,0.515651,0.854629,1.21078,1.57533,1.93923,2.29445,2.63421,2.95284,3.24561,3.50864,1.06797,0.767271,0.485332,0.262488,0.20794,0.491459,0.853197,1.23342,1.62212,2.00932,2.38638,2.74614,3.08268,3.39108,3.66733,1.13075,0.808811,0.503845,0.256137,0.175887,0.467269,0.851918,1.25646,1.6695,2.08008,2.479,2.85874,3.21313,3.5371,3.82649,1.19619,0.852489,0.52468,0.253144,0.147306,0.443082,0.850821,1.27996,1.71754,2.15158,2.57235,2.97202,3.34421,3.68367,3.98614,1.26408,0.899409,0.548279,0.251262,0.11989,0.418898,0.849945,1.304,1.76629,2.22385,2.66645,3.08601,3.47592,3.8308,4.14627,1.33321,0.948601,0.5743,0.252661,0.0949717,0.394717,0.849339,1.32865,1.81583,2.29694,2.76135,3.20072,3.60828,3.97849,4.30689,1.40584,0.999199,0.601998,0.255323,0.0718052,0.370541,0.849068,1.35401,1.86623,2.37091,2.85707,3.31617,3.74128,4.12674,4.46798,1.47989,1.05267,0.632105,0.260428,0.0497561,0.346372,0.849216,1.38018,1.91758,2.4458,2.95363,3.43236,3.87493,4.27555,4.62955
228,0.672863,0.554886,0.474709,0.467108,0.557494,0.72124,0.928777,1.08241,1.27497,1.47103,1.66694,1.85916,2.04447,2.21989,2.38279,0.691055,0.551355,0.447813,0.423344,0.514762,0.69972,0.897687,1.10627,1.32191,1.54047,1.75776,1.9698,2.17301,2.36416,2.54043,0.716994,0.55616,0.429134,0.381366,0.472215,0.678201,0.898585,1.13031,1.36915,1.61032,1.84906,2.08096,2.30206,2.50892,2.69852,0.74981,0.567351,0.417713,0.345842,0.431296,0.656686,0.899556,1.15455,1.41673,1.68062,1.94088,2.19264,2.43165,2.65419,2.85708,0.787763,0.58479,0.411911,0.315478,0.391775,0.635175,0.900609,1.17901,1.46468,1.7514,2.03323,2.30489,2.56178,2.79996,3.0161,0.832216,0.606628,0.411623,0.290479,0.353186,0.613667,0.901755,1.20373,1.51304,1.82268,2.12615,2.41771,2.69247,2.94626,3.17559,0.880277,0.633208,0.415195,0.269329,0.315507,0.592165,0.90301,1.22873,1.56184,1.89452,2.21966,2.53113,2.82373,3.09309,3.33556,0.931473,0.664185,0.422223,0.252625,0.278996,0.570667,0.904391,1.25406,1.61114,1.96695,2.31381,2.64518,2.95558,3.24045,3.496,0.987443,0.697296,0.432757,0.238295,0.242801,0.549176,0.905918,1.27975,1.66097,2.04002,2.40861,2.75987,3.08803,3.38835,3.65693,1.04548,0.734466,0.446453,0.226848,0.207898,0.527693,0.907619,1.30586,1.7114,2.11376,2.50411,2.87521,3.22109,3.5368,3.81833,1.10634,0.774157,0.462241,0.218823,0.173111,0.50622,0.909525,1.33244,1.76247,2.18822,2.60033,2.99124,3.35476,3.6858,3.98021,1.17004,0.816539,0.481829,0.212116,0.14178,0.484758,0.911676,1.35956,1.81426,2.26345,2.6973,3.10797,3.48907,3.83535,4.14257,1.23668,0.860441,0.502193,0.208671,0.11166,0.46331,0.914126,1.3873,1.86683,2.33949,2.79505,3.22541,3.62401,3.98546,4.30541,1.30404,0.907972,0.526004,0.20661,0.0836339,0.441881,0.916939,1.41575,1.92026,2.41639,2.8936,3.34358,3.75959,4.13612,4.46873,1.375,0.956595,0.551435,0.20668,0.0575791,0.420476,0.920201,1.445,1.9746,2.49421,2.99299,3.46249,3.89582,4.28734,4.63252
229,0.660988,0.551263,0.481557,0.482701,0.579042,0.737168,0.928808,1.08623,1.27258,1.46254,1.65263,1.83945,2.01987,2.19101,2.35028,0.674254,0.542685,0.449761,0.437979,0.536824,0.716463,0.908757,1.11142,1.32105,1.5337,1.74533,1.95212,2.15056,2.33752,2.51022,0.696016,0.542554,0.42736,0.394763,0.494627,0.695762,0.910745,1.13678,1.36982,1.60527,1.83852,2.06529,2.28176,2.48452,2.67062,0.725989,0.55071,0.411716,0.354706,0.452591,0.675065,0.912807,1.16235,1.41893,1.67728,1.93221,2.17901,2.41349,2.63203,2.83149,0.761835,0.564745,0.402986,0.321202,0.412155,0.654372,0.914954,1.18814,1.46841,1.74976,2.02644,2.29327,2.54577,2.78005,2.99283,0.803121,0.584902,0.398711,0.292483,0.372947,0.633685,0.917196,1.21418,1.51829,1.82276,2.12123,2.40812,2.67861,2.9286,3.15464,0.848686,0.608878,0.399528,0.268667,0.334533,0.613004,0.919549,1.24051,1.56862,1.8963,2.21662,2.52356,2.81202,3.07767,3.31692,0.898477,0.636815,0.404213,0.248096,0.297243,0.59233,0.92203,1.26715,1.61943,1.97043,2.31263,2.63963,2.94602,3.22729,3.47969,0.95237,0.668867,0.412834,0.231762,0.260734,0.571665,0.92466,1.29416,1.67077,2.04518,2.4093,2.75634,3.08062,3.37744,3.64294,1.00874,0.703681,0.423892,0.218164,0.224885,0.551009,0.927465,1.32158,1.7227,2.12061,2.50666,2.87371,3.21583,3.52815,3.80667,1.06885,0.741297,0.438186,0.207213,0.189826,0.530366,0.930475,1.34947,1.77527,2.19675,2.60474,2.99176,3.35166,3.6794,3.97088,1.13027,0.782504,0.455051,0.19906,0.155346,0.509738,0.933732,1.37789,1.82855,2.27366,2.70357,3.1105,3.48812,3.83122,4.13558,1.19601,0.825149,0.474668,0.192568,0.123368,0.489128,0.937284,1.40691,1.88259,2.35137,2.80317,3.22997,3.62522,3.98359,4.30076,1.26317,0.870407,0.49586,0.188997,0.0929908,0.468542,0.941196,1.43663,1.93747,2.42993,3.20358,3.35016,3.76297,4.13652,4.46642,1.33214,0.918383,0.51976,0.187138,0.0647197,0.447986,0.945547,1.46714,1.99326,2.5094,3.30482,3.47109,3.90136,4.29001,4.63255
