t_idx,v,w
263,0.372209,-0.124518
264,0.3745,-0.140398
265,0.390218,-0.144747
266,0.375221,-0.128875
267,0.413977,-0.144355
268,0.391284,-0.126589
269,0.381439,-0.136211
270,0.379439,-0.150153
271,0.423321,-0.152244
272,0.367556,-0.134122
273,0.422075,-0.153292
274,0.388923,-0.151199
275,0.382314,-0.155398
276,0.386371,-0.137249
277,0.364505,-0.142646
278,0.387035,-0.151213
279,0.389533,-0.170876
280,0.392992,-0.157079
281,0.380245,-0.169831
282,0.400254,-0.14959
283,0.390966,-0.16562
284,0.426747,-0.151673
285,0.363169,-0.146441
286,0.370389,-0.142076
287,0.378649,-0.173591
288,0.382606,-0.186331
289,0.374124,-0.187397
290,0.358188,-0.17192
291,0.384202,-0.186927
292,0.414764,-0.193845
293,0.387209,-0.180925
294,0.337722,-0.160193
295,0.351298,-0.188446
296,0.357786,-0.187391
297,0.371074,-0.190674
298,0.382924,-0.197619
299,0.380663,-0.198649
300,0.335111,-0.174632
301,0.355811,-0.204962
302,0.354549,-0.207047
303,0.361391,-0.199713
304,0.337972,-0.196553
305,0.352395,-0.200756
306,0.364251,-0.207225
307,0.387035,-0.209314
308,0.383979,-0.200122
309,0.356575,-0.207621
310,0.373972,-0.190524
311,0.368707,-0.196991
312,0.37022,-0.1874
313,0.378632,-0.18529
314,0.365206,-0.174614
315,0.363027,-0.193421
316,0.300622,-0.18488
317,0.349685,-0.1805
318,0.247367,-0.166719
319,0.254322,-0.165676
320,0.244925,-0.168821
321,0.243007,-0.171968
322,0.238589,-0.179459
323,0.22044,-0.163401
324,0.193022,-0.150673
325,0.186343,-0.143161
326,0.172016,-0.129373
327,0.171947,-0.121862
328,0.152691,-0.107028
329,0.146082,-0.109128
330,0.151996,-0.107044
331,0.15058,-0.110174
332,0.147146,-0.102203
333,0.176207,-0.157128
334,0.190585,-0.180512
335,0.185338,-0.19117
336,0.1966,-0.2114
337,0.274734,-0.208263
338,0.273859,-0.209339
339,0.263719,-0.217846
340,0.187295,-0.226232
341,0.178839,-0.211426
342,0.171567,-0.21036
343,0.263307,-0.211396
344,0.291708,-0.238082
345,0.250245,-0.2264
346,0.26153,-0.228515
347,0.211584,-0.224141
348,0.180537,-0.200761
349,0.182579,-0.197627
350,0.174288,-0.218906
351,0,0
352,0.183258,-0.22099
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,0
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
426,0,0
427,0,0
428,0,0
429,0,0
430,0.120033,0.428345
431,0,0
432,0,0
433,0.0884601,-0.328598
434,0.0738669,-0.396722
435,0.0737177,-0.401995
436,0.0578017,-0.304411
437,0.0238368,-0.200576
438,0.0245922,-0.281441
439,0.0210604,-0.2038
440,0.00955486,-0.051592
441,0.0134802,-0.0091385
442,0,0
443,0,0
444,0.0155315,0.590059
445,0.0151489,0.586717
446,0.0151943,0.601727
447,0.0156346,0.60069
448,0,0.627197
449,0.0286033,-0.00935447
450,0.0738034,-0.386085
451,0.0703764,-0.375884
452,0.0458704,-0.0853043
453,0.0778816,-0.4266
454,0.0687248,-0.376895
455,0.0698838,-0.374805
456,0.0725557,-0.402587
457,0.0739566,-0.413224
458,0.0387627,-0.397827
459,0.0566632,-0.301284
460,0.0556038,-0.319273
461,0.0523875,-0.282535
462,0.0579193,-0.310292
463,0.0814221,-0.429044
464,0.0714804,-0.384717
465,0.0705362,-0.368194
466,0.082874,-0.445459
467,0.0596208,-0.307835
468,0.0781849,-0.408701
469,0.0677036,-0.357992
470,0.0661972,-0.356921
471,0,0
472,0,0
473,0.030931,-0.353789
474,0.0279804,-0.308896
475,0.00703045,-0.330248
476,0.00665577,-0.862368
477,0,0
478,0,0
479,0,0
480,0,0
481,0,0
482,0,0
483,0,0
484,0,0
485,0,0
486,0,0
487,0,0
488,0,0
489,0,0
490,0,0
491,0,0
492,0,0
493,0,0
494,0,0
495,0,0
496,0,0
497,0,0
498,0,0
499,0,0
500,0,0
501,0,0
502,0,0
503,0,0
504,0,0
505,0,0
506,0.139656,-0.354508
507,0.143538,-0.254917
508,0.140059,-0.272831
509,0.143013,-0.253706
510,0.134755,-0.238163
511,0.136532,-0.236097
512,0.135588,-0.192409
513,0.137296,-0.193462
514,0.133227,-0.178596
515,0.127854,-0.187636
516,0.128506,-0.194541
517,0.128618,-0.174875
518,0.130686,-0.178021
519,0.131817,-0.148797
520,0.134171,-0.172774
521,0.12927,-0.157795
522,0.13163,-0.157765
523,0.128618,-0.154655
524,0.165569,-0.16464
525,0.161962,-0.149825
526,0.171659,-0.178692
527,0.194531,-0.157429
528,0.21708,-0.161549
529,0.223217,-0.161512
530,0.242186,-0.171103
531,0.211982,-0.162608
532,0.255267,-0.109819
533,0.229646,-0.132623
534,0.258415,-0.0963892
535,0.231063,-0.125127
536,0.287462,-0.0979647
537,0.216965,-0.114389
538,0.255837,-0.0877203
539,0.291963,-0.0749751
540,0.298854,-0.0461945
541,0.311834,-0.0440931
542,0.314804,-0.0169338
543,0.318761,-0.0190192
544,0.324246,-0.0232006
545,0.314804,-0.02635
546,0.315276,-0.0328036
547,0.31168,-0.0286151
548,0.356604,0.036519
549,0.332527,0.0187684
550,0.360518,0.0364428
551,0.366263,0.0491881
552,0.407338,0.0692726
553,0.369695,0.0544175
554,0.370331,0.040649
555,0.370984,0.04169
556,0.368649,0.0469212
557,0.411502,0.0588121
558,0.369095,0.0416864
559,0.368374,0.0396046
560,0.37239,0.0293649
561,0.377721,0.0389431
562,0.392117,0.0495941
563,0.396752,0.0422668
564,0.385507,0.042281
565,0.416125,0.0746939
566,0.3921,0.0320342
567,0.391697,0.0362121
568,0.390854,0.0518716
569,0.392228,0.0497844
570,0.391395,0.0278474
571,0.421026,0.0550123
572,0.395543,0.0391245
573,0.394264,0.0485567
574,0.387035,0.0326762
575,0.38373,0.00969302
576,0.37702,-0.00409849
577,0.416453,0.0188892
578,0.405797,0.0433056
579,0.367515,9.35763e-05
580,0.412108,0.0460611
581,0.37476,0.0124204
582,0.373318,0.0220358
583,0.371292,-0.0063689
584,0.386202,0.026212
585,0.390812,0.0316193
586,0.394975,0.0178455
587,0.389687,0.016609
588,0.376065,0.00113628
589,0.385894,-0.00426047
590,0.405584,-0.000937327
591,0.369567,0.000105968
592,0.380324,-0.0243348
593,0.40524,0.00911048
594,0.389756,0.00114513
595,0.387438,0.0420889
596,0.384674,0.0385317
597,0.394949,-0.0349734
598,0.38616,-0.0307902
599,0.242081,-0.140034
600,0.206514,-0.134791
601,0.232321,-0.1465
602,0.352436,-0.162367
603,0.34981,-0.162372
604,0.23491,0.269352
605,0.298181,0.353494
606,0,0
607,0,0
608,0,0
609,0,0
610,0,0
611,0,0
612,0,0
613,0,0
614,0,0
615,0,0
616,0,0
617,0,0
618,0,0
619,0,0
620,0,0
621,0,0
622,0,0
623,0,0
624,0,0
625,0,0
626,0,0
627,0,0
628,0,0
629,0,0
630,0,0
631,0,0
632,0,0
633,0,0
634,0,0
635,0,0
636,0,0
637,0,0
638,0,0
639,0,0
640,0,0
641,0,0
642,0,0
643,0,0
644,0,0
645,0,0
646,0,0
647,0,0
648,0,0
649,0.230089,0.285824
650,0.196769,0.249023
651,0.199962,0.254265
652,0.214247,0.272403
653,0.202322,0.267014
654,0.201378,0.278298
655,0,0
656,0,0
657,0.243743,0.0122683
658,0.200231,0.274477
659,0.226707,0.31021
660,0.23404,0.302086
661,0.210102,0.276991
662,0.200729,0.267975
663,0.191286,0.264191
664,0.180237,0.231144
665,0.173463,0.225778
666,0,0
667,0,0
668,0,0
669,0,0
670,0,0
671,0,0
672,0,0
673,0,0
674,0,0
675,0,0
676,0,0
677,0,0
678,0,0
679,0,0
680,0,0.820068
681,0,0
682,0,0.81154
683,0,0.810467
684,0,0.792325
685,0,0.768953
686,0,0.762491
687,0,0.751831
688,0,0
689,0,0.753931
690,0,0.823163
691,0,0.849715
692,0,0.826916
693,0,0.813627
694,0,0.806012
695,0,0.821434
696,0,0.742187
697,0,0.222625
698,0,0.135349
699,0,0.133054
700,0,0.145975
701,0,0.152265
702,0,0.154557
703,0,0.155585
704,0,0.148101
705,0,0.155587
706,0,0.155587
707,0,0.151226
708,0,0.120332
709,0,0.11406
710,0,0.113001
711,0,0.11825
712,0,0.114052
713,0,0.115108
714,0,0.126787
715,0,0.136379
716,0,0
717,0,0
718,0,0.109691
719,0,0.109681
720,0,0.063984
721,0,0.0617118
722,0,0
723,0,0
724,0,0
725,0,0
726,0,0
727,0,0
728,0,0
729,0,0
730,0,0
731,0,0
732,0,0
733,0,0
734,0,0
735,0,0
736,0,0
737,0,0
738,0,0
739,0,0
740,0,0
741,0,0
742,0,0
743,0,0
744,0,0
745,0,0
746,0,0
747,0,0
748,0,0
749,0,0
750,0,0
751,0.39034,-0.369003
752,0.394546,-0.372336
753,0.390631,-0.378606
754,0.388923,-0.368539
755,0.392228,-0.363167
756,0.397241,-0.355828
757,0.394657,-0.351456
758,0.389395,-0.355833
759,0.393267,-0.346624
760,0.390005,-0.342832
761,0.388563,-0.285193
762,0.397087,-0.279982
763,0.389284,-0.31463
764,0.398837,-0.355588
765,0.395739,-0.320924
766,0.388255,-0.290602
767,0.382478,-0.262395
768,0.381534,-0.283106
769,0,0
770,0,0
771,0,0
772,0,0
773,0,0
774,0,0
775,0,0
776,0,0
777,0,0
778,0,0
779,0,0
780,0,0
781,0,0
782,0,0
783,0,0
784,0,0
785,0,0
786,0,0
787,0,0
788,0.382425,-0.305031
789,0.38312,-0.298559
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,0,0
796,0,0
797,0,0
798,0,0
799,0,0
800,0,0
801,0,0
802,0,0
803,0,0
804,0,0
805,0,0
806,0.0690107,0.141901
807,0,0
808,0,0
809,0,0
810,0.0812852,0.167619
811,0,0
812,0,0
813,0,0
814,0,0
815,0,0
816,0,0
817,0,0
818,0,0
819,0,0
820,0,0
821,0,0
822,0,0
823,0,0
824,0,0
825,0,0
826,0,0
827,0.0911992,-0.141253
828,0.0963923,-0.134803
829,0.0930876,-0.137944
830,0.0911992,-0.142132
831,0.0907271,-0.14754
832,0.0939629,-0.146493
833,0.0973365,-0.144404
834,0.0980578,0.113108
835,0.0982807,0.0469035
836,0.102903,-0.141373
837,0.107176,-0.166949
838,0.180422,-0.262615
839,0.176885,-0.27272
840,0.136712,-0.314734
841,0.135821,-0.280643
842,0.118704,-0.225088
843,0.120772,-0.220917
844,0.0334713,-0.146184
845,0.0351808,-0.371085
846,0.0458306,-0.193576
847,0.0369343,-0.149492
848,0.0266891,-0.286933
849,0.0274597,-0.314107
850,0.0263799,-0.279427
851,0.0264868,-0.295477
852,0.0274984,-0.317825
853,0.0275996,-0.289618
854,0.0275939,-0.319466
855,0.0287124,-0.33011
856,0.0284292,-0.325764
857,0.0271324,-0.282702
858,0.0266891,-0.300274
859,0.0275996,-0.308806
860,0.0265879,-0.282704
861,0.0270937,-0.282506
862,0.0278356,-0.317205
863,0.0258025,-0.26978
864,0.0170251,-0.198357
865,0.01787,-0.179726
866,0,-0.179735
867,0.0505456,0.00842861
868,0.0487246,0.0243162
869,0.0489747,0.0318142
870,0.0516232,0.0211721
871,0.0514322,0.00196613
872,0,-0.167408
873,0,-0.173909
874,0,-0.149863
875,0.0517118,-0.550209
876,0.0427313,-0.519322
877,0.0419281,-0.503265
878,0.0246988,-0.260181
879,0.0176002,-0.148844
880,0.0183604,-0.197321
881,0,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,-0.112516
890,0,-0.109376
891,0,-0.120002
892,0,-0.113586
893,0,-0.110404
894,0.121244,0.0115833
895,0.118412,0.0211703
896,0.118926,0.00946777
897,0,0
898,0,0
899,0,0
900,0,0
901,0,0
902,0,0
903,0,0
904,0,0
905,0,0
906,0,0
907,0,0
908,0.162205,-0.422545
909,0.166257,-0.419465
910,0.159484,-0.407092
911,0.159081,-0.389512
912,0.154471,-0.35796
913,0.159956,-0.37886
914,0.158068,-0.338775
915,0.161845,-0.32816
916,0.162258,-0.332536
917,0.159983,-0.321859
918,0.155373,-0.304296
919,0.159012,-0.27277
920,0.153458,-0.280256
921,0.152875,-0.280273
922,0.156471,-0.251532
923,0.155596,-0.234372
924,0.198308,-0.243479
925,0.220548,-0.269584
926,0.228367,-0.267599
927,0.24728,-0.273374
928,0.278925,-0.248498
929,0.301198,-0.244955
930,0.298572,-0.247497
931,0.293061,-0.252887
932,0.301405,-0.22347
933,0.309319,-0.226769
934,0.319997,-0.213401
935,0.341638,-0.234121
936,0.316427,-0.239085
937,0.319191,-0.218859
938,0.323302,-0.225765
939,0.323636,-0.221396
940,0.353014,-0.214489
941,0.328341,-0.211328
942,0.343707,-0.205924
943,0.344789,-0.200703
944,0.33416,-0.216183
945,0.326607,-0.217208
946,0.33599,-0.191054
947,0.364135,-0.209235
948,0.380494,-0.216636
949,0.380665,-0.198676
950,0.382314,-0.183685
951,0.399087,-0.162361
952,0.389395,-0.141253
953,0.395697,-0.146495
954,0.393172,-0.157135
955,0.397156,-0.168838
956,0.399139,-0.17197
957,0.405037,-0.159226
958,0.422059,-0.155016
959,0.375609,-0.143355
960,0.385094,-0.124138
961,0.37857,-0.130433
962,0.395533,-0.125209
963,0.396185,-0.130431
964,0.3947,-0.146506
965,0.38773,-0.142129
966,0.390631,-0.151725
967,0.384579,-0.148573
968,0.39149,-0.119807
969,0.393644,-0.12522
970,0.387258,-0.127312
971,0.392005,-0.130431
972,0.394116,-0.106001
973,0.394615,-0.108094
974,0.386563,-0.112282
975,0.380426,-0.11438
976,0.387979,-0.127287
977,0.385147,-0.113501
978,0.381258,-0.115606
979,0.384674,-0.118727
980,0.387215,-0.104953
981,0.42155,-0.110183
982,0.414731,-0.133566
983,0.373859,-0.145259
984,0.38076,-0.149627
985,0.377429,-0.161303
986,0.385619,-0.14963
987,0.387979,-0.136896
988,0.391756,-0.13043
989,0.387507,-0.130438
990,0.385884,-0.130449
991,0.380553,-0.146472
992,0.382065,-0.161313
993,0.380898,-0.153993
994,0.393061,-0.136899
995,0.393936,-0.136897
996,0.392546,-0.145289
997,0.393464,-0.156098
998,0.388854,-0.178437
999,0.38373,-0.170936
1000,0.37876,-0.161326
1001,0.384881,-0.159244
1002,0.383035,-0.164639
1003,0.389687,-0.165692
1004,0.429419,-0.151911
1005,0.380107,-0.154016
1006,0.383147,-0.167797
1007,0.391756,-0.187866
1008,0.383258,-0.185944
1009,0.380288,-0.18577
1010,0.382786,-0.18158
1011,0.376734,-0.178436
1012,0.388563,-0.176336
1013,0.38415,-0.178429
1014,0.391756,-0.178436
1015,0.383216,-0.184898
1016,0.376649,-0.195553
1017,0.395628,-0.194485
1018,0.381953,-0.172155
1019,0.38373,-0.163601
1020,0.383258,-0.154009
1021,0.38137,-0.159237
1022,0.383258,-0.194482
1023,0.39034,-0.192206
1024,0.385396,-0.192209
1025,0.381258,-0.195352
1026,0.381035,-0.188028
1027,0.388769,-0.18384
1028,0.39034,-0.179455
1029,0.38834,-0.160454
1030,0.385507,-0.161493
1031,0.38434,-0.157148
1032,0.373705,-0.185921
1033,0.371816,-0.194302
1034,0.367387,-0.218908
1035,0.368692,-0.208104
1036,0.39288,-0.182609
1037,0.370272,-0.175276
1038,0.347395,-0.140211
1039,0.387979,-0.132689
1040,0.36343,-0.136889
1041,0.359653,-0.134796
1042,0.355267,-0.136912
1043,0.359834,-0.151906
1044,0.332495,-0.181567
1045,0.343602,-0.18698
1046,0.334494,-0.186968
1047,0.334632,-0.183822
1048,0.3318,-0.185936
1049,0.332022,-0.191167
1050,0.334924,-0.174229
1051,0.339576,-0.179473
1052,0.343268,-0.193249
1053,0.33416,-0.191151
1054,0.33634,-0.179484
1055,0.3318,-0.179459
1056,0.33155,-0.171963
1057,0.318761,-0.177395
1058,0.325269,-0.198663
1059,0.320427,-0.196576
1060,0.305861,-0.198676
1061,0.311027,-0.199722
1062,0.306126,-0.182615
1063,0.30925,-0.179496
1064,0.301215,-0.17948
1065,0.338163,-0.168835
1066,0.30689,-0.161349
1067,0.337622,-0.171974
1068,0.337442,-0.168847
1069,0.296366,-0.173203
1070,0.294976,-0.176341
1071,0.296933,-0.180528
1072,0.292616,-0.199716
1073,0.292324,-0.202868
1074,0.286229,-0.204086
1075,0.290907,-0.198674
1076,0.285534,-0.209323
1077,0.287491,-0.206186
1078,0.306854,-0.19552
1079,0.276967,-0.186984
1080,0.286006,-0.174261
1081,0.288839,-0.194293
1082,0.280479,-0.228524
1083,0.281285,-0.226257
1084,0.293215,-0.214555
1085,0.271774,-0.206195
1086,0.267122,-0.205133
1087,0.270899,-0.206179
1088,0.266178,-0.204965
1089,0.26429,-0.21351
1090,0.28202,-0.219947
1091,0.261457,-0.21562
1092,0.26429,-0.215606
1093,0.269371,-0.209321
1094,0.255028,-0.213513
1095,0.271004,-0.217876
1096,0.250891,-0.221011
1097,0.251543,-0.214568
1098,0.250779,-0.213511
1099,0.247114,-0.208289
1100,0.245878,-0.20828
1101,0.244934,-0.213511
1102,0.244239,-0.21683
1103,0.248238,-0.213517
1104,0.241629,-0.207236
1105,0.240213,-0.211415
1106,0.236393,-0.215778
1107,0.234076,-0.218926
1108,0.225578,-0.229577
1109,0.222745,-0.224182
1110,0.236384,-0.215775
1111,0.220857,-0.211421
1112,0.222093,-0.217881
1113,0.220385,-0.229572
1114,0.220968,-0.219974
1115,0.223217,-0.22102
1116,0.223689,-0.22747
1117,0.224634,-0.227474
1118,0.239711,-0.204952
1119,0.223689,-0.201827
1120,0.24058,-0.179478
1121,0.223329,-0.174237
1122,0.224453,-0.168831
1123,0.228882,-0.170915
1124,0.227466,-0.164646
1125,0.229355,-0.168834
1126,0.226994,-0.180537
1127,0.229355,-0.180521
1128,0.24635,-0.178426
1129,0.236203,-0.182632
1130,0.213775,-0.212479
1131,0.211372,-0.210385
1132,0.209631,-0.21892
1133,0.196308,-0.216833
1134,0.206484,-0.211426
1135,0.199665,-0.208285
1136,0.18781,-0.213524
1137,0.189518,-0.210378
1138,0.191587,-0.210378
1139,0.203861,-0.214578
1140,0.20596,-0.215787
1141,0.190171,-0.22101
1142,0.194891,-0.201832
1143,0.203681,-0.207236
1144,0.209526,-0.198677
1145,0.205209,-0.20182
1146,0.207638,-0.200759
1147,0.20811,-0.192227
1148,0.203389,-0.184896
1149,0.209484,-0.18803
1150,0.204806,-0.192225
1151,0.203389,-0.195554
1152,0.208058,-0.203914
1153,0.196557,-0.221017
1154,0.191836,-0.224159
1155,0.190643,-0.230609
1156,0.189698,-0.230616
1157,0.189698,-0.222068
1158,0.186866,-0.215798
1159,0.194944,-0.213503
1160,0.189226,-0.20933
1161,0.200861,-0.210378
1162,0.202288,-0.219974
1163,0.185922,-0.225211
1164,0.184686,-0.229557
1165,0.187338,-0.217881
1166,0.179312,-0.219972
1167,0.177896,-0.216828
1168,0.179312,-0.224164
1169,0.175467,-0.222063
1170,0.176008,-0.223116
1171,0.175063,-0.214572
1172,0.174591,-0.208296
1173,0.176008,-0.211423
1174,0.172703,-0.21577
1175,0.173175,-0.207255
1176,0.16987,-0.219969
1177,0.172231,-0.223127
1178,0.167982,-0.221015
1179,0.170342,-0.221031
1180,0.165913,-0.216833
1181,0.167871,-0.212483
1182,0.169398,-0.218928
1183,0.165553,-0.219979
1184,0.169398,-0.212476
1185,0.167038,-0.21578
1186,0.170815,-0.211438
1187,0.16951,-0.219972
1188,0.173175,-0.211444
1189,0.172703,-0.223104
1190,0.170995,-0.214748
1191,0.166385,-0.224152
1192,0.163733,-0.223127
1193,0.165441,-0.233742
1194,0.164025,-0.223132
1195,0.175011,-0.228519
1196,0.167913,-0.22207
1197,0.172231,-0.22417
1198,0.171759,-0.225396
1199,0.173647,-0.236018
1200,0.170051,-0.238143
1201,0.166094,-0.249996
1202,0.160858,-0.250009
1203,0.152875,-0.258366
1204,0.148515,-0.257324
1205,0.14957,-0.257329
1206,0.149128,-0.25942
1207,0.142961,-0.257333
1208,0.144849,-0.257329
1209,0.145793,-0.256112
1210,0.150042,-0.254011
1211,0.148226,-0.256107
1212,0.145793,-0.252966
1213,0.155603,-0.250012
1214,0.151459,-0.249998
1215,0.143879,-0.245459
1216,0.144849,-0.248785
1217,0.151459,-0.250002
1218,0.148626,-0.242322
1219,0.146685,-0.240229
1220,0.144377,-0.248779
1221,0.147682,-0.249995
1222,0.149098,-0.25
1223,0.143948,-0.249824
1224,0.146738,-0.249995
1225,0.148154,-0.250004
1226,0.149098,-0.249996
1227,0.146265,-0.249996
1228,0.149275,-0.251922
1229,0.150042,-0.250004
1230,0.157176,-0.245472
1231,0.145656,-0.249995
1232,0.152111,-0.25
1233,0.155422,-0.250012
1234,0.14957,-0.249995
1235,0.153685,-0.245637
1236,0.14364,-0.279667
1237,0.139656,-0.283868
1238,0.133991,-0.290323
1239,0.132575,-0.291364
1240,0.130686,-0.290321
1241,0.132103,-0.294508
1242,0.13163,-0.289268
1243,0.132103,-0.293455
1244,0.131922,-0.293455
1245,0.132575,-0.288229
1246,0.132575,-0.291375
1247,0.133991,-0.293465
1248,0.134935,-0.272177
1249,0.121425,-0.266934
1250,0.111468,-0.25837
1251,0.109442,-0.25
1252,0,0.249998
1253,0,0.249998
1254,0,0.249995
1255,0,0.249998
1256,0,0.25
1257,0,0.249998
1258,0,0.25
1259,0,0.249998
1260,0,0.249996
1261,0,0.25
1262,0,0.250002
1263,0,0.25
1264,0,0.25
1265,0,0.25
