stamp_sec,x,y,z,frame_id
0.000000,3.998779,-0.098837,0.000000,"base_link"
1.000000,3.997528,-0.140610,0.000000,"base_link"
2.000000,3.996415,-0.169324,0.000000,"base_link"
3.000000,3.995482,-0.190063,0.000000,"base_link"
4.000000,3.992340,-0.247436,0.000000,"base_link"
5.000000,3.989588,-0.288423,0.000000,"base_link"
6.000000,3.987825,-0.311849,0.000000,"base_link"
7.000000,3.983885,-0.358691,0.000000,"base_link"
8.000000,3.982196,-0.376977,0.000000,"base_link"
9.000000,3.981193,-0.387431,0.000000,"base_link"
10.000000,3.979457,-0.404876,0.000000,"base_link"
11.000000,3.975572,-0.441391,0.000000,"base_link"
12.000000,3.974835,-0.447983,0.000000,"base_link"
13.000000,3.972542,-0.467878,0.000000,"base_link"
14.000000,3.971749,-0.474566,0.000000,"base_link"
15.000000,3.970861,-0.481937,0.000000,"base_link"
16.000000,3.969519,-0.492867,0.000000,"base_link"
17.000000,3.968215,-0.503263,0.000000,"base_link"
18.000000,3.967537,-0.508580,0.000000,"base_link"
19.000000,3.962452,-0.546784,0.000000,"base_link"
20.000000,3.963023,-0.542635,0.000000,"base_link"
21.000000,3.962013,-0.549956,0.000000,"base_link"
22.000000,3.958906,-0.571892,0.000000,"base_link"
23.000000,3.956072,-0.591180,0.000000,"base_link"
24.000000,3.954318,-0.602801,0.000000,"base_link"
25.000000,3.949276,-0.634995,0.000000,"base_link"
26.000000,3.945135,-0.660237,0.000000,"base_link"
27.000000,3.942088,-0.678192,0.000000,"base_link"
28.000000,3.929813,-0.746039,0.000000,"base_link"
29.000000,3.923418,-0.778970,0.000000,"base_link"
30.000000,3.919547,-0.798220,0.000000,"base_link"
31.000000,3.910181,-0.842903,0.000000,"base_link"
32.000000,3.904202,-0.870178,0.000000,"base_link"
33.000000,3.899232,-0.892185,0.000000,"base_link"
34.000000,3.885409,-0.950578,0.000000,"base_link"
35.000000,3.875742,-0.989253,0.000000,"base_link"
36.000000,3.870303,-1.010323,0.000000,"base_link"
37.000000,3.851337,-1.080371,0.000000,"base_link"
38.000000,3.848728,-1.089629,0.000000,"base_link"
