t_idx,best_index
318,0
319,0
320,11
321,214
322,215
323,215
324,215
325,215
326,216
327,216
328,217
329,217
330,217
331,217
332,218
333,218
334,224
335,13
336,13
337,13
338,-1
339,-1
340,-1
341,-1
342,13
343,13
344,13
345,12
346,13
347,13
348,218
349,-1
350,-1
351,-1
352,-1
353,-1
354,-1
355,-1
356,-1
357,12
358,10
359,1
360,1
361,15
362,38
363,86
364,70
365,-1
366,-1
367,-1
368,-1
369,-1
370,-1
371,-1
372,-1
373,-1
374,5
375,5
376,7
377,75
378,60
379,75
380,75
381,75
382,75
383,60
384,90
385,165
386,212
387,214
388,216
389,216
390,116
391,81
392,54
393,37
394,36
395,37
396,37
397,37
398,38
399,38
400,133
401,117
402,133
403,134
404,132
405,102
406,134
407,103
408,102
409,102
410,103
411,103
412,104
413,39
414,39
415,38
416,37
417,37
418,-1
419,-1
420,-1
421,-1
422,-1
423,-1
424,223
425,223
426,223
427,223
428,222
429,223
430,-1
431,-1
432,-1
433,-1
434,-1
435,-1
436,-1
437,-1
438,217
439,218
440,219
441,220
442,220
443,221
444,221
445,222
446,223
447,224
448,224
449,223
450,223
451,224
452,222
453,220
454,220
455,220
456,220
457,221
458,221
459,221
460,220
461,220
462,221
463,221
464,221
465,220
466,221
467,220
468,219
469,219
470,218
471,218
472,218
473,219
474,219
475,218
476,218
477,218
478,218
479,218
480,218
481,219
482,218
483,218
484,218
485,218
486,218
487,214
488,214
489,218
490,218
491,218
492,217
493,217
494,218
495,218
496,218
497,218
498,218
499,218
500,218
501,218
502,218
503,218
504,218
505,219
506,219
507,218
508,219
509,219
510,219
511,219
512,219
513,219
514,219
515,219
516,219
517,219
518,219
519,219
520,204
521,219
522,219
523,219
524,220
525,220
526,220
527,220
528,204
529,219
530,219
531,220
532,205
533,220
534,220
535,219
536,219
537,219
538,219
539,219
540,189
541,220
542,189
543,220
544,174
545,220
546,220
547,190
548,159
549,174
550,220
551,205
552,220
553,220
554,190
555,205
556,219
557,219
558,219
559,220
560,205
561,220
562,220
563,220
564,7
565,220
566,5
567,6
568,7
569,7
570,6
571,21
572,21
573,6
574,6
575,6
576,6
577,6
578,6
579,6
580,6
581,6
582,6
583,20
584,20
585,5
586,20
587,20
588,6
589,20
590,20
591,20
592,20
593,20
594,20
595,5
596,5
597,4
598,4
599,4
600,4
601,4
602,3
603,3
604,4
605,4
606,4
607,4
608,4
609,4
610,4
611,4
612,4
613,4
614,4
615,3
616,220
617,220
618,220
619,220
620,220
621,220
622,220
623,220
624,221
625,220
626,220
627,220
628,220
629,220
630,220
631,220
632,220
633,220
634,220
635,220
636,220
637,220
638,220
639,220
640,220
641,220
642,220
643,220
644,220
645,220
646,220
647,220
648,220
649,220
650,220
651,220
652,220
653,220
654,220
655,220
656,220
657,220
658,220
659,220
660,221
661,221
662,221
663,221
664,221
665,221
666,221
667,221
668,220
669,221
670,220
671,220
672,221
673,221
674,221
675,221
676,221
677,221
678,221
679,221
680,221
681,221
682,221
683,221
684,221
685,222
686,222
687,222
688,222
689,222
690,222
691,4
692,4
693,221
694,221
695,221
696,221
697,221
698,221
699,3
700,3
701,3
702,3
703,3
704,221
705,221
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,3
727,3
728,3
729,3
730,3
731,3
732,3
733,3
734,3
735,3
736,3
737,3
738,3
739,3
740,3
741,3
742,3
743,3
744,3
745,3
746,3
747,3
748,3
749,3
750,3
751,3
752,3
753,3
754,3
755,3
756,3
757,3
758,3
759,3
760,3
761,3
762,3
763,3
764,3
765,3
766,3
767,3
768,3
769,3
770,3
771,3
772,3
773,3
774,3
775,3
776,3
777,3
778,3
779,3
780,3
781,3
782,3
783,3
784,3
785,3
786,3
787,3
788,3
789,3
790,3
791,3
792,3
793,3
794,3
795,3
796,3
797,3
798,3
799,3
800,3
801,3
802,3
803,3
804,3
805,3
806,3
807,3
808,3
809,3
810,3
811,3
812,3
813,3
814,221
815,221
816,3
817,3
818,3
819,3
820,3
821,3
822,3
823,3
824,3
825,3
826,3
827,3
828,3
829,221
830,221
831,3
832,3
833,3
834,3
835,3
836,3
837,3
838,3
839,3
840,221
841,3
842,3
843,3
844,221
845,221
846,3
847,3
848,3
849,3
850,3
851,3
852,3
853,3
854,3
855,3
856,3
857,3
858,3
859,3
860,3
861,3
862,3
863,3
864,3
865,3
866,3
867,3
868,3
869,3
870,3
871,3
872,3
873,3
874,3
875,3
876,3
877,3
878,3
879,3
880,3
881,3
882,3
883,3
884,3
885,221
886,3
887,3
888,3
889,3
890,3
891,3
892,3
893,3
894,3
895,3
896,3
897,3
898,3
899,3
900,3
901,3
902,3
903,3
904,3
905,3
906,3
907,3
908,3
909,3
910,3
911,3
912,221
913,3
914,3
915,3
916,3
917,3
918,3
919,3
920,3
921,3
922,3
923,3
924,3
925,3
926,3
927,3
928,3
929,3
930,3
931,3
932,3
933,3
934,3
935,3
936,3
937,3
938,3
939,3
940,3
941,3
942,3
943,3
944,3
945,3
946,3
947,3
948,3
949,3
950,3
951,3
952,3
953,3
954,3
955,3
956,3
957,3
958,3
959,3
960,3
961,3
962,3
963,3
964,3
965,3
966,3
967,3
968,3
969,3
970,3
971,3
972,3
973,3
974,3
975,3
976,3
977,3
978,3
979,3
980,3
981,3
982,3
983,3
984,3
985,3
986,3
987,3
988,3
989,3
990,3
991,3
992,3
993,3
994,3
995,3
996,3
997,3
998,3
999,3
1000,3
1001,3
1002,3
1003,3
1004,3
1005,3
1006,3
1007,3
1008,3
1009,3
1010,3
1011,3
1012,3
1013,3
1014,3
1015,3
1016,3
1017,3
1018,3
1019,3
1020,3
1021,3
1022,3
1023,3
1024,3
1025,3
1026,3
1027,3
1028,3
1029,3
1030,3
1031,3
1032,3
1033,3
1034,3
1035,3
1036,3
1037,3
1038,3
1039,3
1040,3
1041,3
1042,3
1043,3
1044,3
1045,3
1046,3
1047,3
1048,3
1049,3
1050,3
1051,3
1052,3
1053,3
1054,3
1055,3
1056,3
1057,3
1058,3
1059,3
1060,3
1061,3
1062,3
1063,3
1064,3
1065,3
1066,3
1067,3
1068,3
1069,3
1070,3
1071,3
1072,3
1073,3
1074,3
1075,3
1076,3
1077,3
1078,3
1079,3
