t_idx,obstacle,path,alignment,goal,center
0,0,0,0,0.38621,0.333398
1,0,0,0,0.339919,0.362233
2,0,0,0,0.394602,0.322169
3,0,0,0,0.423932,0.36644
4,0,0,0,0.4214,0.364617
5,0,0,0,0.458702,0.380354
6,0,0,0,0.507242,0.43347
7,0,0,0,0.528865,0.463175
8,0,0,0,0.6171,0.583516
9,0,0,0,0.595496,0.554681
10,0,0,0,0.597699,0.571597
11,0,0,0,0.607096,0.685107
12,0,0,0,0.655834,0.612544
13,0,0,0,0.619031,0.686051
14,0,0,0,0.646305,0.706902
15,0,0,0,0.635762,0.738505
16,0,0,0,0.641551,0.713361
17,0,0,0,0.675584,0.725703
18,0,0,0,0.664361,0.722959
19,0,0,0,0.670327,0.756474
20,0,0,0,0.693907,0.721438
21,0.0625,0,0,0.681842,0.696013
22,0,0,0,0.757206,0.811694
23,0,0,0,0.774025,0.819425
24,0.047619,0,0,0.786896,0.874782
25,0,0,0,0.777566,0.821455
26,0,0,0,0.78874,0.819229
27,0,0,0,0.736285,0.708751
28,0,0,0,0.744605,0.711941
29,0,0,0,0.748153,0.713417
30,0,0,0,0.717708,0.659869
31,0.0526316,0,0,0.734683,0.692287
32,0.05,0,0,0.732491,0.654121
33,0.75,0,0,0.36405,0.427651
34,0.708333,0,0,0.397909,0.453316
35,0,0,0,0.768444,0.707527
36,0,0,0,0.761312,0.705539
37,0.777778,0,0,0.371481,0.421485
38,0,0,0,0.749244,0.695456
39,0.741935,0,0,0.399218,0.452447
40,0.730769,0,0,0.377498,0.412328
41,0.64,0,0,0.379369,0.436132
42,0,0,0,0.90486,0.711752
43,0,0,0,0.74259,0.734666
44,0,0,0,0.8515,0.68192
45,0,0,0,0.855245,0.685703
46,0,0,0,0.847161,0.681094
47,0,0,0,0.844332,0.678903
48,0,0,0,0.829442,0.673743
49,0,0,0,0.821187,0.668383
50,0,0,0,0.807762,0.660214
51,0,0,0,0.824065,0.665665
52,0,0,0,0.803974,0.659844
53,0,0,0,0.823008,0.662287
54,0,0,0,0.804474,0.653504
55,0,0,0,0.790822,0.648511
56,0,0,0,0.787778,0.649277
57,0,0,0,0.785423,0.64688
58,0,0,0,0.799268,0.656969
59,0,0,0,0.808833,0.657018
60,0,0,0,0.8076,0.6571
61,0,0,0,0.818618,0.67432
62,0,0,0,0.849898,0.684371
63,0,0,0,0.832066,0.67622
64,0,0,0,0.795931,0.653739
65,0,0,0,0.795724,0.652901
66,0,0,0,0.795074,0.652881
67,0,0,0,0.800879,0.65414
68,0,0,0,0,0
69,0,0,0,0,0
70,0,0,0,0,0
71,0,0,0,0,0
72,0,0,0,0,0
73,0,0,0,0,0
74,0,0,0,0,0
75,0,0,0,0,0
76,0,0,0,0,0
77,0,0,0,0,0
78,0,0,0,0,0
79,0,0,0,0.764605,0.803538
80,0.48,0,0,0.544442,0.400273
81,0.375,0,0,0.653704,0.512377
82,0,0,0,0.738393,0.809057
83,0.0769231,0,0,0.787238,0.526678
84,0,0,0,0.786868,0.519278
85,0,0,0,0.719653,0.441955
86,0,0,0,0.710295,0.437899
87,0.25,0,0,0.591547,0.435789
88,0.25,0,0,0.502942,0.372414
89,0,0,0,0.523936,0.307647
