t_idx,best_total_cost
278,0.128529
279,0.989828
280,0.803871
281,0.671806
282,0.765729
283,0.895615
284,0.851203
285,0.859252
286,0.887234
287,0.93909
288,0.824898
289,0.81757
290,0.864374
291,0.843134
292,0.889011
293,0.949232
294,0.935731
295,0.906966
296,0.841952
297,0.612166
298,0.346219
299,0.279925
300,0.271643
301,0.281536
302,0.294232
303,0.291191
304,0.322525
305,0.322105
306,0.335014
307,0.353736
308,0.379598
309,0.40187
310,0.424178
311,0.433116
312,0.466844
313,0.497618
314,0.542987
315,0.611055
316,0.624832
317,0.747092
318,0.704081
319,0.713814
320,0.680297
321,0
322,0.00301038
323,0
324,0
325,0
326,0.00198618
327,0
328,0.00227457
329,0.00434438
330,0.0106554
331,0.03
332,0.0674016
333,0.0648193
334,0.433682
335,0.692528
336,0.691286
337,0.697497
338,0
339,0
340,0
341,0
342,0.684877
343,0.682485
344,0.683778
345,0.695739
346,0.676645
347,0.678339
348,0.0230769
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0.684296
358,0.688575
359,0.482491
360,0.427079
361,0.382244
362,0.486178
363,0.545369
364,0.531083
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0.501693
375,0.510055
376,0.46062
377,0.256913
378,0.277334
379,0.25071
380,0.254486
381,0.250531
382,0.245517
383,0.262979
384,0.230329
385,0.122828
386,0.0381154
387,0.0481977
388,0.0153987
389,0.00525157
390,0.423829
391,0.378759
392,0.46354
393,0.495146
394,0.504665
395,0.494683
396,0.49394
397,0.498097
398,0.486742
399,0.488171
400,0.466466
401,0.459816
402,0.453716
403,0.482283
404,0.419053
405,0.483627
406,0.469144
407,0.37519
408,0.374722
409,0.354717
410,0.362446
411,0.345381
412,0.351659
413,0.486477
414,0.481611
415,0.489529
416,0.50511
417,0.511628
418,0
419,0
420,0
421,0
422,0
423,0
424,0.0194554
425,0.0224496
426,0.0240928
427,0.0245604
428,0.00791384
429,0.0249256
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0.822678
439,0.819555
440,0.789267
441,0.778163
442,0.766813
443,0.729185
444,0.703125
445,0.676634
446,0.642783
447,0.603529
448,0.582969
449,0.610842
450,0.505321
451,0.54004
452,0.592472
453,0.643822
454,0.524747
455,0.472233
456,0.439466
457,0.380093
458,0.305838
459,0.293387
460,0.227371
461,0.111652
462,0.057399
463,0.0804637
464,0.0599386
465,0.0755105
466,0.0792956
467,0.0328301
468,0.0364356
469,0.0260052
470,0.0268617
471,0.016829
472,0.0165204
473,0.00811173
474,0.00592822
475,0.0249619
476,0.0101255
477,0.00379523
478,0.00991861
479,0.00527138
480,0.0392065
481,0.0290323
482,0.034084
483,0.0458236
484,0.0714769
485,0.0707452
486,0.0692308
487,0.236935
488,0.245463
489,0.0577356
490,0.0555556
491,0.0888889
492,0.0799079
493,0.0854754
494,0.00213986
495,0.00606169
496,0.0353916
497,0
498,0
499,0
500,0.003222
501,0.0196162
502,0
503,0
504,0
505,0
506,0.0633953
507,0.0899996
508,0.084909
509,0.00208604
510,0.00633987
511,0.00252325
512,0.00878441
513,0
514,0
515,0.00226968
516,0.00558556
517,0.00772391
518,0.0993992
519,0.111361
520,0.133036
521,0.0166117
522,0.0523237
523,0.080919
524,0.0842806
525,0.0878134
526,0.105093
527,0.119466
528,0.101619
529,0.128511
530,0.100837
531,0.139832
532,0.158846
533,0.149235
534,0.184172
535,0.17851
536,0.199826
537,0.237651
538,0.255511
539,0.23146
540,0.257277
541,0.226485
542,0.271916
543,0.300457
544,0.332524
545,0.336686
546,0.321002
547,0.361081
548,0.407386
549,0.405504
550,0.350414
551,0.371643
552,0.379537
553,0.418875
554,0.467699
555,0.500162
556,0.453953
557,0.480752
558,0.551495
559,0.621082
560,0.640247
561,0.621152
562,0.610348
563,0.631868
564,0.677752
565,0.711161
566,0.765933
567,0.746232
568,0.761226
569,0.754077
570,0.756627
571,0.783602
572,0.784431
573,0.754625
574,0.738792
575,0.736187
576,0.740382
577,0.736488
578,0.737555
579,0.734841
580,0.774517
581,0.813389
582,0.74588
583,0.816775
584,0.830793
585,0.837772
586,0.815632
587,0.83384
588,0.808069
589,0.832328
590,0.847342
591,0.835353
592,0.864458
593,0.876687
594,0.873797
595,0.868705
596,0.91977
597,0.901602
598,0.912484
599,0.946178
600,0.95585
601,0.970614
602,1.00655
603,1.01262
604,0.989506
605,1.0111
606,1.02251
607,1.04278
608,1.04888
609,1.05366
610,1.07613
611,1.06938
612,1.05538
613,1.08855
614,1.08978
615,1.08322
616,1.0909
617,1.08773
618,1.08873
619,1.07347
620,1.07323
621,1.05412
622,1.12018
623,1.10241
624,1.14206
625,1.10077
626,1.0892
627,1.07877
628,1.07463
629,1.08464
630,1.09844
631,1.08114
632,1.08986
633,1.10356
634,1.09656
635,1.08387
636,1.08254
637,1.0808
638,1.07984
639,1.07551
640,1.05484
641,1.07125
642,1.08949
643,1.08678
644,1.07282
645,1.05491
646,1.05514
647,1.0469
648,1.03882
649,1.04046
650,1.04382
651,1.05564
652,1.04492
653,1.0398
654,1.03451
655,1.03077
656,1.03145
657,1.04045
658,1.09115
659,1.10966
660,1.13413
661,1.14674
662,1.13887
663,1.16147
664,1.1671
665,1.15791
666,1.18144
667,1.14744
668,1.13748
669,1.16244
670,1.14704
671,1.13254
672,1.1622
673,1.17246
674,1.15889
675,1.15358
676,1.16023
677,1.15688
678,1.14446
679,1.14847
680,1.14408
681,1.13659
682,1.14449
683,1.14319
684,1.21363
685,1.25221
686,1.27154
687,1.26459
688,1.27372
689,1.29623
690,1.29993
691,1.2858
692,1.28708
693,1.23765
694,1.28775
695,1.33689
696,1.34634
697,1.34897
698,1.35686
699,1.36357
700,1.36528
701,1.36984
702,1.36348
703,1.36682
704,1.34347
705,1.34098
706,1.3697
707,1.36829
708,1.44533
709,1.43777
710,1.42429
711,1.39205
712,1.37462
713,1.37011
714,1.37161
715,1.37012
716,1.37012
717,1.37162
718,1.37013
719,1.37013
720,1.38478
721,1.37172
722,1.37016
723,1.37163
724,1.38589
725,1.38595
726,1.37023
727,1.37164
728,1.37164
729,1.38479
730,1.37017
731,1.37012
732,1.38481
733,1.37016
734,1.37161
735,1.37166
736,1.3859
737,1.38486
738,1.38491
739,1.38491
740,1.38491
741,1.38491
742,1.38491
743,1.38602
744,1.37024
745,1.3848
746,1.38486
747,1.38491
748,1.37024
749,1.37017
750,1.3859
751,1.37024
752,1.37017
753,1.3848
754,1.38491
755,1.38491
756,1.37174
757,1.37015
758,1.37165
759,1.37015
760,1.3848
761,1.38486
762,1.37024
763,1.37015
764,1.37015
765,1.38478
766,1.37023
767,1.37017
768,1.38495
769,1.37029
770,1.37023
771,1.38478
772,1.38491
773,1.38491
774,1.38491
775,1.38491
776,1.38491
777,1.37023
778,1.3848
779,1.38486
780,1.38617
781,1.3849
782,1.38491
783,1.38491
784,1.37024
785,1.37017
786,1.37015
787,1.38479
788,1.38486
789,1.37023
790,1.37015
791,1.37165
792,1.37022
793,1.37013
794,1.37015
795,1.38479
796,1.37023
797,1.37017
798,1.37021
799,1.37163
800,1.37015
801,1.37015
802,1.38479
803,1.38485
804,1.37023
805,1.37008
806,1.37009
807,1.38481
808,1.3849
809,1.38491
810,1.37023
811,1.38479
812,1.38486
813,1.37017
814,1.34424
815,1.34552
816,1.37005
817,1.37014
818,1.37014
819,1.37021
820,1.37013
821,1.37014
822,1.38479
823,1.37023
824,1.37016
825,1.37021
826,1.37012
827,1.37014
828,1.37014
829,1.34425
830,1.34552
831,1.37005
832,1.37021
833,1.37019
834,1.37013
835,1.37014
836,1.37014
837,1.37014
838,1.38479
839,1.38485
840,1.34305
841,1.38467
842,1.38479
843,1.37023
844,1.34443
845,1.34571
846,1.37003
847,1.37014
848,1.37014
849,1.38478
850,1.3849
851,1.38489
852,1.3849
853,1.3849
854,1.3849
855,1.3849
856,1.37022
857,1.37016
858,1.37014
859,1.3702
860,1.37019
861,1.37012
862,1.37014
863,1.37014
864,1.37014
865,1.37014
866,1.37013
867,1.37013
868,1.37014
869,1.37014
870,1.37014
871,1.37014
872,1.37014
873,1.37014
874,1.38478
875,1.38484
876,1.37022
877,1.3702
878,1.37019
879,1.37012
880,1.37013
881,1.37013
882,1.37013
883,1.37013
884,1.37013
885,1.34427
886,1.37005
887,1.37011
888,1.37013
889,1.38478
890,1.38484
891,1.3849
892,1.37022
893,1.37016
894,1.37014
895,1.37013
896,1.37013
897,1.38478
898,1.37022
899,1.37016
900,1.37013
901,1.38478
902,1.38485
903,1.37022
904,1.38478
905,1.38485
906,1.38505
907,1.37021
908,1.37016
909,1.37014
910,1.38478
911,1.38484
912,1.34304
913,1.38467
914,1.38591
915,1.37022
916,1.37014
917,1.37014
918,1.37014
919,1.37013
920,1.37013
921,1.37013
922,1.38478
923,1.38484
924,1.37022
925,1.37016
926,1.37016
927,1.37016
928,1.37016
929,1.37016
930,1.37016
931,1.37016
932,1.37016
933,1.37016
934,1.37016
935,1.37016
936,1.37016
937,1.37016
938,1.37016
939,1.37016
940,1.37016
941,1.37016
942,1.37016
943,1.37016
944,1.37016
945,1.37016
946,1.37016
947,1.37016
948,1.37016
949,1.37016
950,1.37016
951,1.37016
952,1.37016
953,1.37016
954,1.37016
955,1.37016
956,1.37016
957,1.37016
958,1.37016
959,1.37016
960,1.37016
961,1.37016
962,1.37016
963,1.37016
964,1.37016
965,1.37016
966,1.37016
967,1.37016
968,1.37016
969,1.37016
970,1.37016
971,1.37016
972,1.37016
973,1.37016
974,1.37016
975,1.37016
976,1.37016
977,1.37016
978,1.37016
979,1.37016
980,1.37016
981,1.37016
982,1.37016
983,1.37016
984,1.37016
985,1.37016
986,1.37016
987,1.37016
988,1.37016
989,1.37016
990,1.37016
991,1.37016
992,1.37016
993,1.37016
994,1.37016
995,1.37016
996,1.37016
997,1.37016
998,1.37016
999,1.37016
1000,1.37016
1001,1.37016
1002,1.37016
1003,1.37016
1004,1.37016
1005,1.37016
1006,1.37016
1007,1.37016
1008,1.37016
1009,1.37016
1010,1.37016
1011,1.37016
1012,1.37016
1013,1.37016
1014,1.37016
1015,1.37016
1016,1.37016
1017,1.37016
1018,1.37016
1019,1.37016
1020,1.37016
1021,1.37016
1022,1.37016
1023,1.37016
1024,1.37016
1025,1.37016
1026,1.37016
1027,1.37016
1028,1.37016
1029,1.37016
1030,1.37016
1031,1.37016
1032,1.37016
1033,1.37016
1034,1.37016
1035,1.37016
1036,1.37016
1037,1.37016
1038,1.37016
1039,1.37016
1040,1.37016
1041,1.37016
1042,1.37016
1043,1.37016
1044,1.37016
1045,1.37016
1046,1.37016
1047,1.37016
1048,1.37016
1049,1.37016
1050,1.37016
1051,1.37016
1052,1.37016
1053,1.37016
1054,1.37016
1055,1.37016
1056,1.37016
1057,1.37016
1058,1.37016
1059,1.37016
1060,1.37016
1061,1.37016
1062,1.37016
1063,1.37016
1064,1.37016
1065,1.37016
1066,1.37016
1067,1.37016
1068,1.37016
1069,1.37016
1070,1.37016
1071,1.37016
1072,1.37016
1073,1.37016
1074,1.37016
1075,1.37016
1076,1.37016
1077,1.37016
1078,1.37016
1079,1.37016
