t_idx,sample_idx,obstacle,path,alignment,goal,center
0,131,0,0.0935542,0.0709881,3.62431,3.26912
0,132,0,0.111991,0.0786689,3.68571,3.42778
0,133,0,0.127345,0.0856286,3.75215,3.58474
0,134,0,0.139326,0.0940867,3.81987,3.72819
0,135,0,0.158734,0.0904174,3.79982,3.71142
0,136,0,0.145234,0.0786112,3.72353,3.56014
0,137,0,0.12794,0.068477,3.64847,3.39481
0,138,0,0.10718,0.0586163,3.57893,3.22761
0,139,0,0.0834358,0.047521,3.51918,3.07297
0,140,0,0.0573237,0.0337995,3.4732,2.94661
0,141,0,0.0295698,0.0171636,3.4442,2.86339
0,142,0,0.000975978,0.00105475,3.43429,2.83429
0,143,0,0.0278268,0.0192052,3.4442,2.86338
0,144,0,0.0555358,0.0358369,3.4732,2.94659
0,145,0,0.0816292,0.0495519,3.51918,3.07295
0,146,0,0.105357,0.060412,3.57893,3.22758
0,147,0,0.126098,0.0700379,3.64847,3.39478
0,148,0,0.143371,0.0799808,3.72353,3.56011
0,149,0,0.156856,0.0916241,3.79982,3.71139
0,150,0,0.176254,0.0911018,3.78036,3.69524
0,151,0,0.161255,0.076935,3.69547,3.53617
0,152,0,0.142039,0.0645111,3.61173,3.36245
0,153,0,0.118973,0.0528198,3.53394,3.18661
0,154,0,0.0925898,0.0411374,3.46693,3.02372
0,155,0,0.0635763,0.0283663,3.41525,2.89031
0,156,0,0.0327386,0.0142003,3.3826,2.80226
0,157,0,0.000967726,0.00104649,3.37143,2.77143
0,158,0,0.0310045,0.0160975,3.3826,2.80225
0,159,0,0.0617987,0.0301615,3.41525,2.89029
0,160,0,0.0907953,0.0428145,3.46693,3.02369
0,161,0,0.117159,0.0543782,3.53394,3.18658
0,162,0,0.140205,0.0658371,3.61173,3.36241
0,163,0,0.1594,0.0781424,3.69547,3.53613
0,164,0,0.174387,0.0920768,3.78036,3.69521
0,165,0,0.193775,0.0943381,3.76148,3.67969
0,166,0,0.177275,0.0782701,3.66799,3.51286
0,167,0,0.156138,0.0638796,3.57552,3.33073
0,168,0,0.130765,0.0507311,3.48936,3.14619
0,169,0,0.101744,0.0381953,3.41496,2.97488
0,170,0,0.0698289,0.0256296,3.35744,2.83423
0,171,0,0.0359074,0.0126109,3.32104,2.7412
0,172,0,0.000959474,0.00103824,3.30857,2.70857
0,173,0,0.0341853,0.0141705,3.32104,2.74119
0,174,0,0.0680651,0.0270905,3.35744,2.83421
0,175,0,0.0999613,0.0395987,3.41496,2.97485
0,176,0,0.128961,0.0519868,3.48936,3.14615
0,177,0,0.154312,0.0649733,3.57552,3.33069
0,178,0,0.175433,0.0792463,3.66799,3.51282
0,179,0,0.191919,0.0951966,3.76148,3.67966
0,180,0,0.211295,0.0995814,3.74321,3.66479
0,181,0,0.193295,0.0818596,3.64111,3.49023
0,182,0,0.170237,0.0658611,3.53983,3.29967
0,183,0,0.142557,0.0513226,3.4452,3.10634
0,184,0,0.110898,0.0378485,3.36327,2.92648
0,185,0,0.0760815,0.0249273,3.29977,2.7784
0,186,0,0.0390763,0.012146,3.25951,2.6802
0,187,0,0.000951223,0.00102999,3.24571,2.64571
0,188,0,0.037366,0.0134317,3.25951,2.68019
0,189,0,0.0743315,0.026138,3.29977,2.77838
0,190,0,0.109127,0.0389944,3.36327,2.92645
0,191,0,0.140764,0.0524158,3.4452,3.10631
0,192,0,0.168422,0.0668381,3.53983,3.29964
0,193,0,0.191466,0.08272,3.64111,3.49019
0,194,0,0.20945,0.100324,3.74321,3.66476
0,195,0,0.228816,0.106658,3.72554,3.65054
0,196,0,0.209316,0.0875002,3.61483,3.46829
0,197,0,0.184336,0.0700023,3.5047,3.2693
0,198,0,0.154349,0.054066,3.40149,3.06711
0,199,0,0.120052,0.0393778,3.31188,2.87854
0,200,0,0.0823341,0.0256751,3.24225,2.72283
0,201,0,0.0422451,0.0124685,3.19803,2.61929
0,202,0,0.000942971,0.00102174,3.18286,2.58286
0,203,0,0.0405468,0.0135257,3.19803,2.61927
0,204,0,0.0805978,0.0266556,3.24225,2.72281
0,205,0,0.118293,0.0403571,3.31188,2.87851
0,206,0,0.152566,0.0549303,3.40149,3.06708
0,207,0,0.182534,0.070751,3.5047,3.26926
0,208,0,0.207498,0.0881326,3.61483,3.46825
0,209,0,0.226981,0.10721,3.72554,3.65051
0,210,0,0.246336,0.115225,3.70848,3.63695
0,211,0,0.225336,0.0947288,3.58917,3.44706
0,212,0,0.198435,0.0757335,3.47013,3.23964
0,213,0,0.166142,0.0582657,3.35825,3.02852
0,214,0,0.129206,0.0423728,3.2608,2.83108
0,215,0,0.0885867,0.0274707,3.1849,2.66754
0,216,0,0.0454139,0.0133622,3.13659,2.55845
0,217,0,0.000934719,0.00101349,3.12,2.52
0,218,0,0.0437276,0.0142291,3.13659,2.55844
0,219,0,0.0868642,0.0283221,3.1849,2.66751
0,220,0,0.127459,0.0431249,3.2608,2.83105
0,221,0,0.164369,0.0590165,3.35825,3.02848
0,222,0,0.196646,0.0763691,3.47013,3.23959
0,223,0,0.223531,0.0952482,3.58917,3.44702
0,224,0,0.244513,0.115627,3.70848,3.63691
1,0,0,0.00105025,0.212719,4,3.88414
1,1,0,0.00105025,0.205356,4,3.80364
1,2,0,0.00105025,0.188754,4,3.71234
1,3,0,0.00105025,0.163289,4,3.61871
1,4,0,0.00105025,0.129907,4,3.53212
1,5,0,0.00105025,0.0900729,4,3.46184
1,6,0,0.00105025,0.0456831,4,3.41596
1,7,0,0.00105025,0.00112901,4,3.4
1,8,0,0.00105025,0.0478721,4,3.41595
1,9,0,0.00105025,0.0922542,4,3.46183
1,10,0,0.00105025,0.132076,4,3.5321
1,11,0,0.00105025,0.165442,4,3.6187
1,12,0,0.00105025,0.190888,4,3.71232
1,13,0,0.00105025,0.207468,4,3.80363
1,14,0,0.00105025,0.214811,4,3.88413
1,15,0,0.0185707,0.195199,3.97565,3.86264
1,16,0,0.0170707,0.189335,3.9673,3.77427
1,17,0,0.0151492,0.174655,3.95925,3.67493
1,18,0,0.0128425,0.151497,3.95193,3.5735
1,19,0,0.0102042,0.120753,3.94575,3.47988
1,20,0,0.00730285,0.0838203,3.94106,3.40395
1,21,0,0.00421908,0.0425143,3.93814,3.35438
1,22,0,0.00104199,0.00112076,3.93714,3.33714
1,23,0,0.00263974,0.0446869,3.93814,3.35438
1,24,0,0.00559423,0.0859856,3.94106,3.40394
1,25,0,0.00843901,0.122906,3.94575,3.47986
1,26,0,0.0110415,0.153635,3.95193,3.57349
1,27,0,0.013326,0.176776,3.95925,3.67491
1,28,0,0.0152272,0.191436,3.9673,3.77426
1,29,0,0.0167153,0.197279,3.97565,3.86263
1,30,0,0.0360911,0.177679,3.9518,3.8417
1,31,0,0.0330911,0.173315,3.93506,3.74546
1,32,0,0.0292481,0.160557,3.91889,3.63801
1,33,0,0.0246347,0.139705,3.90415,3.52869
1,34,0,0.0193582,0.111599,3.89169,3.42791
1,35,0,0.0135555,0.0775677,3.88222,3.3462
1,36,0,0.00738792,0.0393454,3.8763,3.29285
1,37,0,0.00103374,0.00111251,3.87429,3.27429
1,38,0,0.00569485,0.0415017,3.8763,3.29284
1,39,0,0.0117714,0.079717,3.88222,3.34619
1,40,0,0.0175327,0.113737,3.89169,3.4279
1,41,0,0.0227863,0.141829,3.90415,3.52867
1,42,0,0.0273786,0.162663,3.91889,3.638
1,43,0,0.0312108,0.175403,3.93506,3.74544
1,44,0,0.0341997,0.179748,3.9518,3.84169
1,45,0,0.0536115,0.160158,3.92847,3.82132
1,46,0,0.0491115,0.157294,3.90331,3.7172
1,47,0,0.043347,0.146458,3.87893,3.60161
1,48,0,0.036427,0.127913,3.85668,3.48429
1,49,0,0.0285121,0.102445,3.83782,3.37623
1,50,0,0.0198081,0.0713151,3.82347,3.2886
1,51,0,0.0105568,0.0361766,3.81449,3.23135
1,52,0,0.00102549,0.00110426,3.81143,3.21143
1,53,0,0.00882395,0.0383165,3.81449,3.23135
1,54,0,0.0179995,0.0734484,3.82347,3.28859
1,55,0,0.0266697,0.104568,3.83782,3.37622
1,56,0,0.0345654,0.130022,3.85668,3.48428
1,57,0,0.0414695,0.148551,3.87893,3.60159
1,58,0,0.0472178,0.15937,3.90331,3.71718
1,59,0,0.0517067,0.162216,3.92847,3.82131
1,60,0,0.0711319,0.142638,3.90566,3.80152
1,61,0,0.065132,0.141274,3.87204,3.68951
1,62,0,0.0574459,0.132359,3.8394,3.56573
1,63,0,0.0482192,0.11612,3.80953,3.44033
1,64,0,0.0376661,0.0932908,3.78416,3.32485
1,65,0,0.0260607,0.0650625,3.76481,3.23116
1,66,0,0.0137256,0.0330078,3.7527,3.1699
1,67,0,0.00101724,0.00109601,3.74857,3.14857
1,68,0,0.0119741,0.0351313,3.7527,3.16989
1,69,0,0.0242465,0.0671798,3.76481,3.23115
1,70,0,0.0358222,0.0953984,3.78416,3.32483
1,71,0,0.0463549,0.118215,3.80953,3.44031
1,72,0,0.0555629,0.134439,3.8394,3.56571
1,73,0,0.06324,0.143337,3.87204,3.68949
1,74,0,0.0692305,0.144685,3.90566,3.8015
1,75,0,0.0886523,0.125117,3.88339,3.7823
1,76,0,0.0811524,0.125253,3.84129,3.66241
1,77,0,0.0715448,0.11826,3.8003,3.53039
1,78,0,0.0600115,0.104328,3.7627,3.39682
1,79,0,0.04682,0.0841369,3.7307,3.27378
1,80,0,0.0323133,0.0588099,3.70626,3.17388
1,81,0,0.0168944,0.0298389,3.69094,3.1085
1,82,0,0.00100899,0.00108775,3.68571,3.08571
1,83,0,0.0151376,0.0319461,3.69094,3.10849
1,84,0,0.0304963,0.0609112,3.70626,3.17387
1,85,0,0.0449785,0.0862291,3.7307,3.27377
1,86,0,0.058147,0.106408,3.7627,3.39679
1,87,0,0.0696699,0.120326,3.8003,3.53037
1,88,0,0.0792663,0.127305,3.84129,3.66239
1,89,0,0.0867544,0.127154,3.88339,3.78228
1,90,0,0.106173,0.109428,3.86166,3.76367
1,91,0,0.0971728,0.109233,3.81104,3.63591
1,92,0,0.0856437,0.104161,3.76164,3.49562
1,93,0,0.0718037,0.0925358,3.71621,3.35377
1,94,0,0.055974,0.0749829,3.67747,3.22305
1,95,0,0.0385659,0.0525573,3.64782,3.11678
1,96,0,0.0200633,0.0266701,3.62921,3.04714
1,97,0,0.00100073,0.0010795,3.62286,3.02286
1,98,0,0.0183041,0.0287609,3.62921,3.04713
1,99,0,0.0367561,0.0546427,3.64782,3.11676
1,100,0,0.0541348,0.0770598,3.67747,3.22303
1,101,0,0.0699494,0.0946016,3.71621,3.35374
1,102,0,0.0837768,0.106214,3.76164,3.49559
1,103,0,0.0952925,0.111272,3.81104,3.63589
1,104,0,0.104278,0.111226,3.86166,3.76365
1,105,0,0.123693,0.0989136,3.84048,3.74564
1,106,0,0.113193,0.0940892,3.78132,3.61003
1,107,0,0.0997426,0.090062,3.72344,3.46142
1,108,0,0.0835959,0.0807436,3.67008,3.3112
1,109,0,0.0651279,0.065829,3.62446,3.17266
1,110,0,0.0448185,0.0463047,3.5895,3.05986
1,111,0,0.0232321,0.0235013,3.5675,2.98583
1,112,0,0.000992482,0.00107125,3.56,2.96
1,113,0,0.0214784,0.0255756,3.5675,2.98583
1,114,0,0.043016,0.0483741,3.5895,3.05984
1,115,0,0.0632972,0.0678905,3.62446,3.17263
1,116,0,0.0817518,0.0827948,3.67008,3.31118
1,117,0,0.0978838,0.0921014,3.72344,3.46139
1,118,0,0.111319,0.0960024,3.78132,3.61
1,119,0,0.121802,0.100475,3.84048,3.74562
1,120,0,0.141214,0.0927539,3.81987,3.72822
1,121,0,0.129214,0.0840251,3.75215,3.58476
1,122,0,0.113842,0.0767564,3.68571,3.42781
1,123,0,0.0953882,0.0689513,3.62431,3.26914
1,124,0,0.0742819,0.056675,3.5717,3.12262
1,125,0,0.0510711,0.0400521,3.53129,3.00313
1,126,0,0.0264009,0.0203324,3.50584,2.92458
1,127,0,0.00098423,0.001063,3.49714,2.89714
1,128,0,0.0246526,0.0223904,3.50584,2.92457
1,129,0,0.0492759,0.0421055,3.53129,3.00311
1,130,0,0.0724632,0.0587212,3.5717,3.1226
1,131,0,0.0935542,0.0709881,3.62431,3.26912
1,132,0,0.111991,0.0786689,3.68571,3.42778
1,133,0,0.127345,0.0856286,3.75215,3.58474
1,134,0,0.139326,0.0940867,3.81987,3.72819
1,135,0,0.158734,0.0904174,3.79982,3.71142
1,136,0,0.145234,0.0786112,3.72353,3.56014
1,137,0,0.12794,0.068477,3.64847,3.39481
1,138,0,0.10718,0.0586163,3.57893,3.22761
1,139,0,0.0834358,0.047521,3.51918,3.07297
1,140,0,0.0573237,0.0337995,3.4732,2.94661
1,141,0,0.0295698,0.0171636,3.4442,2.86339
1,142,0,0.000975978,0.00105475,3.43429,2.83429
1,143,0,0.0278268,0.0192052,3.4442,2.86338
1,144,0,0.0555358,0.0358369,3.4732,2.94659
1,145,0,0.0816292,0.0495519,3.51918,3.07295
1,146,0,0.105357,0.060412,3.57893,3.22758
1,147,0,0.126098,0.0700379,3.64847,3.39478
1,148,0,0.143371,0.0799808,3.72353,3.56011
1,149,0,0.156856,0.0916241,3.79982,3.71139
1,150,0,0.176254,0.0911018,3.78036,3.69524
1,151,0,0.161255,0.076935,3.69547,3.53617
1,152,0,0.142039,0.0645111,3.61173,3.36245
1,153,0,0.118973,0.0528198,3.53394,3.18661
1,154,0,0.0925898,0.0411374,3.46693,3.02372
1,155,0,0.0635763,0.0283663,3.41525,2.89031
1,156,0,0.0327386,0.0142003,3.3826,2.80226
1,157,0,0.000967726,0.00104649,3.37143,2.77143
1,158,0,0.0310045,0.0160975,3.3826,2.80225
1,159,0,0.0617987,0.0301615,3.41525,2.89029
1,160,0,0.0907953,0.0428145,3.46693,3.02369
1,161,0,0.117159,0.0543782,3.53394,3.18658
1,162,0,0.140205,0.0658371,3.61173,3.36241
1,163,0,0.1594,0.0781424,3.69547,3.53613
1,164,0,0.174387,0.0920768,3.78036,3.69521
1,165,0,0.193775,0.0943381,3.76148,3.67969
1,166,0,0.177275,0.0782701,3.66799,3.51286
1,167,0,0.156138,0.0638796,3.57552,3.33073
1,168,0,0.130765,0.0507311,3.48936,3.14619
1,169,0,0.101744,0.0381953,3.41496,2.97488
1,170,0,0.0698289,0.0256296,3.35744,2.83423
1,171,0,0.0359074,0.0126109,3.32104,2.7412
1,172,0,0.000959474,0.00103824,3.30857,2.70857
1,173,0,0.0341853,0.0141705,3.32104,2.74119
1,174,0,0.0680651,0.0270905,3.35744,2.83421
1,175,0,0.0999613,0.0395987,3.41496,2.97485
1,176,0,0.128961,0.0519868,3.48936,3.14615
1,177,0,0.154312,0.0649733,3.57552,3.33069
1,178,0,0.175433,0.0792463,3.66799,3.51282
1,179,0,0.191919,0.0951966,3.76148,3.67966
1,180,0,0.211295,0.0995814,3.74321,3.66479
1,181,0,0.193295,0.0818596,3.64111,3.49023
1,182,0,0.170237,0.0658611,3.53983,3.29967
1,183,0,0.142557,0.0513226,3.4452,3.10634
1,184,0,0.110898,0.0378485,3.36327,2.92648
1,185,0,0.0760815,0.0249273,3.29977,2.7784
1,186,0,0.0390763,0.012146,3.25951,2.6802
1,187,0,0.000951223,0.00102999,3.24571,2.64571
1,188,0,0.037366,0.0134317,3.25951,2.68019
1,189,0,0.0743315,0.026138,3.29977,2.77838
1,190,0,0.109127,0.0389944,3.36327,2.92645
1,191,0,0.140764,0.0524158,3.4452,3.10631
1,192,0,0.168422,0.0668381,3.53983,3.29964
1,193,0,0.191466,0.08272,3.64111,3.49019
1,194,0,0.20945,0.100324,3.74321,3.66476
1,195,0,0.228816,0.106658,3.72554,3.65054
1,196,0,0.209316,0.0875002,3.61483,3.46829
1,197,0,0.184336,0.0700023,3.5047,3.2693
1,198,0,0.154349,0.054066,3.40149,3.06711
1,199,0,0.120052,0.0393778,3.31188,2.87854
1,200,0,0.0823341,0.0256751,3.24225,2.72283
1,201,0,0.0422451,0.0124685,3.19803,2.61929
1,202,0,0.000942971,0.00102174,3.18286,2.58286
1,203,0,0.0405468,0.0135257,3.19803,2.61927
1,204,0,0.0805978,0.0266556,3.24225,2.72281
1,205,0,0.118293,0.0403571,3.31188,2.87851
1,206,0,0.152566,0.0549303,3.40149,3.06708
1,207,0,0.182534,0.070751,3.5047,3.26926
1,208,0,0.207498,0.0881326,3.61483,3.46825
1,209,0,0.226981,0.10721,3.72554,3.65051
1,210,0,0.246336,0.115225,3.70848,3.63695
1,211,0,0.225336,0.0947288,3.58917,3.44706
1,212,0,0.198435,0.0757335,3.47013,3.23964
1,213,0,0.166142,0.0582657,3.35825,3.02852
1,214,0,0.129206,0.0423728,3.2608,2.83108
1,215,0,0.0885867,0.0274707,3.1849,2.66754
1,216,0,0.0454139,0.0133622,3.13659,2.55845
1,217,0,0.000934719,0.00101349,3.12,2.52
1,218,0,0.0437276,0.0142291,3.13659,2.55844
1,219,0,0.0868642,0.0283221,3.1849,2.66751
1,220,0,0.127459,0.0431249,3.2608,2.83105
1,221,0,0.164369,0.0590165,3.35825,3.02848
1,222,0,0.196646,0.0763691,3.47013,3.23959
1,223,0,0.223531,0.0952482,3.58917,3.44702
1,224,0,0.244513,0.115627,3.70848,3.63691
2,0,0,0.00105025,0.212719,4,3.88414
2,1,0,0.00105025,0.205356,4,3.80364
2,2,0,0.00105025,0.188754,4,3.71234
2,3,0,0.00105025,0.163289,4,3.61871
2,4,0,0.00105025,0.129907,4,3.53212
2,5,0,0.00105025,0.0900729,4,3.46184
2,6,0,0.00105025,0.0456831,4,3.41596
2,7,0,0.00105025,0.00112901,4,3.4
2,8,0,0.00105025,0.0478721,4,3.41595
2,9,0,0.00105025,0.0922542,4,3.46183
2,10,0,0.00105025,0.132076,4,3.5321
2,11,0,0.00105025,0.165442,4,3.6187
2,12,0,0.00105025,0.190888,4,3.71232
2,13,0,0.00105025,0.207468,4,3.80363
2,14,0,0.00105025,0.214811,4,3.88413
2,15,0,0.0185707,0.195199,3.97565,3.86264
2,16,0,0.0170707,0.189335,3.9673,3.77427
2,17,0,0.0151492,0.174655,3.95925,3.67493
2,18,0,0.0128425,0.151497,3.95193,3.5735
2,19,0,0.0102042,0.120753,3.94575,3.47988
2,20,0,0.00730285,0.0838203,3.94106,3.40395
2,21,0,0.00421908,0.0425143,3.93814,3.35438
2,22,0,0.00104199,0.00112076,3.93714,3.33714
2,23,0,0.00263974,0.0446869,3.93814,3.35438
2,24,0,0.00559423,0.0859856,3.94106,3.40394
2,25,0,0.00843901,0.122906,3.94575,3.47986
2,26,0,0.0110415,0.153635,3.95193,3.57349
2,27,0,0.013326,0.176776,3.95925,3.67491
2,28,0,0.0152272,0.191436,3.9673,3.77426
2,29,0,0.0167153,0.197279,3.97565,3.86263
2,30,0,0.0360911,0.177679,3.9518,3.8417
2,31,0,0.0330911,0.173315,3.93506,3.74546
2,32,0,0.0292481,0.160557,3.91889,3.63801
2,33,0,0.0246347,0.139705,3.90415,3.52869
2,34,0,0.0193582,0.111599,3.89169,3.42791
2,35,0,0.0135555,0.0775677,3.88222,3.3462
2,36,0,0.00738792,0.0393454,3.8763,3.29285
2,37,0,0.00103374,0.00111251,3.87429,3.27429
2,38,0,0.00569485,0.0415017,3.8763,3.29284
2,39,0,0.0117714,0.079717,3.88222,3.34619
2,40,0,0.0175327,0.113737,3.89169,3.4279
2,41,0,0.0227863,0.141829,3.90415,3.52867
2,42,0,0.0273786,0.162663,3.91889,3.638
2,43,0,0.0312108,0.175403,3.93506,3.74544
2,44,0,0.0341997,0.179748,3.9518,3.84169
2,45,0,0.0536115,0.160158,3.92847,3.82132
2,46,0,0.0491115,0.157294,3.90331,3.7172
2,47,0,0.043347,0.146458,3.87893,3.60161
2,48,0,0.036427,0.127913,3.85668,3.48429
2,49,0,0.0285121,0.102445,3.83782,3.37623
2,50,0,0.0198081,0.0713151,3.82347,3.2886
2,51,0,0.0105568,0.0361766,3.81449,3.23135
2,52,0,0.00102549,0.00110426,3.81143,3.21143
2,53,0,0.00882395,0.0383165,3.81449,3.23135
2,54,0,0.0179995,0.0734484,3.82347,3.28859
2,55,0,0.0266697,0.104568,3.83782,3.37622
2,56,0,0.0345654,0.130022,3.85668,3.48428
2,57,0,0.0414695,0.148551,3.87893,3.60159
2,58,0,0.0472178,0.15937,3.90331,3.71718
2,59,0,0.0517067,0.162216,3.92847,3.82131
2,60,0,0.0711319,0.142638,3.90566,3.80152
2,61,0,0.065132,0.141274,3.87204,3.68951
2,62,0,0.0574459,0.132359,3.8394,3.56573
2,63,0,0.0482192,0.11612,3.80953,3.44033
2,64,0,0.0376661,0.0932908,3.78416,3.32485
2,65,0,0.0260607,0.0650625,3.76481,3.23116
