t_idx,sample_idx,obstacle,path,alignment,goal,center
0,40,0,0.067636,0.527245,0.876921,0.665547
0,41,0,0.0890442,0.658639,0.891084,0.739424
0,42,0,0.107758,0.75609,0.907827,0.819563
0,43,0,0.123374,0.815677,0.926208,0.898328
0,44,0,0.135553,0.836,0.945225,0.968881
0,45,0,0.214656,0.744372,0.918712,0.953954
0,46,0,0.196319,0.730977,0.890123,0.877624
0,47,0,0.172828,0.68029,0.862426,0.792888
0,48,0,0.144629,0.593549,0.837139,0.70689
0,49,0,0.112377,0.474428,0.815707,0.627673
0,50,0,0.0769081,0.328824,0.799395,0.563437
0,51,0,0.0392094,0.16447,0.789188,0.521467
0,52,0,0.000369889,0.000424567,0.785714,0.506862
0,53,0,0.0321483,0.174478,0.789188,0.521463
0,54,0,0.0695384,0.338802,0.799395,0.563429
0,55,0,0.104869,0.484357,0.815707,0.627661
0,56,0,0.137044,0.603415,0.837139,0.706877
0,57,0,0.165178,0.690081,0.862426,0.792875
0,58,0,0.188602,0.740687,0.890123,0.877612
0,59,0,0.206894,0.753999,0.918712,0.953943
0,60,0,0.286051,0.662424,0.892795,0.939437
0,61,0,0.261601,0.656044,0.854596,0.85733
0,62,0,0.230281,0.614345,0.817499,0.766588
0,63,0,0.192682,0.538393,0.783553,0.674662
0,64,0,0.149679,0.431612,0.754723,0.590008
0,65,0,0.102387,0.299578,0.732744,0.521328
0,66,0,0.0521223,0.149648,0.718975,0.47642
0,67,0,0.000336263,0.00038597,0.714286,0.460784
0,68,0,0.0449852,0.15958,0.718975,0.476415
0,69,0,0.0949945,0.309482,0.732744,0.521319
0,70,0,0.142165,0.441469,0.754723,0.589996
0,71,0,0.185085,0.548191,0.783553,0.674648
0,72,0,0.222608,0.624073,0.817499,0.766573
0,73,0,0.253892,0.665696,0.854596,0.857315
0,74,0,0.278303,0.671999,0.892795,0.939424
0,75,0,0.357445,0.580475,0.867485,0.925347
0,76,0,0.326884,0.581111,0.819642,0.837464
0,77,0,0.287733,0.5484,0.773064,0.740685
0,78,0,0.240735,0.483236,0.73034,0.642763
0,79,0,0.186981,0.388796,0.693979,0.552573
0,80,0,0.127866,0.270333,0.66621,0.479339
0,81,0,0.0650351,0.134826,0.648793,0.431406
0,82,0,0.000302636,0.000347373,0.642857,0.414705
0,83,0,0.057876,0.144682,0.648793,0.4314
0,84,0,0.120462,0.280162,0.66621,0.479329
0,85,0,0.179477,0.398582,0.693979,0.55256
0,86,0,0.233138,0.492967,0.73034,0.642747
0,87,0,0.280093,0.558065,0.773064,0.740668
0,88,0,0.319198,0.590706,0.819642,0.837448
0,89,0,0.349712,0.589999,0.867485,0.925333
0,90,0,0.42884,0.507092,0.842793,0.91169
0,91,0,0.392166,0.506179,0.785274,0.818038
0,92,0,0.345186,0.482455,0.729133,0.715192
0,93,0,0.288788,0.42808,0.677514,0.611206
0,94,0,0.224283,0.345979,0.633486,0.51538
0,95,0,0.153345,0.241087,0.599799,0.437478
0,96,0,0.077948,0.120004,0.578643,0.386427
0,97,0,0.00026901,0.000308776,0.571429,0.368627
0,98,0,0.0707796,0.129784,0.578643,0.386421
0,99,0,0.145971,0.250841,0.599799,0.437467
0,100,0,0.216788,0.355694,0.633486,0.515365
0,101,0,0.281232,0.437742,0.677514,0.611189
0,102,0,0.337578,0.492056,0.729133,0.715174
0,103,0,0.384504,0.515716,0.785274,0.81802
0,104,0,0.421121,0.515501,0.842793,0.911675
0,105,0,0.500235,0.457911,0.818728,0.898474
0,106,0,0.457449,0.435346,0.751506,0.79906
0,107,0,0.402638,0.416509,0.685724,0.690121
0,108,0,0.336841,0.372924,0.625089,0.580004
0,109,0,0.261585,0.303163,0.573253,0.478438
0,110,0,0.178824,0.211842,0.533518,0.395751
0,111,0,0.0908609,0.105183,0.508528,0.341486
0,112,0,0.000235384,0.000270179,0.5,0.322549
0,113,0,0.0837145,0.114885,0.508528,0.34148
0,114,0,0.171479,0.221521,0.533518,0.39574
0,115,0,0.254125,0.312806,0.573253,0.478423
0,116,0,0.329326,0.382518,0.625089,0.579986
0,117,0,0.395063,0.426048,0.685724,0.690101
0,118,0,0.44981,0.444294,0.751506,0.799041
0,119,0,0.49253,0.465213,0.818728,0.898457
0,120,0,0.57163,0.4291,0.795302,0.885703
0,121,0,0.522732,0.388273,0.718352,0.78054
0,122,0,0.460091,0.354275,0.642853,0.665484
0,123,0,0.384894,0.317768,0.573082,0.549171
0,124,0,0.298887,0.260347,0.513294,0.441762
0,125,0,0.204304,0.182596,0.467371,0.354167
0,126,0,0.103774,0.0903611,0.438449,0.296586
0,127,0,0.000201758,0.000231582,0.428571,0.27647
0,128,0,0.0966494,0.0999871,0.438449,0.296579
0,129,0,0.196988,0.192201,0.467371,0.354155
0,130,0,0.291476,0.269918,0.513294,0.441745
0,131,0,0.377421,0.327294,0.573082,0.549151
0,132,0,0.452549,0.36322,0.642853,0.665464
0,133,0,0.515116,0.395773,0.718352,0.78052
0,134,0,0.563939,0.435334,0.795302,0.885685
0,135,0,0.643025,0.418172,0.772525,0.873385
0,136,0,0.588014,0.36295,0.685826,0.762489
0,137,0,0.517543,0.315549,0.600536,0.641296
0,138,0,0.432947,0.269427,0.521507,0.518722
0,139,0,0.336189,0.217531,0.453619,0.405363
0,140,0,0.229783,0.153351,0.401367,0.312733
0,141,0,0.116687,0.0755394,0.368408,0.251728
0,142,0,0.000168131,0.000192985,0.357143,0.230392
0,143,0,0.109584,0.0850888,0.368408,0.251721
0,144,0,0.222497,0.162881,0.401367,0.31272
0,145,0,0.328827,0.22703,0.453619,0.405345
0,146,0,0.425515,0.277827,0.521507,0.518701
0,147,0,0.510034,0.32285,0.600536,0.641274
0,148,0,0.580423,0.369356,0.685826,0.762467
0,149,0,0.635372,0.423816,0.772525,0.873365
0,150,0,0.71442,0.421373,0.750407,0.861526
0,151,0,0.653297,0.35511,0.653945,0.744915
0,152,0,0.574995,0.296999,0.55879,0.617568
0,153,0,0.481,0.242315,0.470381,0.488671
0,154,0,0.373491,0.187673,0.394243,0.369256
0,155,0,0.255262,0.127938,0.335512,0.271459
0,156,0,0.129599,0.0616791,0.298407,0.206916
0,157,0,0.000134505,0.000154388,0.285714,0.184313
0,158,0,0.122533,0.0705527,0.298407,0.206908
0,159,0,0.248018,0.136335,0.335512,0.271444
0,160,0,0.366178,0.195517,0.394243,0.369237
0,161,0,0.473609,0.249604,0.470381,0.488649
0,162,0,0.567519,0.303201,0.55879,0.617545
0,163,0,0.64574,0.360757,0.653945,0.744892
0,164,0,0.706812,0.425933,0.750407,0.861504
0,165,0,0.785815,0.43651,0.728958,0.850131
0,166,0,0.718579,0.361355,0.622721,0.727829
0,167,0,0.632448,0.294046,0.517633,0.594315
0,168,0,0.529053,0.232546,0.419723,0.459035
0,169,0,0.410793,0.173912,0.335178,0.333455
0,170,0,0.280741,0.115138,0.269814,0.230353
0,171,0,0.142512,0.0542448,0.228449,0.162152
0,172,0,0.000100879,0.000115791,0.214286,0.138235
0,173,0,0.135495,0.0615397,0.228449,0.162144
0,174,0,0.273554,0.121971,0.269814,0.230337
0,175,0,0.403529,0.180476,0.335178,0.333434
0,176,0,0.521703,0.238419,0.419723,0.459011
0,177,0,0.625005,0.299161,0.517633,0.59429
0,178,0,0.711073,0.365921,0.622721,0.727804
0,179,0,0.778251,0.440525,0.728958,0.850108
0,180,0,0.85721,0.461035,0.708189,0.839207
0,181,0,0.783862,0.378144,0.59217,0.711241
0,182,0,0.6899,0.303314,0.477083,0.57155
0,183,0,0.577105,0.235313,0.369549,0.429828
0,184,0,0.448094,0.17229,0.27644,0.297974
0,185,0,0.30622,0.111853,0.204282,0.189426
0,186,0,0.155425,0.0520705,0.158536,0.11744
0,187,0,6.72525e-05,7.7194e-05,0.142857,0.0921567
0,188,0,0.148456,0.0580843,0.158536,0.117432
0,189,0,0.299089,0.117516,0.204282,0.18941
0,190,0,0.44088,0.177649,0.27644,0.297952
0,191,0,0.569798,0.240426,0.369549,0.429803
0,192,0,0.682502,0.307884,0.477083,0.571523
0,193,0,0.776405,0.382168,0.59217,0.711214
0,194,0,0.849691,0.46451,0.708189,0.839183
0,195,0,0.928605,0.494135,0.68811,0.82876
0,196,0,0.849145,0.404527,0.562308,0.695159
0,197,0,0.747353,0.322684,0.437159,0.549287
0,198,0,0.625158,0.248144,0.31988,0.401069
0,199,0,0.485396,0.179443,0.218043,0.262831
0,200,0,0.331699,0.115351,0.138924,0.14869
0,201,0,0.168338,0.053579,0.0886697,0.0727843
0,202,0,3.36263e-05,3.8597e-05,0.0714286,0.0460784
0,203,0,0.161418,0.0585237,0.0886697,0.0727747
0,204,0,0.324624,0.119937,0.138924,0.148672
0,205,0,0.478231,0.184023,0.218043,0.262807
0,206,0,0.617892,0.252187,0.31988,0.401042
0,207,0,0.740009,0.326186,0.437159,0.549258
0,208,0,0.841738,0.407485,0.562308,0.695131
0,209,0,0.921131,0.496714,0.68811,0.828734
0,210,0,1,0.534204,0.668729,0.818794
0,211,0,0.914427,0.438338,0.533148,0.679595
0,212,0,0.804805,0.34949,0.397879,0.52754
0,213,0,0.673211,0.267788,0.270734,0.372775
0,214,0,0.522698,0.193451,0.160004,0.228043
0,215,0,0.357178,0.123749,0.0737494,0.108155
0,216,0,0.181251,0.057759,0.0188538,0.0281877
0,217,0,0,0,0,0
0,218,0,0.174379,0.0618138,0.0188538,0.0281775
0,219,0,0.350159,0.127732,0.0737494,0.108136
0,220,0,0.515583,0.196969,0.160004,0.228017
0,221,0,0.665986,0.271299,0.270734,0.372746
0,222,0,0.797516,0.352463,0.397879,0.527509
0,223,0,0.907071,0.440767,0.533148,0.679565
0,224,0,0.99257,0.536085,0.668729,0.818767
1,0,0,0.000470768,0.990219,1,1
1,1,0,0.000470768,0.955776,1,0.94099
1,2,0,0.000470768,0.878126,1,0.874061
1,3,0,0.000470768,0.759017,1,0.805429
1,4,0,0.000470768,0.602876,1,0.741946
1,5,0,0.000470768,0.41656,1,0.69043
1,6,0,0.000470768,0.208935,1,0.656794
1,7,0,0.000470768,0.000540358,1,0.645097
1,8,0,0.000470768,0.219173,1,0.656791
1,9,0,0.000470768,0.426763,1,0.690424
1,10,0,0.000470768,0.613021,1,0.741938
1,11,0,0.000470768,0.769087,1,0.80542
1,12,0,0.000470768,0.888106,1,0.874052
1,13,0,0.000470768,0.965658,1,0.940981
1,14,0,0.000470768,1,1,0.999993
1,15,0,0.0718657,0.90827,0.972325,0.984242
1,16,0,0.0657534,0.880843,0.962838,0.919464
1,17,0,0.0579232,0.812181,0.95369,0.846636
1,18,0,0.0485237,0.703861,0.945375,0.772285
1,19,0,0.0377727,0.56006,0.938355,0.703651
1,20,0,0.0259499,0.387315,0.933028,0.647994
1,21,0,0.0133836,0.194113,0.929702,0.611656
1,22,0,0.000437142,0.000501761,0.928571,0.599019
1,23,0,0.00694789,0.204275,0.929702,0.611653
1,24,0,0.0189873,0.397443,0.933028,0.647987
1,25,0,0.0305797,0.570133,0.938355,0.703642
1,26,0,0.0411848,0.713863,0.945375,0.772275
1,27,0,0.0504938,0.822098,0.95369,0.846626
1,28,0,0.0582413,0.890668,0.962838,0.919454
1,29,0,0.0643053,0.918,0.972325,0.984234
1,30,0,0.143261,0.826321,0.945225,0.968891
1,31,0,0.131036,0.80591,0.926208,0.898339
1,32,0,0.115376,0.746236,0.907827,0.819575
1,33,0,0.0965765,0.648705,0.891084,0.739435
1,34,0,0.0750747,0.517244,0.876921,0.665557
1,35,0,0.051429,0.358069,0.866158,0.605661
1,36,0,0.0262965,0.179291,0.859431,0.566547
1,37,0,0.000403515,0.000463164,0.857143,0.55294
1,38,0,0.0193973,0.189377,0.859431,0.566543
1,39,0,0.044159,0.368122,0.866158,0.605654
1,40,0,0.067636,0.527245,0.876921,0.665547
1,41,0,0.0890442,0.658639,0.891084,0.739424
1,42,0,0.107758,0.75609,0.907827,0.819563
1,43,0,0.123374,0.815677,0.926208,0.898328
1,44,0,0.135553,0.836,0.945225,0.968881
1,45,0,0.214656,0.744372,0.918712,0.953954
1,46,0,0.196319,0.730977,0.890123,0.877624
1,47,0,0.172828,0.68029,0.862426,0.792888
1,48,0,0.144629,0.593549,0.837139,0.70689
1,49,0,0.112377,0.474428,0.815707,0.627673
1,50,0,0.0769081,0.328824,0.799395,0.563437
1,51,0,0.0392094,0.16447,0.789188,0.521467
1,52,0,0.000369889,0.000424567,0.785714,0.506862
1,53,0,0.0321483,0.174478,0.789188,0.521463
1,54,0,0.0695384,0.338802,0.799395,0.563429
1,55,0,0.104869,0.484357,0.815707,0.627661
1,56,0,0.137044,0.603415,0.837139,0.706877
1,57,0,0.165178,0.690081,0.862426,0.792875
1,58,0,0.188602,0.740687,0.890123,0.877612
1,59,0,0.206894,0.753999,0.918712,0.953943
1,60,0,0.286051,0.662424,0.892795,0.939437
1,61,0,0.261601,0.656044,0.854596,0.85733
1,62,0,0.230281,0.614345,0.817499,0.766588
1,63,0,0.192682,0.538393,0.783553,0.674662
1,64,0,0.149679,0.431612,0.754723,0.590008
1,65,0,0.102387,0.299578,0.732744,0.521328
1,66,0,0.0521223,0.149648,0.718975,0.47642
1,67,0,0.000336263,0.00038597,0.714286,0.460784
1,68,0,0.0449852,0.15958,0.718975,0.476415
1,69,0,0.0949945,0.309482,0.732744,0.521319
1,70,0,0.142165,0.441469,0.754723,0.589996
1,71,0,0.185085,0.548191,0.783553,0.674648
1,72,0,0.222608,0.624073,0.817499,0.766573
1,73,0,0.253892,0.665696,0.854596,0.857315
1,74,0,0.278303,0.671999,0.892795,0.939424
1,75,0,0.357445,0.580475,0.867485,0.925347
1,76,0,0.326884,0.581111,0.819642,0.837464
1,77,0,0.287733,0.5484,0.773064,0.740685
1,78,0,0.240735,0.483236,0.73034,0.642763
1,79,0,0.186981,0.388796,0.693979,0.552573
1,80,0,0.127866,0.270333,0.66621,0.479339
1,81,0,0.0650351,0.134826,0.648793,0.431406
1,82,0,0.000302636,0.000347373,0.642857,0.414705
1,83,0,0.057876,0.144682,0.648793,0.4314
1,84,0,0.120462,0.280162,0.66621,0.479329
1,85,0,0.179477,0.398582,0.693979,0.55256
1,86,0,0.233138,0.492967,0.73034,0.642747
1,87,0,0.280093,0.558065,0.773064,0.740668
1,88,0,0.319198,0.590706,0.819642,0.837448
1,89,0,0.349712,0.589999,0.867485,0.925333
1,90,0,0.42884,0.507092,0.842793,0.91169
1,91,0,0.392166,0.506179,0.785274,0.818038
1,92,0,0.345186,0.482455,0.729133,0.715192
1,93,0,0.288788,0.42808,0.677514,0.611206
1,94,0,0.224283,0.345979,0.633486,0.51538
1,95,0,0.153345,0.241087,0.599799,0.437478
1,96,0,0.077948,0.120004,0.578643,0.386427
1,97,0,0.00026901,0.000308776,0.571429,0.368627
1,98,0,0.0707796,0.129784,0.578643,0.386421
1,99,0,0.145971,0.250841,0.599799,0.437467
1,100,0,0.216788,0.355694,0.633486,0.515365
1,101,0,0.281232,0.437742,0.677514,0.611189
1,102,0,0.337578,0.492056,0.729133,0.715174
1,103,0,0.384504,0.515716,0.785274,0.81802
1,104,0,0.421121,0.515501,0.842793,0.911675
1,105,0,0.500235,0.457911,0.818728,0.898474
1,106,0,0.457449,0.435346,0.751506,0.79906
1,107,0,0.402638,0.416509,0.685724,0.690121
1,108,0,0.336841,0.372924,0.625089,0.580004
1,109,0,0.261585,0.303163,0.573253,0.478438
1,110,0,0.178824,0.211842,0.533518,0.395751
1,111,0,0.0908609,0.105183,0.508528,0.341486
1,112,0,0.000235384,0.000270179,0.5,0.322549
1,113,0,0.0837145,0.114885,0.508528,0.34148
1,114,0,0.171479,0.221521,0.533518,0.39574
1,115,0,0.254125,0.312806,0.573253,0.478423
1,116,0,0.329326,0.382518,0.625089,0.579986
1,117,0,0.395063,0.426048,0.685724,0.690101
1,118,0,0.44981,0.444294,0.751506,0.799041
1,119,0,0.49253,0.465213,0.818728,0.898457
1,120,0,0.57163,0.4291,0.795302,0.885703
1,121,0,0.522732,0.388273,0.718352,0.78054
1,122,0,0.460091,0.354275,0.642853,0.665484
1,123,0,0.384894,0.317768,0.573082,0.549171
1,124,0,0.298887,0.260347,0.513294,0.441762
1,125,0,0.204304,0.182596,0.467371,0.354167
1,126,0,0.103774,0.0903611,0.438449,0.296586
1,127,0,0.000201758,0.000231582,0.428571,0.27647
1,128,0,0.0966494,0.0999871,0.438449,0.296579
1,129,0,0.196988,0.192201,0.467371,0.354155
1,130,0,0.291476,0.269918,0.513294,0.441745
1,131,0,0.377421,0.327294,0.573082,0.549151
1,132,0,0.452549,0.36322,0.642853,0.665464
1,133,0,0.515116,0.395773,0.718352,0.78052
1,134,0,0.563939,0.435334,0.795302,0.885685
1,135,0,0.643025,0.418172,0.772525,0.873385
1,136,0,0.588014,0.36295,0.685826,0.762489
1,137,0,0.517543,0.315549,0.600536,0.641296
1,138,0,0.432947,0.269427,0.521507,0.518722
1,139,0,0.336189,0.217531,0.453619,0.405363
1,140,0,0.229783,0.153351,0.401367,0.312733
1,141,0,0.116687,0.0755394,0.368408,0.251728
1,142,0,0.000168131,0.000192985,0.357143,0.230392
1,143,0,0.109584,0.0850888,0.368408,0.251721
1,144,0,0.222497,0.162881,0.401367,0.31272
1,145,0,0.328827,0.22703,0.453619,0.405345
1,146,0,0.425515,0.277827,0.521507,0.518701
1,147,0,0.510034,0.32285,0.600536,0.641274
1,148,0,0.580423,0.369356,0.685826,0.762467
1,149,0,0.635372,0.423816,0.772525,0.873365
1,150,0,0.71442,0.421373,0.750407,0.861526
1,151,0,0.653297,0.35511,0.653945,0.744915
1,152,0,0.574995,0.296999,0.55879,0.617568
1,153,0,0.481,0.242315,0.470381,0.488671
1,154,0,0.373491,0.187673,0.394243,0.369256
1,155,0,0.255262,0.127938,0.335512,0.271459
1,156,0,0.129599,0.0616791,0.298407,0.206916
1,157,0,0.000134505,0.000154388,0.285714,0.184313
1,158,0,0.122533,0.0705527,0.298407,0.206908
1,159,0,0.248018,0.136335,0.335512,0.271444
1,160,0,0.366178,0.195517,0.394243,0.369237
1,161,0,0.473609,0.249604,0.470381,0.488649
1,162,0,0.567519,0.303201,0.55879,0.617545
1,163,0,0.64574,0.360757,0.653945,0.744892
1,164,0,0.706812,0.425933,0.750407,0.861504
1,165,0,0.785815,0.43651,0.728958,0.850131
1,166,0,0.718579,0.361355,0.622721,0.727829
1,167,0,0.632448,0.294046,0.517633,0.594315
1,168,0,0.529053,0.232546,0.419723,0.459035
1,169,0,0.410793,0.173912,0.335178,0.333455
1,170,0,0.280741,0.115138,0.269814,0.230353
1,171,0,0.142512,0.0542448,0.228449,0.162152
1,172,0,0.000100879,0.000115791,0.214286,0.138235
1,173,0,0.135495,0.0615397,0.228449,0.162144
1,174,0,0.273554,0.121971,0.269814,0.230337
1,175,0,0.403529,0.180476,0.335178,0.333434
1,176,0,0.521703,0.238419,0.419723,0.459011
1,177,0,0.625005,0.299161,0.517633,0.59429
1,178,0,0.711073,0.365921,0.622721,0.727804
1,179,0,0.778251,0.440525,0.728958,0.850108
1,180,0,0.85721,0.461035,0.708189,0.839207
1,181,0,0.783862,0.378144,0.59217,0.711241
1,182,0,0.6899,0.303314,0.477083,0.57155
1,183,0,0.577105,0.235313,0.369549,0.429828
1,184,0,0.448094,0.17229,0.27644,0.297974
1,185,0,0.30622,0.111853,0.204282,0.189426
1,186,0,0.155425,0.0520705,0.158536,0.11744
1,187,0,6.72525e-05,7.7194e-05,0.142857,0.0921567
1,188,0,0.148456,0.0580843,0.158536,0.117432
1,189,0,0.299089,0.117516,0.204282,0.18941
1,190,0,0.44088,0.177649,0.27644,0.297952
1,191,0,0.569798,0.240426,0.369549,0.429803
1,192,0,0.682502,0.307884,0.477083,0.571523
1,193,0,0.776405,0.382168,0.59217,0.711214
1,194,0,0.849691,0.46451,0.708189,0.839183
1,195,0,0.928605,0.494135,0.68811,0.82876
1,196,0,0.849145,0.404527,0.562308,0.695159
1,197,0,0.747353,0.322684,0.437159,0.549287
1,198,0,0.625158,0.248144,0.31988,0.401069
1,199,0,0.485396,0.179443,0.218043,0.262831
1,200,0,0.331699,0.115351,0.138924,0.14869
1,201,0,0.168338,0.053579,0.0886697,0.0727843
1,202,0,3.36263e-05,3.8597e-05,0.0714286,0.0460784
1,203,0,0.161418,0.0585237,0.0886697,0.0727747
1,204,0,0.324624,0.119937,0.138924,0.148672
1,205,0,0.478231,0.184023,0.218043,0.262807
1,206,0,0.617892,0.252187,0.31988,0.401042
1,207,0,0.740009,0.326186,0.437159,0.549258
1,208,0,0.841738,0.407485,0.562308,0.695131
1,209,0,0.921131,0.496714,0.68811,0.828734
1,210,0,1,0.534204,0.668729,0.818794
1,211,0,0.914427,0.438338,0.533148,0.679595
1,212,0,0.804805,0.34949,0.397879,0.52754
1,213,0,0.673211,0.267788,0.270734,0.372775
1,214,0,0.522698,0.193451,0.160004,0.228043
1,215,0,0.357178,0.123749,0.0737494,0.108155
1,216,0,0.181251,0.057759,0.0188538,0.0281877
1,217,0,0,0,0,0
1,218,0,0.174379,0.0618138,0.0188538,0.0281775
1,219,0,0.350159,0.127732,0.0737494,0.108136
1,220,0,0.515583,0.196969,0.160004,0.228017
1,221,0,0.665986,0.271299,0.270734,0.372746
1,222,0,0.797516,0.352463,0.397879,0.527509
1,223,0,0.907071,0.440767,0.533148,0.679565
1,224,0,0.99257,0.536085,0.668729,0.818767
2,0,0,0.000470768,0.990219,1,1
2,1,0,0.000470768,0.955776,1,0.94099
2,2,0,0.000470768,0.878126,1,0.874061
2,3,0,0.000470768,0.759017,1,0.805429
2,4,0,0.000470768,0.602876,1,0.741946
2,5,0,0.000470768,0.41656,1,0.69043
2,6,0,0.000470768,0.208935,1,0.656794
2,7,0,0.000470768,0.000540358,1,0.645097
2,8,0,0.000470768,0.219173,1,0.656791
2,9,0,0.000470768,0.426763,1,0.690424
2,10,0,0.000470768,0.613021,1,0.741938
2,11,0,0.000470768,0.769087,1,0.80542
2,12,0,0.000470768,0.888106,1,0.874052
2,13,0,0.000470768,0.965658,1,0.940981
2,14,0,0.000470768,1,1,0.999993
2,15,0,0.0718657,0.90827,0.972325,0.984242
2,16,0,0.0657534,0.880843,0.962838,0.919464
2,17,0,0.0579232,0.812181,0.95369,0.846636
2,18,0,0.0485237,0.703861,0.945375,0.772285
2,19,0,0.0377727,0.56006,0.938355,0.703651
2,20,0,0.0259499,0.387315,0.933028,0.647994
2,21,0,0.0133836,0.194113,0.929702,0.611656
2,22,0,0.000437142,0.000501761,0.928571,0.599019
2,23,0,0.00694789,0.204275,0.929702,0.611653
2,24,0,0.0189873,0.397443,0.933028,0.647987
2,25,0,0.0305797,0.570133,0.938355,0.703642
2,26,0,0.0411848,0.713863,0.945375,0.772275
2,27,0,0.0504938,0.822098,0.95369,0.846626
2,28,0,0.0582413,0.890668,0.962838,0.919454
2,29,0,0.0643053,0.918,0.972325,0.984234
2,30,0,0.143261,0.826321,0.945225,0.968891
2,31,0,0.131036,0.80591,0.926208,0.898339
2,32,0,0.115376,0.746236,0.907827,0.819575
2,33,0,0.0965765,0.648705,0.891084,0.739435
2,34,0,0.0750747,0.517244,0.876921,0.665557
2,35,0,0.051429,0.358069,0.866158,0.605661
2,36,0,0.0262965,0.179291,0.859431,0.566547
2,37,0,0.000403515,0.000463164,0.857143,0.55294
2,38,0,0.0193973,0.189377,0.859431,0.566543
2,39,0,0.044159,0.368122,0.866158,0.605654
2,40,0,0.067636,0.527245,0.876921,0.665547
2,41,0,0.0890442,0.658639,0.891084,0.739424
2,42,0,0.107758,0.75609,0.907827,0.819563
2,43,0,0.123374,0.815677,0.926208,0.898328
2,44,0,0.135553,0.836,0.945225,0.968881
2,45,0,0.214656,0.744372,0.918712,0.953954
2,46,0,0.196319,0.730977,0.890123,0.877624
2,47,0,0.172828,0.68029,0.862426,0.792888
2,48,0,0.144629,0.593549,0.837139,0.70689
2,49,0,0.112377,0.474428,0.815707,0.627673
2,50,0,0.0769081,0.328824,0.799395,0.563437
2,51,0,0.0392094,0.16447,0.789188,0.521467
2,52,0,0.000369889,0.000424567,0.785714,0.506862
2,53,0,0.0321483,0.174478,0.789188,0.521463
2,54,0,0.0695384,0.338802,0.799395,0.563429
2,55,0,0.104869,0.484357,0.815707,0.627661
2,56,0,0.137044,0.603415,0.837139,0.706877
2,57,0,0.165178,0.690081,0.862426,0.792875
2,58,0,0.188602,0.740687,0.890123,0.877612
2,59,0,0.206894,0.753999,0.918712,0.953943
2,60,0,0.286051,0.662424,0.892795,0.939437
2,61,0,0.261601,0.656044,0.854596,0.85733
2,62,0,0.230281,0.614345,0.817499,0.766588
2,63,0,0.192682,0.538393,0.783553,0.674662
2,64,0,0.149679,0.431612,0.754723,0.590008
2,65,0,0.102387,0.299578,0.732744,0.521328
2,66,0,0.0521223,0.149648,0.718975,0.47642
2,67,0,0.000336263,0.00038597,0.714286,0.460784
2,68,0,0.0449852,0.15958,0.718975,0.476415
2,69,0,0.0949945,0.309482,0.732744,0.521319
2,70,0,0.142165,0.441469,0.754723,0.589996
2,71,0,0.185085,0.548191,0.783553,0.674648
2,72,0,0.222608,0.624073,0.817499,0.766573
2,73,0,0.253892,0.665696,0.854596,0.857315
2,74,0,0.278303,0.671999,0.892795,0.939424
2,75,0,0.357445,0.580475,0.867485,0.925347
2,76,0,0.326884,0.581111,0.819642,0.837464
2,77,0,0.287733,0.5484,0.773064,0.740685
2,78,0,0.240735,0.483236,0.73034,0.642763
2,79,0,0.186981,0.388796,0.693979,0.552573
2,80,0,0.127866,0.270333,0.66621,0.479339
2,81,0,0.0650351,0.134826,0.648793,0.431406
2,82,0,0.000302636,0.000347373,0.642857,0.414705
