t_idx,obstacle,path,alignment,goal,center
189,0,0.0341395,0.00918256,0.0385369,0.073487
190,0,0.0341395,0.00918256,0.0385369,0.073487
191,0,0.0341395,0.00918256,0.0385369,0.073487
192,0,0.0341395,0.00918256,0.0385369,0.073487
193,0,0.0341395,0.00918256,0.0385369,0.073487
194,0,0.0341395,0.00918256,0.0385369,0.073487
195,0,0.0341395,0.00918256,0.0385369,0.073487
196,0,0.0341395,0.00918256,0.0385369,0.073487
197,0,0.0341395,0.00918256,0.0385369,0.073487
198,0,0.0341395,0.00918256,0.0385369,0.073487
199,0,0.0341395,0.00918256,0.0385369,0.073487
200,0,0.0341395,0.00918256,0.0385369,0.073487
201,0,0.0341395,0.00918256,0.0385369,0.073487
202,0,0.0341395,0.00918256,0.0385369,0.073487
203,0,0.0341395,0.00918256,0.0385369,0.073487
204,0,0.0341395,0.00918256,0.0385369,0.073487
205,0,0.0341395,0.00918256,0.0385369,0.073487
206,0,0.0341395,0.00918256,0.0385369,0.073487
207,0,0.0341395,0.00918256,0.0385369,0.073487
208,0,0.0341395,0.00918256,0.0385369,0.073487
209,0,0.0341395,0.00918256,0.0385369,0.073487
210,0,0.0341395,0.00918256,0.0385369,0.073487
211,0,0.0341395,0.00918256,0.0385369,0.073487
212,0,0.0341395,0.00918256,0.0385369,0.073487
213,0,0.0341395,0.00918256,0.0385369,0.073487
214,0,0.0341395,0.00918256,0.0385369,0.073487
215,0,0.0341395,0.00918256,0.0385369,0.073487
216,0,0.0341395,0.00918256,0.0385369,0.073487
217,0,0.0341395,0.00918256,0.0385369,0.073487
218,0,0.0341395,0.00918256,0.0385369,0.073487
219,0,0.0341395,0.00918256,0.0385369,0.073487
220,0,0.0341395,0.00918256,0.0385369,0.073487
221,0,0.0341395,0.00918256,0.0385369,0.073487
222,0,0.0341395,0.00918256,0.0385369,0.073487
223,0,0.0341395,0.00918256,0.0385369,0.073487
