t_idx,sample_idx,v,w
1,168,0.104762,-0.190476
1,169,0.104762,-0.142857
1,170,0.104762,-0.0952381
1,171,0.104762,-0.047619
1,172,0.104762,0
1,173,0.104762,0.047619
1,174,0.104762,0.0952381
1,175,0.104762,0.142857
1,176,0.104762,0.190476
1,177,0.104762,0.238095
1,178,0.104762,0.285714
1,179,0.104762,0.333333
1,180,0.114286,-0.333333
1,181,0.114286,-0.285714
1,182,0.114286,-0.238095
1,183,0.114286,-0.190476
1,184,0.114286,-0.142857
1,185,0.114286,-0.0952381
1,186,0.114286,-0.047619
1,187,0.114286,0
1,188,0.114286,0.047619
1,189,0.114286,0.0952381
1,190,0.114286,0.142857
1,191,0.114286,0.190476
1,192,0.114286,0.238095
1,193,0.114286,0.285714
1,194,0.114286,0.333333
1,195,0.12381,-0.333333
1,196,0.12381,-0.285714
1,197,0.12381,-0.238095
1,198,0.12381,-0.190476
1,199,0.12381,-0.142857
1,200,0.12381,-0.0952381
1,201,0.12381,-0.047619
1,202,0.12381,0
1,203,0.12381,0.047619
1,204,0.12381,0.0952381
1,205,0.12381,0.142857
1,206,0.12381,0.190476
1,207,0.12381,0.238095
1,208,0.12381,0.285714
1,209,0.12381,0.333333
1,210,0.133333,-0.333333
1,211,0.133333,-0.285714
1,212,0.133333,-0.238095
1,213,0.133333,-0.190476
1,214,0.133333,-0.142857
1,215,0.133333,-0.0952381
1,216,0.133333,-0.047619
1,217,0.133333,0
1,218,0.133333,0.047619
1,219,0.133333,0.0952381
1,220,0.133333,0.142857
1,221,0.133333,0.190476
1,222,0.133333,0.238095
1,223,0.133333,0.285714
1,224,0.133333,0.333333
2,0,0,-0.333333
2,1,0,-0.285714
2,2,0,-0.238095
2,3,0,-0.190476
2,4,0,-0.142857
2,5,0,-0.0952381
2,6,0,-0.047619
2,7,0,0
2,8,0,0.047619
2,9,0,0.0952381
2,10,0,0.142857
2,11,0,0.190476
2,12,0,0.238095
2,13,0,0.285714
2,14,0,0.333333
2,15,0.00952381,-0.333333
2,16,0.00952381,-0.285714
2,17,0.00952381,-0.238095
2,18,0.00952381,-0.190476
2,19,0.00952381,-0.142857
2,20,0.00952381,-0.0952381
2,21,0.00952381,-0.047619
2,22,0.00952381,0
2,23,0.00952381,0.047619
2,24,0.00952381,0.0952381
2,25,0.00952381,0.142857
2,26,0.00952381,0.190476
2,27,0.00952381,0.238095
2,28,0.00952381,0.285714
2,29,0.00952381,0.333333
2,30,0.0190476,-0.333333
2,31,0.0190476,-0.285714
2,32,0.0190476,-0.238095
2,33,0.0190476,-0.190476
2,34,0.0190476,-0.142857
2,35,0.0190476,-0.0952381
2,36,0.0190476,-0.047619
2,37,0.0190476,0
2,38,0.0190476,0.047619
2,39,0.0190476,0.0952381
2,40,0.0190476,0.142857
2,41,0.0190476,0.190476
2,42,0.0190476,0.238095
2,43,0.0190476,0.285714
2,44,0.0190476,0.333333
2,45,0.0285714,-0.333333
2,46,0.0285714,-0.285714
2,47,0.0285714,-0.238095
2,48,0.0285714,-0.190476
2,49,0.0285714,-0.142857
2,50,0.0285714,-0.0952381
2,51,0.0285714,-0.047619
2,52,0.0285714,0
2,53,0.0285714,0.047619
2,54,0.0285714,0.0952381
2,55,0.0285714,0.142857
2,56,0.0285714,0.190476
2,57,0.0285714,0.238095
2,58,0.0285714,0.285714
2,59,0.0285714,0.333333
2,60,0.0380952,-0.333333
2,61,0.0380952,-0.285714
2,62,0.0380952,-0.238095
2,63,0.0380952,-0.190476
2,64,0.0380952,-0.142857
2,65,0.0380952,-0.0952381
2,66,0.0380952,-0.047619
2,67,0.0380952,0
2,68,0.0380952,0.047619
2,69,0.0380952,0.0952381
2,70,0.0380952,0.142857
2,71,0.0380952,0.190476
2,72,0.0380952,0.238095
2,73,0.0380952,0.285714
2,74,0.0380952,0.333333
2,75,0.047619,-0.333333
2,76,0.047619,-0.285714
2,77,0.047619,-0.238095
2,78,0.047619,-0.190476
2,79,0.047619,-0.142857
2,80,0.047619,-0.0952381
2,81,0.047619,-0.047619
2,82,0.047619,0
2,83,0.047619,0.047619
2,84,0.047619,0.0952381
2,85,0.047619,0.142857
2,86,0.047619,0.190476
2,87,0.047619,0.238095
2,88,0.047619,0.285714
2,89,0.047619,0.333333
2,90,0.0571429,-0.333333
2,91,0.0571429,-0.285714
2,92,0.0571429,-0.238095
2,93,0.0571429,-0.190476
2,94,0.0571429,-0.142857
2,95,0.0571429,-0.0952381
2,96,0.0571429,-0.047619
2,97,0.0571429,0
2,98,0.0571429,0.047619
2,99,0.0571429,0.0952381
2,100,0.0571429,0.142857
2,101,0.0571429,0.190476
2,102,0.0571429,0.238095
2,103,0.0571429,0.285714
2,104,0.0571429,0.333333
2,105,0.0666667,-0.333333
2,106,0.0666667,-0.285714
2,107,0.0666667,-0.238095
2,108,0.0666667,-0.190476
2,109,0.0666667,-0.142857
2,110,0.0666667,-0.0952381
2,111,0.0666667,-0.047619
2,112,0.0666667,0
2,113,0.0666667,0.047619
2,114,0.0666667,0.0952381
2,115,0.0666667,0.142857
2,116,0.0666667,0.190476
2,117,0.0666667,0.238095
2,118,0.0666667,0.285714
2,119,0.0666667,0.333333
2,120,0.0761905,-0.333333
2,121,0.0761905,-0.285714
2,122,0.0761905,-0.238095
2,123,0.0761905,-0.190476
2,124,0.0761905,-0.142857
2,125,0.0761905,-0.0952381
2,126,0.0761905,-0.047619
2,127,0.0761905,0
2,128,0.0761905,0.047619
2,129,0.0761905,0.0952381
2,130,0.0761905,0.142857
2,131,0.0761905,0.190476
2,132,0.0761905,0.238095
2,133,0.0761905,0.285714
2,134,0.0761905,0.333333
2,135,0.0857143,-0.333333
2,136,0.0857143,-0.285714
2,137,0.0857143,-0.238095
2,138,0.0857143,-0.190476
2,139,0.0857143,-0.142857
2,140,0.0857143,-0.0952381
2,141,0.0857143,-0.047619
2,142,0.0857143,0
2,143,0.0857143,0.047619
2,144,0.0857143,0.0952381
2,145,0.0857143,0.142857
2,146,0.0857143,0.190476
2,147,0.0857143,0.238095
2,148,0.0857143,0.285714
2,149,0.0857143,0.333333
2,150,0.0952381,-0.333333
2,151,0.0952381,-0.285714
2,152,0.0952381,-0.238095
2,153,0.0952381,-0.190476
2,154,0.0952381,-0.142857
2,155,0.0952381,-0.0952381
2,156,0.0952381,-0.047619
2,157,0.0952381,0
2,158,0.0952381,0.047619
2,159,0.0952381,0.0952381
2,160,0.0952381,0.142857
2,161,0.0952381,0.190476
2,162,0.0952381,0.238095
2,163,0.0952381,0.285714
2,164,0.0952381,0.333333
2,165,0.104762,-0.333333
2,166,0.104762,-0.285714
2,167,0.104762,-0.238095
2,168,0.104762,-0.190476
2,169,0.104762,-0.142857
2,170,0.104762,-0.0952381
2,171,0.104762,-0.047619
2,172,0.104762,0
2,173,0.104762,0.047619
2,174,0.104762,0.0952381
2,175,0.104762,0.142857
2,176,0.104762,0.190476
2,177,0.104762,0.238095
2,178,0.104762,0.285714
2,179,0.104762,0.333333
2,180,0.114286,-0.333333
2,181,0.114286,-0.285714
2,182,0.114286,-0.238095
2,183,0.114286,-0.190476
2,184,0.114286,-0.142857
2,185,0.114286,-0.0952381
2,186,0.114286,-0.047619
2,187,0.114286,0
2,188,0.114286,0.047619
2,189,0.114286,0.0952381
2,190,0.114286,0.142857
2,191,0.114286,0.190476
2,192,0.114286,0.238095
2,193,0.114286,0.285714
2,194,0.114286,0.333333
2,195,0.12381,-0.333333
2,196,0.12381,-0.285714
2,197,0.12381,-0.238095
2,198,0.12381,-0.190476
2,199,0.12381,-0.142857
2,200,0.12381,-0.0952381
2,201,0.12381,-0.047619
2,202,0.12381,0
2,203,0.12381,0.047619
2,204,0.12381,0.0952381
2,205,0.12381,0.142857
2,206,0.12381,0.190476
2,207,0.12381,0.238095
2,208,0.12381,0.285714
2,209,0.12381,0.333333
2,210,0.133333,-0.333333
2,211,0.133333,-0.285714
2,212,0.133333,-0.238095
2,213,0.133333,-0.190476
2,214,0.133333,-0.142857
2,215,0.133333,-0.0952381
2,216,0.133333,-0.047619
2,217,0.133333,0
2,218,0.133333,0.047619
2,219,0.133333,0.0952381
2,220,0.133333,0.142857
2,221,0.133333,0.190476
2,222,0.133333,0.238095
2,223,0.133333,0.285714
2,224,0.133333,0.333333
3,0,0,-0.333333
3,1,0,-0.285714
3,2,0,-0.238095
3,3,0,-0.190476
3,4,0,-0.142857
3,5,0,-0.0952381
3,6,0,-0.047619
3,7,0,0
3,8,0,0.047619
3,9,0,0.0952381
3,10,0,0.142857
3,11,0,0.190476
3,12,0,0.238095
3,13,0,0.285714
3,14,0,0.333333
3,15,0.00952381,-0.333333
3,16,0.00952381,-0.285714
3,17,0.00952381,-0.238095
3,18,0.00952381,-0.190476
3,19,0.00952381,-0.142857
3,20,0.00952381,-0.0952381
3,21,0.00952381,-0.047619
3,22,0.00952381,0
3,23,0.00952381,0.047619
3,24,0.00952381,0.0952381
3,25,0.00952381,0.142857
3,26,0.00952381,0.190476
3,27,0.00952381,0.238095
3,28,0.00952381,0.285714
3,29,0.00952381,0.333333
3,30,0.0190476,-0.333333
3,31,0.0190476,-0.285714
3,32,0.0190476,-0.238095
3,33,0.0190476,-0.190476
3,34,0.0190476,-0.142857
3,35,0.0190476,-0.0952381
3,36,0.0190476,-0.047619
3,37,0.0190476,0
3,38,0.0190476,0.047619
3,39,0.0190476,0.0952381
3,40,0.0190476,0.142857
3,41,0.0190476,0.190476
3,42,0.0190476,0.238095
3,43,0.0190476,0.285714
3,44,0.0190476,0.333333
3,45,0.0285714,-0.333333
3,46,0.0285714,-0.285714
3,47,0.0285714,-0.238095
3,48,0.0285714,-0.190476
3,49,0.0285714,-0.142857
3,50,0.0285714,-0.0952381
3,51,0.0285714,-0.047619
3,52,0.0285714,0
3,53,0.0285714,0.047619
3,54,0.0285714,0.0952381
3,55,0.0285714,0.142857
3,56,0.0285714,0.190476
3,57,0.0285714,0.238095
3,58,0.0285714,0.285714
3,59,0.0285714,0.333333
3,60,0.0380952,-0.333333
3,61,0.0380952,-0.285714
3,62,0.0380952,-0.238095
3,63,0.0380952,-0.190476
3,64,0.0380952,-0.142857
3,65,0.0380952,-0.0952381
3,66,0.0380952,-0.047619
3,67,0.0380952,0
3,68,0.0380952,0.047619
3,69,0.0380952,0.0952381
3,70,0.0380952,0.142857
3,71,0.0380952,0.190476
3,72,0.0380952,0.238095
3,73,0.0380952,0.285714
3,74,0.0380952,0.333333
3,75,0.047619,-0.333333
3,76,0.047619,-0.285714
3,77,0.047619,-0.238095
3,78,0.047619,-0.190476
3,79,0.047619,-0.142857
3,80,0.047619,-0.0952381
3,81,0.047619,-0.047619
3,82,0.047619,0
3,83,0.047619,0.047619
3,84,0.047619,0.0952381
3,85,0.047619,0.142857
3,86,0.047619,0.190476
3,87,0.047619,0.238095
3,88,0.047619,0.285714
3,89,0.047619,0.333333
3,90,0.0571429,-0.333333
3,91,0.0571429,-0.285714
3,92,0.0571429,-0.238095
3,93,0.0571429,-0.190476
3,94,0.0571429,-0.142857
3,95,0.0571429,-0.0952381
3,96,0.0571429,-0.047619
3,97,0.0571429,0
3,98,0.0571429,0.047619
3,99,0.0571429,0.0952381
3,100,0.0571429,0.142857
3,101,0.0571429,0.190476
3,102,0.0571429,0.238095
3,103,0.0571429,0.285714
3,104,0.0571429,0.333333
3,105,0.0666667,-0.333333
3,106,0.0666667,-0.285714
3,107,0.0666667,-0.238095
3,108,0.0666667,-0.190476
3,109,0.0666667,-0.142857
3,110,0.0666667,-0.0952381
3,111,0.0666667,-0.047619
3,112,0.0666667,0
3,113,0.0666667,0.047619
3,114,0.0666667,0.0952381
3,115,0.0666667,0.142857
3,116,0.0666667,0.190476
3,117,0.0666667,0.238095
3,118,0.0666667,0.285714
3,119,0.0666667,0.333333
3,120,0.0761905,-0.333333
3,121,0.0761905,-0.285714
3,122,0.0761905,-0.238095
3,123,0.0761905,-0.190476
3,124,0.0761905,-0.142857
3,125,0.0761905,-0.0952381
3,126,0.0761905,-0.047619
3,127,0.0761905,0
3,128,0.0761905,0.047619
3,129,0.0761905,0.0952381
3,130,0.0761905,0.142857
3,131,0.0761905,0.190476
3,132,0.0761905,0.238095
3,133,0.0761905,0.285714
3,134,0.0761905,0.333333
3,135,0.0857143,-0.333333
3,136,0.0857143,-0.285714
3,137,0.0857143,-0.238095
3,138,0.0857143,-0.190476
3,139,0.0857143,-0.142857
3,140,0.0857143,-0.0952381
3,141,0.0857143,-0.047619
3,142,0.0857143,0
3,143,0.0857143,0.047619
3,144,0.0857143,0.0952381
3,145,0.0857143,0.142857
3,146,0.0857143,0.190476
3,147,0.0857143,0.238095
3,148,0.0857143,0.285714
3,149,0.0857143,0.333333
3,150,0.0952381,-0.333333
3,151,0.0952381,-0.285714
3,152,0.0952381,-0.238095
3,153,0.0952381,-0.190476
3,154,0.0952381,-0.142857
3,155,0.0952381,-0.0952381
3,156,0.0952381,-0.047619
3,157,0.0952381,0
3,158,0.0952381,0.047619
3,159,0.0952381,0.0952381
3,160,0.0952381,0.142857
3,161,0.0952381,0.190476
3,162,0.0952381,0.238095
3,163,0.0952381,0.285714
3,164,0.0952381,0.333333
3,165,0.104762,-0.333333
3,166,0.104762,-0.285714
3,167,0.104762,-0.238095
3,168,0.104762,-0.190476
3,169,0.104762,-0.142857
3,170,0.104762,-0.0952381
3,171,0.104762,-0.047619
3,172,0.104762,0
3,173,0.104762,0.047619
3,174,0.104762,0.0952381
3,175,0.104762,0.142857
3,176,0.104762,0.190476
3,177,0.104762,0.238095
3,178,0.104762,0.285714
3,179,0.104762,0.333333
3,180,0.114286,-0.333333
3,181,0.114286,-0.285714
3,182,0.114286,-0.238095
3,183,0.114286,-0.190476
3,184,0.114286,-0.142857
3,185,0.114286,-0.0952381
3,186,0.114286,-0.047619
3,187,0.114286,0
3,188,0.114286,0.047619
3,189,0.114286,0.0952381
3,190,0.114286,0.142857
3,191,0.114286,0.190476
3,192,0.114286,0.238095
3,193,0.114286,0.285714
3,194,0.114286,0.333333
3,195,0.12381,-0.333333
3,196,0.12381,-0.285714
3,197,0.12381,-0.238095
3,198,0.12381,-0.190476
3,199,0.12381,-0.142857
3,200,0.12381,-0.0952381
3,201,0.12381,-0.047619
3,202,0.12381,0
3,203,0.12381,0.047619
3,204,0.12381,0.0952381
3,205,0.12381,0.142857
3,206,0.12381,0.190476
3,207,0.12381,0.238095
3,208,0.12381,0.285714
3,209,0.12381,0.333333
3,210,0.133333,-0.333333
3,211,0.133333,-0.285714
3,212,0.133333,-0.238095
3,213,0.133333,-0.190476
3,214,0.133333,-0.142857
3,215,0.133333,-0.0952381
3,216,0.133333,-0.047619
3,217,0.133333,0
3,218,0.133333,0.047619
3,219,0.133333,0.0952381
3,220,0.133333,0.142857
3,221,0.133333,0.190476
3,222,0.133333,0.238095
3,223,0.133333,0.285714
3,224,0.133333,0.333333
4,0,0,-0.333333
4,1,0,-0.285714
4,2,0,-0.238095
4,3,0,-0.190476
4,4,0,-0.142857
4,5,0,-0.0952381
4,6,0,-0.047619
4,7,0,0
4,8,0,0.047619
4,9,0,0.0952381
4,10,0,0.142857
4,11,0,0.190476
4,12,0,0.238095
4,13,0,0.285714
4,14,0,0.333333
4,15,0.00952381,-0.333333
4,16,0.00952381,-0.285714
4,17,0.00952381,-0.238095
4,18,0.00952381,-0.190476
4,19,0.00952381,-0.142857
4,20,0.00952381,-0.0952381
4,21,0.00952381,-0.047619
4,22,0.00952381,0
4,23,0.00952381,0.047619
4,24,0.00952381,0.0952381
4,25,0.00952381,0.142857
4,26,0.00952381,0.190476
4,27,0.00952381,0.238095
4,28,0.00952381,0.285714
4,29,0.00952381,0.333333
4,30,0.0190476,-0.333333
4,31,0.0190476,-0.285714
4,32,0.0190476,-0.238095
4,33,0.0190476,-0.190476
4,34,0.0190476,-0.142857
4,35,0.0190476,-0.0952381
4,36,0.0190476,-0.047619
4,37,0.0190476,0
4,38,0.0190476,0.047619
4,39,0.0190476,0.0952381
4,40,0.0190476,0.142857
4,41,0.0190476,0.190476
4,42,0.0190476,0.238095
4,43,0.0190476,0.285714
4,44,0.0190476,0.333333
4,45,0.0285714,-0.333333
